         MJD         m       dm    uJy  duJy F  err      chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs    __tmp_SN
57247.246722 17.500233      NaN   -107   121 c    0       1.18 219.70805 14.73724  3094.82  9725.78 3.96 3.82  -6.1 -0.413    17.91 19.27 02a57247o0022c   -0.884298
57247.248853 16.471810      NaN   -130   312 c    0       1.25 219.70805 14.73724  3094.14  9724.98 3.88 3.78 -23.7 -0.405    16.52 17.87 02a57247o0025c   -0.416667
57247.256091 11.819095      NaN -73329 22659 c    0      27.91 219.70805 14.73724  8727.44    30.67 4.29 3.79  13.6 -0.456    19.12 20.96 02a57247o0035c   -3.236198
57247.271259 20.594452      NaN  -1305     7 c    0 1685726.79 219.70805 14.73724  8734.46    29.96 4.18 3.79  12.4 -0.466    18.20 19.99 02a57247o0056c -186.428571
57247.298182 19.212347      NaN    -25    25 c    0       1.04 219.70805 14.73724  7250.54  1497.15 4.17 3.92  -2.1 -0.441    19.18 21.13 02a57247o0093c   -1.000000
57247.298830 18.757738      NaN      3    37 c    0       0.81 219.70805 14.73724  7250.36  1497.27 4.07 3.88   1.3 -0.429    18.84 20.75 02a57247o0094c    0.081081
57248.244229 17.571303      NaN     79    87 c    0       1.02 219.70805 14.73724  3085.80  9712.37 4.23 4.09 -21.7 -0.405    17.82 19.13 02a57248o0010c    0.908046
57248.246969 19.212347      NaN     -7    25 c    0       1.06 219.70805 14.73724  3085.73  9711.65 4.10 3.96 -34.4 -0.410    19.02 20.63 02a57248o0014c   -0.280000
57248.277404 19.510313      NaN     -2    19 c    0       1.11 219.70805 14.73724  7235.63  1484.69 4.30 3.98   0.5 -0.426    19.40 21.40 02a57248o0057c   -0.105263
57248.298028 19.569016      NaN     -5    18 c    0       0.97 219.70805 14.73724  7232.78  1485.84 4.16 3.93   1.9 -0.423    19.43 21.39 02a57248o0085c   -0.277778
57250.282178 19.169763      NaN     -1    26 c    0       1.02 219.70805 14.73724  7225.55  1493.51 4.13 4.00 -11.2 -0.431    19.16 21.08 02a57250o0035c   -0.038462
57250.301441 19.169763      NaN     -8    26 c    0       0.92 219.70805 14.73724  7227.36  1494.03 4.02 3.88  -8.0 -0.431    18.90 20.75 02a57250o0062c   -0.307692
57436.463900 18.163834      NaN     59    46 c    0       1.19 219.70805 14.73724  8025.32   835.66 4.82 4.02  13.0 -0.421    18.37 19.48 02a57436o0416c    1.282609
57436.477471 18.702047      NaN    -32    40 c    0       1.39 219.70805 14.73724  8301.60  1422.30 4.45 3.87  18.7 -0.429    18.49 19.61 02a57436o0439c   -0.800000
57436.491088 18.474346      NaN     34    38 c    0       1.02 219.70805 14.73724  7149.80  2019.47 4.29 3.77   8.3 -0.411    18.56 19.71 02a57436o0462c    0.894737
57436.504688 18.590371      NaN     34    33 c    0       1.03 219.70805 14.73724  6887.47  1829.73 4.25 3.73   8.7 -0.422    18.66 19.84 02a57436o0485c    1.030303
57451.569565 19.696897      NaN    -10    16 c    0       0.88 219.70805 14.73724  2220.50 10297.20 4.06 3.83 -42.1 -0.381    19.62 21.55 02a57451o0674c   -0.625000
57452.635771 19.589310      NaN     11    14 c    0       1.15 219.70805 14.73724  2750.37 10253.22 3.87 3.69   4.7 -0.396    19.67 21.62 02a57452o0741c    0.785714
57452.658164 18.955691      NaN     17    26 c    0       0.99 219.70805 14.73724  2451.42  9668.69 3.90 3.82  -6.5 -0.410    18.95 20.29 02a57452o0784c    0.653846
57455.571740 19.014394      NaN    -27    30 c    0       1.56 219.70805 14.73724  2203.08 10460.69 4.01 3.83 -21.5 -0.376    18.88 20.80 02a57455o0650c   -0.900000
57460.607794 19.841877      NaN    -12    14 c    0       1.25 219.70805 14.73724  2884.11 10033.59 3.85 3.77 -11.1 -0.398    19.69 21.68 02a57460o0783c   -0.857143
57460.630265 19.419021      NaN     14    16 c    0       0.98 219.70805 14.73724  2581.81  9449.91 3.81 3.73 -45.2 -0.419    19.66 21.66 02a57460o0826c    0.875000
