         MJD         m       dm   uJy  duJy F  err   chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs    __tmp_SN
57230.244219 16.998944      NaN  -291   192 o    0    1.35 219.71495 14.73724  3318.35  9498.82  3.81 3.35   2.4 -0.479    17.54 17.77 02a57230o0005o   -1.515625
57230.249642 17.845990      NaN    48    72 o    0    1.37 219.71495 14.73724  3316.18  9500.16  3.86 3.55   5.5 -0.437    18.14 18.96 02a57230o0012o    0.666667
57230.286397 18.786693      NaN     0    37 o    0    1.12 219.71495 14.73724  7458.43  1282.02  3.81 3.62 -73.5 -0.453    18.63 19.80 02a57230o0057o    0.000000
57230.310122 18.878500      NaN    -4    34 o    0    1.41 219.71495 14.73724  7455.86  1292.81  3.82 3.79 -59.0 -0.444    18.59 19.74 02a57230o0089o   -0.117647
57442.604000 18.286218      NaN    59    39 o    0    1.09 219.71495 14.73724  2334.09 10399.38  4.08 3.73  -6.3 -0.395    18.43 19.39 02a57442o0631o    1.512821
57443.587961 18.542463      NaN    25    38 o    0    1.09 219.71495 14.73724  2278.82 10160.65  3.99 3.70 -18.3 -0.426    18.52 19.51 02a57443o0663o    0.657895
57444.653384 18.847027      NaN    -3    35 o    0    1.32 219.71495 14.73724  2859.17  9274.41  3.61 3.56 -38.7 -0.443    18.47 19.40 02a57444o0332o   -0.085714
57445.632820 18.786693      NaN   -81    37 o    0    0.97 219.71495 14.73724  2597.81 10136.37  3.73 3.53  -6.4 -0.426    18.62 19.64 02a57445o0822o   -2.189189
57445.656130 18.214605      NaN    74    38 o    0    1.25 219.71495 14.73724  2299.62  9553.67  3.78 3.63 -31.9 -0.444    18.54 19.53 02a57445o0863o    1.947368
57463.540602 19.419021      NaN     2    20 o    0    1.10 219.71495 14.73724  1909.12 10140.29  3.89 3.69 -42.2 -0.426    19.38 21.18 02a57463o0510o    0.100000
57464.586049 18.806434      NaN    43    22 o    0    1.71 219.71495 14.73724  2633.38  9731.13  3.77 3.56 -45.6 -0.451    19.30 21.03 02a57464o0751o    1.954545
57464.608712 19.401649      NaN     6    19 o    0    1.31 219.71495 14.73724  2350.15  9148.45  3.82 3.52 -53.7 -0.456    19.31 21.11 02a57464o0794o    0.315789
57464.631724 19.142275      NaN    17    21 o    0    1.20 219.71495 14.73724  3500.68  8555.70  3.66 3.39 -69.2 -0.470    19.30 21.09 02a57464o0837o    0.809524
