         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57230.244219 17.039268      NaN   -81   185 o    0   2.18 219.70662 14.74058  3334.03  9505.26  3.81 3.35   2.4 -0.478    17.54 17.77 02a57230o0005o  -0.437838
57230.249642 18.158337      NaN   -28    66 o    0   1.77 219.70662 14.74058  3331.85  9506.59  3.86 3.55   5.5 -0.437    18.14 18.96 02a57230o0012o  -0.424242
57230.286397 18.702047      NaN    -2    40 o    0   0.89 219.70662 14.74058  7474.04  1288.59  3.81 3.62 -73.8 -0.453    18.63 19.80 02a57230o0057o  -0.050000
57230.310122 18.417189      NaN    27    43 o    0   0.80 219.70662 14.74058  7471.47  1299.39  3.81 3.79 -61.6 -0.444    18.59 19.74 02a57230o0089o   0.627907
57442.604000 18.574166      NaN    21    38 o    0   1.24 219.70662 14.74058  2318.44 10392.75  4.08 3.73  -6.5 -0.395    18.43 19.39 02a57442o0631o   0.552632
57443.587961 18.702047      NaN   -26    40 o    0   0.94 219.70662 14.74058  2263.18 10154.03  3.99 3.70 -18.5 -0.426    18.52 19.51 02a57443o0663o  -0.650000
57444.653384 18.675237      NaN   -66    41 o    0   1.01 219.70662 14.74058  2874.86  9280.82  3.61 3.56 -37.9 -0.442    18.47 19.40 02a57444o0332o  -1.609756
57445.632820 18.816441      NaN   -70    36 o    0   0.90 219.70662 14.74058  2613.54 10142.78  3.73 3.53  -6.2 -0.426    18.62 19.64 02a57445o0822o  -1.944444
57445.656130 18.232071      NaN    65    40 o    0   0.89 219.70662 14.74058  2315.34  9560.05  3.78 3.63 -31.5 -0.444    18.54 19.53 02a57445o0863o   1.625000
57463.540602 18.878500      NaN    39    21 o    0   0.93 219.70662 14.74058  1893.46 10133.67  3.89 3.69 -42.5 -0.427    19.38 21.18 02a57463o0510o   1.857143
57464.586049 19.256669      NaN   -20    24 o    0   0.94 219.70662 14.74058  2649.09  9737.53  3.77 3.56 -45.4 -0.451    19.30 21.03 02a57464o0751o  -0.833333
57464.608712 19.256669      NaN    18    18 o    0   1.32 219.70662 14.74058  2365.86  9154.83  3.82 3.52 -53.6 -0.456    19.31 21.11 02a57464o0794o   1.000000
57464.631724 19.318728      NaN     8    20 o    0   1.16 219.70662 14.74058  3516.32  8562.13  3.65 3.39 -69.3 -0.470    19.30 21.09 02a57464o0837o   0.400000
57464.654906 18.504094      NaN    18    42 o    0   1.17 219.70662 14.74058  3737.77  8836.55  3.65 3.42 -62.3 -0.471    18.45 19.50 02a57464o0880o   0.428571
57467.514598 18.878500      NaN   -22    34 o    0   1.08 219.70662 14.74058  2024.25 10161.81  4.17 3.80 -50.9 -0.426    18.69 19.92 02a57467o0574o  -0.647059
57471.520565 18.063866      NaN   -19    72 o    0   1.17 219.70662 14.74058  2389.63 10489.17  3.91 3.65 -35.0 -0.425    18.22 19.01 02a57471o0396o  -0.263889
57472.534846 17.909502      NaN   -14    83 o    0   0.95 219.70662 14.74058  2711.48 10109.00  3.87 3.36 -75.2 -0.461    17.85 18.53 02a57472o0609o  -0.168675
57472.582852 17.870951      NaN   -73    86 o    0   1.29 219.70662 14.74058  3580.75  8931.22  3.62 3.38 -63.0 -0.488    18.17 18.88 02a57472o0686o  -0.848837
