         MJD         m       dm   uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57247.246722 17.170087      NaN   156   112 c    0   1.49 219.7115 14.73586  3088.33  9723.13 3.96 3.82  -6.1 -0.413    17.91 19.27 02a57247o0022c  1.392857
57247.248853 16.147352      NaN   326   312 c    0   1.11 219.7115 14.73586  3087.64  9722.32 3.88 3.78 -23.8 -0.404    16.52 17.87 02a57247o0025c  1.044872
57247.298182 19.169763      NaN   -28    26 c    0   0.96 219.7115 14.73586  7244.08  1494.43 4.17 3.91  -2.2 -0.441    19.18 21.13 02a57247o0093c -1.076923
57247.298830 18.786693      NaN     0    37 c    0   0.87 219.7115 14.73586  7243.90  1494.56 4.07 3.88   1.2 -0.429    18.84 20.75 02a57247o0094c  0.000000
57248.244229 17.963129      NaN   -31    79 c    0   0.99 219.7115 14.73586  3079.30  9709.71 4.23 4.09 -21.8 -0.405    17.82 19.13 02a57248o0010c -0.392405
57248.246969 18.944322      NaN    24    24 c    0   1.23 219.7115 14.73586  3079.23  9709.00 4.10 3.96 -34.5 -0.411    19.02 20.63 02a57248o0014c  1.000000
57248.277404 19.491430      NaN     1    19 c    0   0.93 219.7115 14.73586  7229.17  1481.98 4.30 3.98   0.5 -0.426    19.40 21.40 02a57248o0057c  0.052632
57248.298028 19.569016      NaN   -21    18 c    0   1.21 219.7115 14.73586  7226.32  1483.13 4.16 3.93   1.8 -0.423    19.43 21.39 02a57248o0085c -1.166667
57250.282178 18.857417      NaN    26    26 c    0   0.89 219.7115 14.73586  7219.10  1490.79 4.13 4.00 -11.2 -0.431    19.16 21.08 02a57250o0035c  1.000000
57250.301441 18.944322      NaN    12    28 c    0   0.72 219.7115 14.73586  7220.90  1491.31 4.02 3.88  -8.1 -0.431    18.90 20.75 02a57250o0062c  0.428571
57436.463900 18.304885      NaN    17    52 c    0   0.86 219.7115 14.73586  8031.82   838.29 4.82 4.02  13.0 -0.421    18.37 19.48 02a57436o0416c  0.326923
57436.477471 18.675237      NaN   -39    41 c    0   1.25 219.7115 14.73586  8308.11  1424.93 4.45 3.87  18.8 -0.429    18.49 19.61 02a57436o0439c -0.951220
57436.491088 18.816441      NaN   -58    36 c    0   1.08 219.7115 14.73586  7156.28  2022.11 4.29 3.77   8.4 -0.411    18.56 19.71 02a57436o0462c -1.611111
57436.504688 18.590371      NaN    40    31 c    0   1.16 219.7115 14.73586  6893.95  1832.39 4.25 3.74   8.8 -0.422    18.66 19.84 02a57436o0485c  1.290323
57451.569565 19.436675      NaN    16    15 c    0   1.00 219.7115 14.73586  2226.99 10299.93 4.06 3.83 -42.0 -0.381    19.62 21.55 02a57451o0674c  1.066667
