         MJD         m       dm    uJy  duJy F  err   chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs    __tmp_SN
57230.244219 16.927812      NaN     96   173 o    0    2.22 219.70805 14.73724  3331.34  9498.74  3.81 3.36   2.4 -0.478    17.54 17.77 02a57230o0005o    0.554913
57230.249642 17.539830      NaN    116    78 o    0    1.25 219.70805 14.73724  3329.16  9500.07  3.86 3.55   5.5 -0.437    18.14 18.96 02a57230o0012o    1.487179
57230.286397 18.786693      NaN     -6    37 o    0    1.06 219.70805 14.73724  7471.42  1282.06  3.81 3.62 -73.6 -0.453    18.63 19.80 02a57230o0057o   -0.162162
57230.310122 18.214605      NaN     77    37 o    0    1.25 219.70805 14.73724  7468.84  1292.85  3.81 3.79 -60.3 -0.444    18.59 19.74 02a57230o0089o    2.081081
57442.604000 18.376212      NaN     39    41 o    0    1.03 219.70805 14.73724  2321.04 10399.34  4.08 3.73  -6.4 -0.395    18.43 19.39 02a57442o0631o    0.951220
57443.587961 18.757738      NaN    -20    38 o    0    1.06 219.70805 14.73724  2265.78 10160.61  3.99 3.70 -18.4 -0.426    18.52 19.51 02a57443o0663o   -0.526316
57444.653384 18.376212      NaN     39    41 o    0    1.14 219.70805 14.73724  2872.17  9274.31  3.61 3.56 -38.5 -0.442    18.47 19.40 02a57444o0332o    0.951220
57445.632820 18.125925      NaN     90    38 o    0    0.77 219.70805 14.73724  2610.84 10136.23  3.73 3.53  -6.4 -0.427    18.62 19.64 02a57445o0822o    2.368421
57445.656130 18.684100      NaN     11    37 o    0    1.15 219.70805 14.73724  2312.65  9553.53  3.78 3.63 -31.8 -0.444    18.54 19.53 02a57445o0863o    0.297297
57463.540602 19.051202      NaN     27    20 o    0    1.15 219.70805 14.73724  1896.05 10140.25  3.89 3.69 -42.3 -0.427    19.38 21.18 02a57463o0510o    1.350000
57464.586049 18.867907      NaN     37    22 o    0    1.41 219.70805 14.73724  2646.39  9731.00  3.77 3.56 -45.6 -0.451    19.30 21.03 02a57464o0751o    1.681818
57464.608712 19.318728      NaN      8    20 o    0    1.14 219.70805 14.73724  2363.16  9148.32  3.82 3.52 -53.7 -0.456    19.31 21.11 02a57464o0794o    0.400000
57464.631724 19.454622      NaN      0    20 o    0    1.30 219.70805 14.73724  3513.64  8555.64  3.65 3.39 -69.3 -0.470    19.30 21.09 02a57464o0837o    0.000000
57464.654906 18.574166      NaN      3    44 o    0    0.95 219.70805 14.73724  3735.08  8830.05  3.65 3.42 -62.4 -0.472    18.45 19.50 02a57464o0880o    0.068182
57467.514598 18.649074      NaN     18    36 o    0    0.99 219.70805 14.73724  2026.85 10168.40  4.17 3.80 -50.8 -0.426    18.69 19.92 02a57467o0574o    0.500000
57471.520565 17.909502      NaN     -5    83 o    0    1.00 219.70805 14.73724  2392.23 10495.76  3.91 3.65 -34.8 -0.425    18.22 19.01 02a57471o0396o   -0.060241
57472.534846 17.671596      NaN     43    89 o    0    0.90 219.70805 14.73724  2708.79 10102.46  3.87 3.36 -75.1 -0.461    17.85 18.53 02a57472o0609o    0.483146
57472.582852 17.721771      NaN     53    81 o    0    1.35 219.70805 14.73724  3578.07  8924.71  3.62 3.38 -63.1 -0.488    18.17 18.88 02a57472o0686o    0.654321
57472.606075 17.762888      NaN    -40    95 o    0    1.00 219.70805 14.73724  3732.13  8826.98  3.57 3.36 -68.0 -0.496    18.14 18.80 02a57472o0722o   -0.421053
57475.525920 18.445391      NaN      5    49 o    0    0.96 219.70805 14.73724  8589.10   346.06  5.02 3.33  16.5 -0.485    18.72 19.85 02a57475o0506o    0.102041
57476.560173 18.382935      NaN     71    30 o    0    0.89 219.70805 14.73724  2965.44  9773.18  3.82 3.74   2.5 -0.414    18.81 20.12 02a57476o0686o    2.366667
57493.473849 18.990530      NaN      5    29 o    0    0.94 219.70805 14.73724  2808.14  9819.42  4.35 3.68  -2.8 -0.405    18.86 20.34 02a57493o0513o    0.172414
57493.486327 19.026525      NaN     17    24 o    0    1.23 219.70805 14.73724  2515.30  9241.77  4.02 3.69  -7.2 -0.441    18.94 20.41 02a57493o0534o    0.708333
57493.506919 18.574166      NaN     63    24 o    0    0.98 219.70805 14.73724  3654.06  8647.87  3.86 3.69  -5.8 -0.451    19.07 20.69 02a57493o0569o    2.625000
57493.531773 19.241693      NaN     10    21 o    0    1.54 219.70805 14.73724  3720.42  8826.05  3.76 3.69 -24.7 -0.441    19.07 20.64 02a57493o0612o    0.476190
57498.401556 17.858399      NaN     48    71 o    0    1.01 219.70805 14.73724  7464.82   838.78  4.34 3.27   9.4 -0.530    18.09 18.66 02a57498o0378o    0.676056
57498.415475 18.226218      NaN   -108    62 o    0    1.21 219.70805 14.73724  7489.95   878.35  4.25 3.43  11.9 -0.544    18.09 18.70 02a57498o0404o   -1.741935
57498.430146 17.793801      NaN     88    63 o    0    1.16 219.70805 14.73724  7435.10   800.60  4.20 3.37   8.3 -0.545    18.11 18.72 02a57498o0433o    1.396825
57498.444608 18.125925      NaN     -8    68 o    0    0.81 219.70805 14.73724  7415.28   916.75  4.27 3.33   8.0 -0.546    18.12 18.73 02a57498o0462o   -0.117647
57525.394046 18.702047      NaN      3    39 o    0    1.07 219.70805 14.73724  4121.22  8877.74  3.71 3.63 -65.4 -0.448    18.51 19.56 02a57525o0328o    0.076923
57525.407523 18.702047      NaN     24    32 o    0    1.75 219.70805 14.73724  4103.35  8845.18  3.71 3.57 -74.7 -0.458    18.50 19.53 02a57525o0352o    0.750000
57525.412865 18.526952      NaN     24    39 o    0    1.04 219.70805 14.73724  4160.10  8925.91  3.74 3.55 -70.7 -0.447    18.50 19.53 02a57525o0363o    0.615385
57525.442159 18.542463      NaN     31    36 o    0    1.29 219.70805 14.73724  4199.40  8815.18  3.63 3.46 -78.8 -0.465    18.49 19.48 02a57525o0416o    0.861111
57525.444265 18.237955      NaN     64    40 o    0    1.15 219.70805 14.73724  4142.74  8873.71  3.63 3.48 -71.3 -0.457    18.45 19.37 02a57525o0420o    1.600000
57566.323733 19.183773      NaN     14    21 o    0    1.46 219.70805 14.73724  4247.04  9660.07  3.80 3.78 -25.6 -0.433    19.31 21.17 02a57566o0171o    0.666667
57566.336463 19.271854      NaN      8    21 o    0    1.52 219.70805 14.73724  4229.13  9622.97  3.65 3.64 -28.2 -0.447    19.32 21.13 02a57566o0193o    0.380952
57566.350065 18.657725      NaN     44    27 o    0    1.13 219.70805 14.73724  4303.90  9701.10  3.69 3.61 -10.2 -0.447    19.11 20.87 02a57566o0216o    1.629630
57566.363898 18.598565      NaN     45    29 o    0    1.35 219.70805 14.73724  4323.01  9584.12  3.88 3.78 -66.4 -0.449    18.90 20.66 02a57566o0238o    1.551724
57566.378689 19.569016      NaN    -26    18 o    0    1.39 219.70805 14.73724  4267.38  9641.60  3.73 3.63 -28.6 -0.440    19.28 21.10 02a57566o0260o   -1.444444
57570.319682 17.259754      NaN   -185   151 o    0    1.31 219.70805 14.73724  3263.52  9444.86  3.69 3.57 -60.8 -0.487    16.84 18.33 02a57570o0168o   -1.225166
57570.346815 18.649074      NaN     48    26 o    0    1.09 219.70805 14.73724  3305.12  9483.90  3.67 3.56 -34.3 -0.452    19.09 20.87 02a57570o0215o    1.846154
57570.360761 18.459772      NaN     63    29 o    0    1.12 219.70805 14.73724  3324.44  9366.01  3.73 3.62 -42.3 -0.448    18.95 20.73 02a57570o0238o    2.172414
57590.263987 18.273950      NaN     34    48 o    0    1.26 219.70805 14.73724  9668.17  1030.63  3.99 3.31  78.9 -0.490    18.47 19.66 02a57590o0024o    0.708333
57590.264951 18.631975      NaN      5    41 o    0    1.14 219.70805 14.73724  9723.48  1110.16  3.98 3.41  73.6 -0.497    18.64 19.86 02a57590o0026o    0.121951
57599.262526 18.757738      NaN     15    33 o    0    1.17 219.70805 14.73724  8937.75   578.77  4.14 3.75  30.1 -0.500    19.18 20.84 02a57599o0024o    0.454545
57599.271762 18.878500      NaN     -7    34 o    0    1.30 219.70805 14.73724  8919.73   539.33  4.74 4.04  25.8 -0.508    19.07 20.78 02a57599o0043o   -0.205882
