Nested Sampling Global Log-Evidence           :   -0.709648879743936511E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.755973055969706387E+01  +/-    0.660615747764451838E-01

Dim No.       Mean        Sigma
   1    0.171371766337615555E+00    0.211928931093184614E-02
   2   -0.197323517481693784E+02    0.629825155193429742E+00
   3    0.416672479495753534E+00    0.862478107643055436E-01
   4    0.194095794378374231E+01    0.396502979223859256E-01
   5    0.557248486482244797E-02    0.169638988600241713E-03
   6    0.180745966455417162E+01    0.296793569799142579E-01
   7   -0.179741240199248042E+01    0.587072106766974786E-01
   8    0.813605312041928874E+00    0.563959206444990604E-02
   9   -0.350546322055221804E+01    0.411683413155133460E+00
  10   -0.377713370673582127E+00    0.492684061436415924E-01
  11   -0.123971247069137244E-01    0.191703325028543224E-01
  12   -0.425715102120872879E+00    0.211737303112921847E-01
  13   -0.253376700121073772E-01    0.359412426531664081E-01
  14   -0.108489303679625304E+01    0.744480263932427878E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.170352948559855971E+00
   2   -0.195853432183343266E+02
   3    0.437278028973456356E+00
   4    0.197630725095210669E+01
   5    0.553306808104377795E-02
   6    0.181318816745272460E+01
   7   -0.174123806798969749E+01
   8    0.830194517109912433E+00
   9   -0.374443237867484013E+01
  10   -0.418563162137863432E+00
  11   -0.168778282950255536E-01
  12   -0.420030559519748159E+00
  13   -0.830896682973825962E-01
  14   -0.107757112313185388E+01

MAP Parameters
Dim No.        Parameter
   1    0.172056371675864572E+00
   2   -0.194237626138728459E+02
   3    0.468145400834224956E+00
   4    0.199745292836071542E+01
   5    0.529671609509486767E-02
   6    0.184101674127408632E+01
   7   -0.177764592880390171E+01
   8    0.812499007207057922E+00
   9   -0.311889127211148587E+01
  10   -0.396608558044971138E+00
  11   -0.823005162639263085E-03
  12   -0.453465222544386704E+00
  13    0.480897145427025066E-01
  14   -0.107107214949753082E+01
