Nested Sampling Global Log-Evidence           :   -0.423949024307922784E+02  +/-    0.568485008453912366E+00
Nested Importance Sampling Global Log-Evidence:   -0.470884506500501061E+02  +/-    0.379154863613039503E-01

Dim No.       Mean        Sigma
   1    0.553816685514374740E-01    0.259174439977124700E-01
   2   -0.140450650725031885E+02    0.795082249613784153E+00
   3    0.645268652206761439E+00    0.614437474990397886E-01
   4    0.111105313709783182E+01    0.640227245762275965E-01
   5    0.923301730961054515E-02    0.371233713115060688E-02
   6    0.133592715443911758E+01    0.564794651943202330E-01
   7   -0.176229744871464500E+01    0.413878416189790044E+00
   8    0.154630276522585170E-01    0.325298677410945924E-01
   9   -0.252541437161523419E+01    0.104450899691755583E+01
  10    0.579468826286394026E-01    0.887958415935421047E-01
  11    0.926942058981282818E-01    0.599923580597631761E-01
  12   -0.292425113101240919E+00    0.203752804645291913E+00
  13   -0.137955867143427668E+00    0.661379977642574529E-01
  14   -0.106942400962930773E+01    0.616716913498944128E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.644294906129897066E-01
   2   -0.140637722518183637E+02
   3    0.616279710729158547E+00
   4    0.108710194615720712E+01
   5    0.102399776729720400E-01
   6    0.136864722020767848E+01
   7   -0.113595091268763748E+01
   8   -0.334460277937662087E-02
   9   -0.301669932070288560E+01
  10    0.115467585515077437E+00
  11    0.140187019823627218E+00
  12   -0.378499352376016285E+00
  13   -0.206923897057202377E+00
  14   -0.105014743557445378E+01

MAP Parameters
Dim No.        Parameter
   1    0.644294906129897066E-01
   2   -0.140637722518183637E+02
   3    0.616279710729158547E+00
   4    0.108710194615720712E+01
   5    0.102399776729720400E-01
   6    0.136864722020767848E+01
   7   -0.113595091268763748E+01
   8   -0.334460277937662087E-02
   9   -0.301669932070288560E+01
  10    0.115467585515077437E+00
  11    0.140187019823627218E+00
  12   -0.378499352376016285E+00
  13   -0.206923897057202377E+00
  14   -0.105014743557445378E+01
