Nested Sampling Global Log-Evidence           :   -0.174201426933035131E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.174317210584211879E+01  +/-    0.990197701314406327E-02

Dim No.       Mean        Sigma
   1    0.467663516303345600E-01    0.521030143734249260E-02
   2   -0.144705747027211675E+02    0.794203269848559379E+00
   3    0.704676771825642922E+00    0.492006985612397502E-01
   4    0.108499346690522835E+01    0.116419279923277122E+00
   5    0.927488892333315496E-02    0.666862506778245832E-03
   6    0.194430407495598301E+01    0.649005087311391084E-02
   7   -0.202790522450033528E+01    0.208886662521541144E+00
   8   -0.101985460137241579E+00    0.553034138740132134E-02
   9   -0.332531514547280604E+01    0.186292751337878504E+01
  10   -0.128071229937620878E+00    0.665121399568578686E-01
  11   -0.193294994986479493E-01    0.435617766473598636E-01
  12   -0.112431850488998425E+00    0.821085985838560517E-01
  13    0.585326536826759961E-01    0.195017561032816387E-01
  14   -0.106398856207487036E+01    0.228092585546218335E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.454734190497198473E-01
   2   -0.128829030559480273E+02
   3    0.657234954540471983E+00
   4    0.116990553093589278E+01
   5    0.906037783625309595E-02
   6    0.194771087395166731E+01
   7   -0.173670945964052081E+01
   8   -0.103939690594742243E+00
   9   -0.391091983281101285E+01
  10   -0.206670920008619807E+00
  11   -0.182169264273620637E-01
  12   -0.523635636714478644E-01
  13    0.553049114650162460E-01
  14   -0.106465966467540429E+01

MAP Parameters
Dim No.        Parameter
   1    0.463047798962045731E-01
   2   -0.137174383020741697E+02
   3    0.725006836924853793E+00
   4    0.108508841826917646E+01
   5    0.103874086165776838E-01
   6    0.193865390525302161E+01
   7   -0.225496484224113525E+01
   8   -0.107420843955754935E+00
   9   -0.645055491668344327E+01
  10   -0.170983374239521729E+00
  11    0.532315697949254096E-01
  12   -0.979884477862780628E-01
  13    0.484715801468221588E-01
  14   -0.104091649008040088E+01
