Nested Sampling Global Log-Evidence           :   -0.621953662483612058E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.628360404194565181E+00  +/-    0.626404522247141042E-02

Dim No.       Mean        Sigma
   1    0.961861550762403983E-01    0.284754266967093220E-02
   2   -0.144242023927175893E+02    0.192198553035270031E+00
   3    0.809226922830545758E+00    0.432559320902871358E-01
   4    0.107711377017910670E+01    0.244347812436275583E-01
   5    0.885590182087522826E-02    0.292869712922023517E-03
   6    0.191640576302883514E+01    0.323511870210104347E-02
   7   -0.193752599433600969E+01    0.171390370472273623E+00
   8   -0.696883648612160872E-01    0.339045787921473567E-02
   9   -0.363430218577843833E+01    0.553444194198473904E+00
  10   -0.114133639280731794E+00    0.187155286151474698E-01
  11   -0.729866766210139628E-01    0.509764054664726129E-01
  12   -0.264635881630279179E+00    0.787640692542382059E-01
  13   -0.153566724126760923E+00    0.419611860841387005E-02
  14   -0.106855332330455766E+01    0.191342269410971003E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.974628793520991576E-01
   2   -0.146679448781478623E+02
   3    0.776100477787472487E+00
   4    0.105818267371145414E+01
   5    0.890526574131344020E-02
   6    0.191654864094478983E+01
   7   -0.222551408561774133E+01
   8   -0.678172095669061087E-01
   9   -0.355642933760885116E+01
  10   -0.115921884124241231E+00
  11    0.414578912200205679E-01
  12   -0.737895354022705952E-01
  13   -0.159508809055726924E+00
  14   -0.103605840115176329E+01

MAP Parameters
Dim No.        Parameter
   1    0.987288576255467704E-01
   2   -0.142054225254926436E+02
   3    0.798390570805044719E+00
   4    0.111180691559545841E+01
   5    0.901011352460523093E-02
   6    0.191680208231235261E+01
   7   -0.177733354597293425E+01
   8   -0.673798103774545798E-01
   9   -0.417881807098884650E+01
  10   -0.132982466517335834E+00
  11   -0.187866352864121608E-01
  12   -0.329141703418735443E+00
  13   -0.144975488096190847E+00
  14   -0.106678163494031963E+01
