Nested Sampling Global Log-Evidence           :   -0.684740049052807507E+02  +/-    0.497838772397336038E+00
Nested Importance Sampling Global Log-Evidence:   -0.740908587468018851E+02  +/-    0.403571402066686610E-01

Dim No.       Mean        Sigma
   1    0.123952398525372445E+00    0.263941103517523375E-01
   2   -0.239100730380314843E+02    0.260699019072384885E+01
   3    0.113281975226398601E+01    0.637979062777698086E-01
   4    0.123773887727571985E+01    0.330152719106806269E+00
   5    0.729190810214624084E-02    0.288100182851803782E-02
   6    0.195953941672271093E+01    0.272256655356376484E-01
   7   -0.171685633259859682E+01    0.378382546016555688E+00
   8   -0.515351792034489664E-01    0.291454490092390994E-01
   9   -0.721316469898398349E+01    0.307961455855963839E+01
  10   -0.623217724380627086E-01    0.101053073938274382E+00
  11   -0.575738142277441092E-01    0.146195657198004619E+00
  12   -0.145496659416513519E+00    0.199788376157352426E+00
  13    0.190400068157775243E+00    0.366402518214784950E-01
  14   -0.106098705740805999E+01    0.591436356195401483E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.117183225434137256E+00
   2   -0.230439579606780143E+02
   3    0.122101440295856101E+01
   4    0.173874723968405576E+01
   5    0.705363807572221592E-02
   6    0.194726821090302882E+01
   7   -0.198994596809781332E+01
   8   -0.100232200199389984E+00
   9   -0.116486368310720092E+02
  10   -0.207364854886111533E+00
  11   -0.696773889436029942E-01
  12   -0.371353562457617192E+00
  13    0.203348363291365020E+00
  14   -0.102181608639797594E+01

MAP Parameters
Dim No.        Parameter
   1    0.117183225434137256E+00
   2   -0.230439579606780143E+02
   3    0.122101440295856101E+01
   4    0.173874723968405576E+01
   5    0.705363807572221592E-02
   6    0.194726821090302882E+01
   7   -0.198994596809781332E+01
   8   -0.100232200199389984E+00
   9   -0.116486368310720092E+02
  10   -0.207364854886111533E+00
  11   -0.696773889436029942E-01
  12   -0.371353562457617192E+00
  13    0.203348363291365020E+00
  14   -0.102181608639797594E+01
