         MJD         m       dm   uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57307.593677 19.318728      NaN    17    17 c    0   1.19 98.77164 50.43479   987.94  9373.74 4.69 3.81 -56.3 -0.422    19.49 21.54 02a57307o0414c 0xc00800
57307.603983 19.401649      NaN     6    19 c    0   0.95 98.77164 50.43479   992.74  9375.97 4.55 3.74 -55.5 -0.427    19.53 21.54 02a57307o0428c 0xc00800
57307.624548 19.696897      NaN     0    16 c    0   1.16 98.77164 50.43479  2543.06  7978.62 4.19 3.57 -63.9 -0.452    19.52 21.50 02a57307o0460c 0xc00800
57307.646884 18.208845      NaN   -44    63 c    0   0.91 98.77164 50.43479  2544.21  7982.79 4.17 3.54 -61.5 -0.450    18.45 19.39 02a57307o0495c 0xc00800
57344.464803 19.102305      NaN    32    17 c    0   1.06 98.77164 50.43479  1048.01  9413.16 4.07 3.80 -67.9 -0.412    19.53 21.45 02a57344o0435c 0xc00800
57344.491388 19.510313      NaN     6    17 c    0   1.07 98.77164 50.43479  1050.47  9416.70 4.10 3.80 -65.3 -0.412    19.53 21.45 02a57344o0476c 0xc00800
57396.389760 19.696897      NaN    -4    16 c    0   0.91 98.77164 50.43479   711.76  9699.36 4.24 3.89 -67.0 -0.417    19.70 21.81 02a57396o0321c 0xc00800
57396.396250 18.675237      NaN    60    21 c    0   0.97 98.77164 50.43479  4609.49   110.79 5.06 3.77  -9.2 -0.501    19.68 21.79 02a57396o0330c 0xc00a00
57396.413458 19.302877      NaN    18    17 c    0   0.99 98.77164 50.43479 10041.52  1375.89 4.25 3.65  31.5 -0.463    19.71 21.82 02a57396o0354c 0xc00800
57396.420071 19.696897      NaN    -3    16 c    0   0.86 98.77164 50.43479  5350.01  9781.48 3.89 3.68  83.7 -0.419    19.71 21.79 02a57396o0363c 0xc00800
57396.441226 18.273950      NaN    16    54 c    0   1.03 98.77164 50.43479  9188.80   174.74 4.49 3.59  17.8 -0.438    19.72 21.81 02a57396o0395c 0xc00800
57424.364662 19.102305      NaN    32    17 c    0   1.15 98.77164 50.43479  9097.69  1440.72 4.66 3.99  25.3 -0.440    19.59 21.70 02a57424o0282c 0xc00800
57424.378212 19.051202      NaN     0    29 c    0   1.05 98.77164 50.43479  5054.01 10486.45 4.04 3.94 -84.4 -0.401    19.62 21.68 02a57424o0304c 0xc00900
57424.383152 19.287255      NaN    19    17 c    0   1.22 98.77164 50.43479  8842.80   854.84 4.76 3.88  19.6 -0.452    19.61 21.71 02a57424o0312c 0xc00900
57424.397320 19.334813      NaN    22    15 c    0   1.18 98.77164 50.43479  6199.53  9917.69 4.06 3.87  81.1 -0.408    19.61 21.67 02a57424o0335c 0xc00800
57424.399773 19.256669      NaN     9    21 c    0   1.11 98.77164 50.43479 10117.97   327.86 4.92 3.80  25.4 -0.445    19.63 21.69 02a57424o0339c 0xc00800
57424.405322 18.431198      NaN    34    40 c    0   0.73 98.77164 50.43479    47.31   186.81 6.20 3.81 -30.1 -0.441    19.59 21.61 02a57424o0348c 0xc00800
57424.406541 19.051202      NaN    36    17 c    0   0.98 98.77164 50.43479  6264.17  9827.78 4.07 3.86  85.5 -0.411    19.60 21.64 02a57424o0350c 0xc00800
57424.420380 19.401649      NaN   -18    21 c    0   1.25 98.77164 50.43479 10224.60   251.49 4.83 3.75  26.2 -0.452    19.61 21.64 02a57424o0372c 0xc00900
57431.348263 19.401649      NaN    -5    21 c    0   0.76 98.77164 50.43479  9326.44  1063.91 4.86 4.22  26.5 -0.422    19.33 21.32 02a57431o0275c 0xc00800
57431.354372 18.967180      NaN    31    21 c    0   1.13 98.77164 50.43479  5240.32 10093.91 4.84 4.65  89.1 -0.354    19.27 21.34 02a57431o0285c 0xc00800
57431.362309 19.128787      NaN    -7    27 c    0   1.11 98.77164 50.43479  9054.15   472.79 5.36 4.60  20.1 -0.382    19.32 21.43 02a57431o0298c 0xc00800
57431.376390 18.967180      NaN    40    18 c    0   1.00 98.77164 50.43479  6392.66  9552.04 4.97 4.42 -88.7 -0.348    19.37 21.56 02a57431o0321c 0xc00900
57431.391659 19.569016      NaN     0    18 c    0   1.01 98.77164 50.43479  6249.14  9819.38 4.57 4.30  84.8 -0.368    19.41 21.53 02a57431o0346c 0xc00800
57431.394715 18.847027      NaN    27    26 c    0   0.98 98.77164 50.43479 10185.47   228.74 5.50 4.61  30.9 -0.396    19.40 21.56 02a57431o0351c 0xc00800
57448.341284 19.302877      NaN     9    20 c    0   0.85 98.77164 50.43479  9563.09  1437.45 5.00 4.16  30.6 -0.463    19.53 21.61 02a57448o0141c 0xc00800
57448.361251 19.351140      NaN    -4    22 c    0   1.06 98.77164 50.43479  5415.08 10459.43 4.07 4.01 -73.4 -0.418    19.54 21.51 02a57448o0151c 0xc00b00
57448.364629 19.454622      NaN    -7    20 c    0   1.06 98.77164 50.43479  9250.70   837.02 5.13 4.16  25.1 -0.449    19.50 21.57 02a57448o0158c 0xc00800
57448.367025 18.816441      NaN    42    22 c    0   0.91 98.77164 50.43479   321.20   224.45 5.85 3.80 -25.3 -0.448    19.50 21.48 02a57448o0163c 0xc00800
57448.378687 19.419021      NaN     8    18 c    0   0.98 98.77164 50.43479  6520.43  9889.13 4.21 4.01  87.7 -0.412    19.50 21.51 02a57448o0186c 0xc00800
57448.386987 18.511660      NaN    32    37 c    0   0.90 98.77164 50.43479 10510.80   326.81 4.99 3.82  30.5 -0.440    19.57 21.54 02a57448o0203c 0xc00800
57448.390353 18.847027      NaN    24    27 c    0   0.94 98.77164 50.43479    65.08   334.28 5.92 3.65 -24.6 -0.443    19.52 21.46 02a57448o0210c 0xc00800
57448.395961 19.384550      NaN    16    16 c    0   0.97 98.77164 50.43479  6296.00  9987.01 3.97 3.82  86.3 -0.421    19.52 21.47 02a57448o0221c 0xc00800
57448.396441 19.212347      NaN    -8    25 c    0   0.99 98.77164 50.43479 10262.39   416.28 5.01 3.84  28.8 -0.455    19.56 21.51 02a57448o0222c 0xc00800
57449.331363 19.271854      NaN    20    17 c    0   1.20 98.77164 50.43479  9301.59  1483.52 4.58 3.87  31.9 -0.479    19.65 21.70 02a57449o0270c 0xc00800
57449.352336 18.944322      NaN    -1    32 c    0   1.25 98.77164 50.43479  5179.05 10497.77 3.99 3.97 -61.6 -0.407    19.61 21.65 02a57449o0301c 0xc00b00
57449.356878 19.510313      NaN    -2    19 c    0   0.90 98.77164 50.43479  8991.51   883.92 4.93 3.88  23.8 -0.481    19.63 21.68 02a57449o0310c 0xc00800
57449.359301 18.836735      NaN    22    28 c    0   1.03 98.77164 50.43479    59.64   272.85 6.05 3.77 -24.8 -0.441    19.58 21.60 02a57449o0315c 0xc00800
57449.369288 19.589310      NaN     5    16 c    0   1.22 98.77164 50.43479  6285.43  9920.43 4.22 3.91 -88.6 -0.424    19.56 21.63 02a57449o0334c 0xc00800
57449.375261 18.684100      NaN    44    26 c    0   0.94 98.77164 50.43479 10251.49   349.68 5.41 3.96  28.4 -0.435    19.62 21.67 02a57449o0346c 0xc00900
57449.382566 18.598565      NaN    54    26 c    0   0.98 98.77164 50.43479    68.20   332.60 6.29 4.01 -26.1 -0.436    19.53 21.57 02a57449o0361c 0xc00800
57449.387770 19.510313      NaN    -6    19 c    0   0.80 98.77164 50.43479  6298.38  9986.16 4.09 3.85 -89.3 -0.420    19.57 21.60 02a57449o0371c 0xc00800
57449.388250 18.990530      NaN    17    25 c    0   0.81 98.77164 50.43479 10265.71   412.98 5.29 3.96  28.9 -0.447    19.60 21.66 02a57449o0372c 0xc00900
57454.334319 19.384550      NaN     7    19 c    0   0.93 98.77164 50.43479  9503.32  1413.32 5.02 4.24  31.3 -0.451    19.50 21.58 02a57454o0255c 0xc00800
57454.336273 19.401649      NaN     3    20 c    0   0.93 98.77164 50.43479  5349.19 10418.07 4.53 4.32 -76.6 -0.393    19.44 21.54 02a57454o0259c 0xc00800
57458.320378 19.351140      NaN    -8    22 c    0   0.89 98.77164 50.43479  9206.58  1636.02 5.09 4.53  30.1 -0.419    19.35 21.47 02a57458o0243c 0xc00800
57458.337801 19.351140      NaN   -12    22 c    0   0.92 98.77164 50.43479  8896.37  1038.51 5.12 4.42  26.5 -0.436    19.39 21.45 02a57458o0277c 0xc00800
57458.349832 19.401649      NaN    -9    21 c    0   0.92 98.77164 50.43479  6189.60 10079.41 4.72 4.47  88.5 -0.375    19.29 21.37 02a57458o0301c 0xc00800
57458.352334 18.796518      NaN     5    35 c    0   0.98 98.77164 50.43479 10140.46   502.26 5.68 4.47  37.3 -0.400    19.33 21.44 02a57458o0306c 0xc00900
57458.362766 18.511660      NaN    56    29 c    0   0.91 98.77164 50.43479    60.65   330.88 6.34 4.27 -26.2 -0.429    19.30 21.43 02a57458o0327c 0xc00800
57458.367191 19.142275      NaN    17    21 c    0   0.88 98.77164 50.43479  6291.19  9986.35 4.45 4.19  85.6 -0.395    19.37 21.40 02a57458o0336c 0xc00800
57458.368639 18.292405      NaN    70    35 c    0   0.89 98.77164 50.43479 10257.42   413.33 5.83 4.14  44.8 -0.379    19.34 21.50 02a57458o0339c 0xc00800
57482.278494 19.351140      NaN    -3    22 c    0   1.22 98.77164 50.43479  9036.27  1562.85 4.59 4.13  31.4 -0.477    19.25 21.06 02a57482o0135c 0xc00800
57482.294756 19.302877      NaN   -23    23 c    0   0.94 98.77164 50.43479  8729.81   964.61 4.67 3.96  20.1 -0.488    19.32 21.14 02a57482o0168c 0xc00800
57482.301165 19.302877      NaN     6    21 c    0   0.98 98.77164 50.43479  6044.38 10004.89 4.03 3.83 -87.2 -0.457    19.33 21.12 02a57482o0181c 0xc00800
57482.310941 18.702047      NaN   -33    40 c    0   1.02 98.77164 50.43479  9973.95   427.73 5.10 4.02  39.0 -0.426    19.14 21.17 02a57482o0201c 0xc00800
57482.313442 18.349730      NaN    28    46 c    0   0.93 98.77164 50.43479    45.76   321.27 5.94 3.84 -24.3 -0.464    19.28 21.08 02a57482o0206c 0xc00800
57482.317360 18.955691      NaN    29    22 c    0   0.92 98.77164 50.43479  6268.42  9971.29 4.12 3.93 -83.1 -0.440    19.29 21.11 02a57482o0214c 0xc00800
57482.327191 18.675237      NaN   -33    41 c    0   1.05 98.77164 50.43479 10234.98   403.50 5.46 3.85  34.9 -0.436    19.18 21.19 02a57482o0234c 0xc00800
57488.246608 18.757738      NaN    42    24 c    0   1.07 98.77164 50.43479  9038.31  1526.43 4.47 4.02  37.4 -0.465    19.08 20.75 02a57488o0075c 0xc00900
57488.259390 19.212347      NaN    -2    25 c    0   1.02 98.77164 50.43479  8732.77   927.56 4.41 3.87  25.8 -0.474    19.19 20.82 02a57488o0101c 0xc00800
57488.262260 19.401649      NaN   -12    21 c    0   1.33 98.77164 50.43479  6048.13  9966.75 4.01 3.86  47.9 -0.430    19.15 20.80 02a57488o0107c 0xc00800
57488.272439 18.623526      NaN    27    34 c    0   1.06 98.77164 50.43479    56.75   323.75 5.39 3.68 -22.6 -0.483    19.18 20.81 02a57488o0128c 0xc00800
57488.275313 18.389700      NaN    67    31 c    0   1.09 98.77164 50.43479  9972.81   391.15 4.74 3.97  31.8 -0.483    19.22 20.91 02a57488o0134c 0xc00900
57488.279614 19.115465      NaN    16    22 c    0   0.92 98.77164 50.43479  6279.26  9972.41 3.86 3.67  76.9 -0.453    19.25 20.90 02a57488o0143c 0xc00800
57488.287378 18.711133      NaN    32    29 c    0   1.28 98.77164 50.43479 10245.14   405.25 4.95 3.94  36.1 -0.460    19.25 20.97 02a57488o0159c 0xc00800
57512.234519 16.608865      NaN  -229   275 c    0   1.64 98.77164 50.43479  4030.49  9858.19 4.02 3.94 -89.7 -0.483    17.65 18.09 02a57512o0042c 0xc00802
57512.236456 17.281543      NaN   123   107 c    0   1.12 98.77164 50.43479  7714.43   222.05 4.68 4.05   8.0 -0.498    17.93 18.63 02a57512o0046c 0xc00900
57512.238896 17.774377      NaN   -85    94 c    0   1.25 98.77164 50.43479  4006.89  9835.92 4.09 3.99 -65.0 -0.478    18.18 19.12 02a57512o0051c 0xc00900
57512.241823 18.396507      NaN    21    46 c    0   1.22 98.77164 50.43479  7690.11   179.17 4.64 3.85  10.9 -0.497    18.54 19.78 02a57512o0057c 0xc00800
57512.249107 18.702047      NaN     6    38 c    0   0.99 98.77164 50.43479  7750.49   256.19 4.96 4.06  11.1 -0.473    18.95 20.60 02a57512o0072c 0xc00800
57512.250073 18.738855      NaN    20    32 c    0   0.81 98.77164 50.43479  4067.67  9890.82 4.07 3.97 -60.8 -0.465    18.95 20.55 02a57512o0074c 0xc00800
57512.253623 19.089302      NaN   -29    28 c    0   0.96 98.77164 50.43479  4079.27  9772.07 4.17 4.03 -58.3 -0.456    18.94 20.63 02a57512o0081c 0xc00800
57512.254589 18.757738      NaN    15    33 c    0   1.04 98.77164 50.43479  7776.02   119.55 5.06 4.04  11.2 -0.495    19.02 20.75 02a57512o0083c 0xc00800
57660.622687 19.569016      NaN    -7    18 c    0   0.79 98.77164 50.43479  2568.74  8096.69 3.60 3.44  18.7 -0.448    19.54 21.42 02a57660o0514c 0xc00800
57660.635723 19.510313      NaN    -3    19 c    0   1.03 98.77164 50.43479  2600.93  8138.67 3.68 3.46  19.9 -0.442    19.30 20.98 02a57660o0538c 0xc00800
57660.648745 16.310425      NaN   -65   362 c    0   0.99 98.77164 50.43479  2538.39  8059.09 3.58 3.41  15.3 -0.524    17.72 17.87 02a57660o0562c 0xc00802
57668.558784 19.631075      NaN     3    16 c    0   0.88 98.77164 50.43479  4287.69   746.23 3.84 3.72 -35.9 -0.426    19.56 21.45 02a57668o0698c 0xc00800
57668.563934 19.384550 0.288399    64    17 c    0   1.44 98.77164 50.43479   330.67 10323.64 3.76 3.21  15.3 -0.502    19.56 21.49 02a57668o0708c 0xc00b00
57668.571281 19.454622 0.289530    60    16 c    0   0.90 98.77164 50.43479  4300.44   789.58 3.88 3.75 -53.5 -0.418    19.61 21.52 02a57668o0722c 0xc00a00
57668.575973 19.401649      NaN   -23    21 c    0   1.09 98.77164 50.43479 10486.58 10361.89 3.54 2.98 -62.0 -0.536    19.61 21.53 02a57668o0731c 0xc00800
57668.576464 18.836735      NaN    52    18 c    0   1.14 98.77164 50.43479   353.04 10364.99 3.62 3.05   9.7 -0.504    19.62 21.52 02a57668o0732c 0xc00900
57668.583837 19.212347      NaN    27    16 c    0   0.93 98.77164 50.43479  4251.10   711.60 3.84 3.70 -56.1 -0.422    19.62 21.54 02a57668o0746c 0xc00800
57668.589011 18.836735      NaN    52    18 c    0   0.97 98.77164 50.43479   290.51 10284.92 3.59 3.02  11.0 -0.524    19.64 21.54 02a57668o0756c 0xc00a00
57668.596309 19.472870      NaN     8    17 c    0   0.93 98.77164 50.43479  4226.43   829.52 3.83 3.69 -57.9 -0.422    19.61 21.48 02a57668o0770c 0xc00800
57668.601498 19.454622      NaN     0    20 c    0   0.80 98.77164 50.43479   260.64 10402.08 3.66 3.09  10.6 -0.509    19.60 21.50 02a57668o0780c 0xc00800
57668.608754 19.652575      NaN     5    15 c    0   1.16 98.77164 50.43479  4262.24   772.61 3.77 3.65 -55.6 -0.432    19.64 21.53 02a57668o0794c 0xc00800
57668.613889 19.529530      NaN     2    18 c    0   0.95 98.77164 50.43479   309.99 10345.80 3.53 2.99   7.6 -0.521    19.64 21.53 02a57668o0804c 0xc00800
