         MJD         m       dm       uJy   duJy F  err  chi/N        RA     Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57357.661980 17.430723      NaN     -29.5    129 o    0   1.02 196.23692 -9.8255  7476.73 10179.67  3.73 3.66  13.4 -0.435    17.67 18.02 02a57357o0751o 0xc00800       -13.5
57357.662624 17.491297      NaN     -81.5    122 o    0   1.13 196.23692 -9.8255  1739.26   530.17  4.91 3.57 -25.4 -0.517    17.44 17.62 02a57357o0752o 0xc00800       -13.5
57358.650301 18.623526      NaN     -63.5     43 o    0   1.07 196.23692 -9.8255  6893.63  9584.45  3.79 3.67  69.6 -0.434    18.45 19.54 02a57358o0760o 0xc00800       -13.5
57358.663175 17.252588      NaN    -155.5    152 o    0   1.03 196.23692 -9.8255  2340.16  1119.04  5.45 3.81 -13.2 -0.452    17.25 17.49 02a57358o0781o 0xc00800       -13.5
57359.635134 18.757738      NaN     -10.5     37 o    0   1.06 196.23692 -9.8255  7187.85 10174.12  3.78 3.51   3.8 -0.450    18.57 19.69 02a57359o0605o 0xc00800       -13.5
57359.656517 18.099634      NaN      36.5     53 o    0   1.10 196.23692 -9.8255  2339.21  1119.55  4.60 3.56 -24.2 -0.503    18.23 19.08 02a57359o0640o 0xc00800       -13.5
57359.658357 17.664614      NaN      61.5     79 o    0   0.96 196.23692 -9.8255  6896.16  9586.22  3.55 3.53  72.6 -0.439    18.17 18.93 02a57359o0643o 0xc00800       -13.5
57408.634851 18.847027      NaN      25.5     22 o    0   1.11 196.23692 -9.8255  7734.53  9635.49  3.67 3.52  73.8 -0.442    19.11 20.64 02a57408o0699o 0xc00800       -13.5
57408.648623 18.748255      NaN      14.5     29 o    0   1.00 196.23692 -9.8255  2720.19   488.69  4.84 3.47 -19.6 -0.518    19.15 20.63 02a57408o0720o 0xc00800       -13.5
57408.662843 19.076453      NaN       2.5     23 o    0   1.32 196.23692 -9.8255  3584.67  1668.79  4.24 3.47 -18.4 -0.483    19.11 20.56 02a57408o0743o 0xc00800       -13.5
57438.581141 18.376212      NaN      49.5     33 o    0   1.05 196.23692 -9.8255  8154.09 10139.71  3.64 3.47  16.5 -0.455    18.68 19.73 02a57438o0627o 0xc00800       -13.5
57438.600566 18.967180      NaN      -0.5     27 o    0   1.39 196.23692 -9.8255  9320.48  9560.25  3.56 3.33 -88.6 -0.460    18.73 19.81 02a57438o0658o 0xc00800       -13.5
57438.618416 18.806434      NaN       2.5     31 o    0   1.03 196.23692 -9.8255  9261.23  9520.37  3.62 3.35  88.6 -0.467    18.74 19.86 02a57438o0688o 0xc00800       -13.5
57439.554107 18.000411      NaN      59.5     52 o    0   0.98 196.23692 -9.8255  2154.43   198.16  4.96 3.36 -15.9 -0.524    18.46 19.35 02a57439o0602o 0xc00800       -13.5
57439.573212 18.720295      NaN       2.5     34 o    0   1.34 196.23692 -9.8255  8190.90  9903.65  3.72 3.50  71.2 -0.464    18.46 19.38 02a57439o0632o 0xc00800       -13.5
57439.593123 18.675237      NaN     -10.5     40 o    0   0.89 196.23692 -9.8255  9375.21  9324.89  3.87 3.24  82.4 -0.481    18.48 19.40 02a57439o0663o 0xc00800       -13.5
57439.612061 18.623526      NaN      -7.5     41 o    0   0.90 196.23692 -9.8255  9261.70  9518.88  3.79 3.28  82.6 -0.482    18.46 19.36 02a57439o0693o 0xc00800       -13.5
57445.585706 18.336727      NaN     -13.5     56 o    0   0.92 196.23692 -9.8255  2676.15  1151.71  4.65 3.36 -16.7 -0.535    18.28 19.24 02a57445o0738o 0xc00800       -13.5
57445.608323 18.317510      NaN     -35.5     57 o    0   0.96 196.23692 -9.8255  2388.92   564.38  5.13 3.47 -16.5 -0.530    18.34 19.21 02a57445o0779o 0xc00900       -13.5
57445.615023 18.356290      NaN      13.5     46 o    0   1.23 196.23692 -9.8255  7815.60 10224.01  3.68 3.47  87.0 -0.472    18.20 19.04 02a57445o0791o 0xc00800       -13.5
57445.638442 18.417189      NaN     -13.5     52 o    0   0.95 196.23692 -9.8255  8990.19  9638.77  3.88 3.40  86.1 -0.467    18.13 18.96 02a57445o0832o 0xc00800       -13.5
57445.661831 17.766704      NaN      81.5     63 o    0   1.30 196.23692 -9.8255  9262.21  9522.48  3.97 3.37  83.7 -0.492    17.93 18.53 02a57445o0873o 0xc00800       -13.5
57464.529278 19.089302      NaN     -23.5     28 o    0   1.09 196.23692 -9.8255  2709.61   768.77  5.23 3.31 -12.8 -0.478    19.24 20.94 02a57464o0643o 0xc00800       -13.5
