Nested Sampling Global Log-Evidence           :   -0.496433377876195403E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.879049177936476966E+00  +/-    0.452151482552789405E-01

Dim No.       Mean        Sigma
   1    0.813078032454951360E-01    0.325103884309395786E-02
   2   -0.748228632307767239E+01    0.915398072143686625E-01
   3    0.576432963122108344E+00    0.158582137297521610E-01
   4    0.135651762438749390E+01    0.120387279749614509E-01
   5    0.137120570795240763E-01    0.424877338083568781E-03
   6    0.136879351376809577E+01    0.298181230315110214E-01
   7   -0.191905393763871679E+01    0.781494656110649916E-01
   8   -0.652745036319008209E-01    0.577871277162582322E-02
   9   -0.181942744956943114E+01    0.127541618323159689E+00
  10   -0.150633580537540696E+00    0.147563015891445121E-01
  11   -0.129243912282849434E-01    0.942251848797802209E-02
  12   -0.197903882615418664E+00    0.270008648010154027E-01
  13   -0.169639770175986415E+00    0.250202457761578984E-01
  14   -0.106869833210403442E+01    0.183847277270393107E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.803269929341013794E-01
   2   -0.754206952056939617E+01
   3    0.570343655707277519E+00
   4    0.136888031139056632E+01
   5    0.132773912315095766E-01
   6    0.130447691103708285E+01
   7   -0.200700407885662369E+01
   8   -0.572138249315090885E-01
   9   -0.169130257020163599E+01
  10   -0.162993281561724823E+00
  11   -0.101117244283483558E-01
  12   -0.163632305694781988E+00
  13   -0.163888394446074892E+00
  14   -0.105372500944945902E+01

MAP Parameters
Dim No.        Parameter
   1    0.794114015103975363E-01
   2   -0.746064634263632076E+01
   3    0.579592829632587958E+00
   4    0.135527663570479984E+01
   5    0.131287456592691313E-01
   6    0.134661098204985930E+01
   7   -0.196368884317269288E+01
   8   -0.760350176366490910E-01
   9   -0.191151346448641335E+01
  10   -0.151087532527588192E+00
  11   -0.627864242999998361E-02
  12   -0.149751777055393748E+00
  13   -0.227481613659363646E+00
  14   -0.102844711799558253E+01
