Nested Sampling Global Log-Evidence           :   -0.963058056153512894E+02  +/-    0.649796204450122650E+00
Nested Importance Sampling Global Log-Evidence:   -0.101645359606192557E+03  +/-    0.270973793290476619E-01

Dim No.       Mean        Sigma
   1    0.103173434531565814E+00    0.160228611848425885E-01
   2   -0.129253708810973063E+02    0.405814977433461788E+00
   3    0.628116639618430117E+00    0.792205271318336679E-01
   4    0.159611522729179978E+01    0.612615000155578987E-01
   5    0.151055883467289369E-01    0.123960861544590204E-02
   6    0.122280267944570298E+01    0.412780568946709350E-01
   7   -0.172984846238881818E+01    0.468440986695761452E+00
   8   -0.718254103786079012E-01    0.256137853371901092E-01
   9   -0.929424912324095187E+00    0.664944743656148307E+00
  10   -0.360333888267010960E-01    0.956236822024840311E-01
  11   -0.185419798153465903E+00    0.652767816706451426E-01
  12   -0.364685741457870416E+00    0.190976132574887852E+00
  13   -0.890047026683320197E-02    0.485675650715187909E-01
  14   -0.106143754000191759E+01    0.557664551697018979E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103841294376053217E+00
   2   -0.129736336767055569E+02
   3    0.590935056731980879E+00
   4    0.170990186831254376E+01
   5    0.157156085119331095E-01
   6    0.117641499912180669E+01
   7   -0.181234267875861232E+01
   8   -0.566985814673936078E-01
   9   -0.501891613022331207E+00
  10    0.291545662827114027E-02
  11   -0.260948446446152060E+00
  12   -0.186260634045821771E+00
  13    0.164418822577233614E-01
  14   -0.108271088654281566E+01

MAP Parameters
Dim No.        Parameter
   1    0.103841294376053217E+00
   2   -0.129736336767055569E+02
   3    0.590935056731980879E+00
   4    0.170990186831254376E+01
   5    0.157156085119331095E-01
   6    0.117641499912180669E+01
   7   -0.181234267875861232E+01
   8   -0.566985814673936078E-01
   9   -0.501891613022331207E+00
  10    0.291545662827114027E-02
  11   -0.260948446446152060E+00
  12   -0.186260634045821771E+00
  13    0.164418822577233614E-01
  14   -0.108271088654281566E+01
