Nested Sampling Global Log-Evidence           :   -0.422518960082712312E+02  +/-    0.453642469121720127E+00
Nested Importance Sampling Global Log-Evidence:   -0.476065418376979679E+02  +/-    0.360256046524926946E-01

Dim No.       Mean        Sigma
   1    0.554380941321212864E-01    0.283114018856053286E-01
   2   -0.676686889502750777E+01    0.124517958541392360E+01
   3    0.643997554880074596E+00    0.838342501287124009E-01
   4    0.974967336790880323E+00    0.267181736005382531E+00
   5    0.990364513050876957E-02    0.365846911868438233E-02
   6    0.189570164867423574E+01    0.553784030393529650E-01
   7   -0.170307208821012268E+01    0.457076378946024320E+00
   8   -0.969096964202756234E-01    0.507031692215974342E-01
   9   -0.507106621121643997E+01    0.142541108166794217E+01
  10   -0.201690493628581380E+00    0.116767123666798742E+00
  11   -0.692066265482942505E-01    0.148218860171688088E+00
  12   -0.159423750807910103E+00    0.244849641888881780E+00
  13   -0.465532559053812967E+00    0.106165780094882159E+00
  14   -0.105806489586880081E+01    0.441280976203668046E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.233492402708317393E-01
   2   -0.758861126901257776E+01
   3    0.637623433780964533E+00
   4    0.120354921556351813E+01
   5    0.770050161403611124E-02
   6    0.192236553974293645E+01
   7   -0.215759510227119566E+01
   8   -0.866311524613112560E-01
   9   -0.426379617130329525E+01
  10   -0.257200168287655462E+00
  11   -0.153866869628693920E+00
  12   -0.330988625537267711E+00
  13   -0.543212074242518161E+00
  14   -0.105740936043078881E+01

MAP Parameters
Dim No.        Parameter
   1    0.233492402708317393E-01
   2   -0.758861126901257776E+01
   3    0.637623433780964533E+00
   4    0.120354921556351813E+01
   5    0.770050161403611124E-02
   6    0.192236553974293645E+01
   7   -0.215759510227119566E+01
   8   -0.866311524613112560E-01
   9   -0.426379617130329525E+01
  10   -0.257200168287655462E+00
  11   -0.153866869628693920E+00
  12   -0.330988625537267711E+00
  13   -0.543212074242518161E+00
  14   -0.105740936043078881E+01
