Nested Sampling Global Log-Evidence           :   -0.183293833159568074E+02  +/-    0.461852045489966945E+00
Nested Importance Sampling Global Log-Evidence:   -0.230839746444806124E+02  +/-    0.376841607175377596E-01

Dim No.       Mean        Sigma
   1    0.895245042014768538E-01    0.294575061715559618E-01
   2   -0.122171756340040893E+02    0.145566578349896059E+01
   3    0.805589679817066084E+00    0.855179817791621028E-01
   4    0.120049527741631801E+01    0.254503417995047443E+00
   5    0.881923636767784416E-02    0.362713603012590957E-02
   6    0.185570828852800296E+01    0.568450436399800113E-01
   7   -0.175114210648645363E+01    0.417228778812235135E+00
   8   -0.731286523162850560E-01    0.406121818485354266E-01
   9    0.234569485261736821E+01    0.164550281147472544E+01
  10   -0.627585747680139000E-01    0.974281005788959764E-01
  11   -0.675883553265414910E-01    0.150912104415460741E+00
  12   -0.241203881260230374E+00    0.201445164710043034E+00
  13   -0.181851740307598181E+00    0.834079295399714621E-01
  14   -0.105589357899041159E+01    0.487070469254723137E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.546674017185675917E-01
   2   -0.130210081061881411E+02
   3    0.760151875380726039E+00
   4    0.107666456182198145E+01
   5    0.500294770122103934E-02
   6    0.184819272766031228E+01
   7   -0.145040762779005283E+01
   8   -0.411155004934543461E-01
   9    0.297453234308328396E+01
  10   -0.232766526091730541E-01
  11    0.107073804574638498E+00
  12   -0.319534705254918838E+00
  13   -0.213948432573248581E+00
  14   -0.113517099133163679E+01

MAP Parameters
Dim No.        Parameter
   1    0.546674017185675917E-01
   2   -0.130210081061881411E+02
   3    0.760151875380726039E+00
   4    0.107666456182198145E+01
   5    0.500294770122103934E-02
   6    0.184819272766031228E+01
   7   -0.145040762779005283E+01
   8   -0.411155004934543461E-01
   9    0.297453234308328396E+01
  10   -0.232766526091730541E-01
  11    0.107073804574638498E+00
  12   -0.319534705254918838E+00
  13   -0.213948432573248581E+00
  14   -0.113517099133163679E+01
