Nested Sampling Global Log-Evidence           :   -0.509162615942847996E+01  +/-    0.217551244262810251E+00
Nested Importance Sampling Global Log-Evidence:   -0.970713086879458409E+01  +/-    0.427253196387483922E-01

Dim No.       Mean        Sigma
   1    0.790962005429033110E-01    0.390732653495190832E-01
   2   -0.160376117819679607E+02    0.726154014382639801E+01
   3    0.716851850954306813E+00    0.359242917613228907E+00
   4    0.143641867704058490E+01    0.282334540271965029E+00
   5    0.950508580513180316E-02    0.372043600746829522E-02
   6    0.146714893516014455E+01    0.150442677235477773E+00
   7   -0.180810525444090398E+01    0.381386539495665311E+00
   8   -0.835828670555942288E-01    0.716679330138808857E-01
   9   -0.336249971029147732E+01    0.423096799224437614E+01
  10   -0.175555367908557663E+00    0.176587971278289929E+00
  11   -0.216848329313817367E-01    0.138717829468312348E+00
  12   -0.255735720860855442E+00    0.213388311948387283E+00
  13   -0.794400406988525903E-01    0.167248729949564967E+00
  14   -0.105196012499104330E+01    0.438962551282613897E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.496155246624930199E-01
   2   -0.148406814572596470E+02
   3    0.943685243125214068E+00
   4    0.163342785708128746E+01
   5    0.104947018777329926E-01
   6    0.126923966443270930E+01
   7   -0.211999773090320964E+01
   8   -0.351613237845068982E-01
   9    0.107753000384711095E+01
  10   -0.184045007443982278E+00
  11   -0.466814341612811975E-01
  12    0.308985937527671006E-01
  13    0.376967335357177857E-01
  14   -0.102844957825093131E+01

MAP Parameters
Dim No.        Parameter
   1    0.496155246624930199E-01
   2   -0.148406814572596470E+02
   3    0.943685243125214068E+00
   4    0.163342785708128746E+01
   5    0.104947018777329926E-01
   6    0.126923966443270930E+01
   7   -0.211999773090320964E+01
   8   -0.351613237845068982E-01
   9    0.107753000384711095E+01
  10   -0.184045007443982278E+00
  11   -0.466814341612811975E-01
  12    0.308985937527671006E-01
  13    0.376967335357177857E-01
  14   -0.102844957825093131E+01
