Nested Sampling Global Log-Evidence           :   -0.666484207696183439E+01  +/-    0.273713176991813967E+00
Nested Importance Sampling Global Log-Evidence:   -0.114278128877283631E+02  +/-    0.437978422914431648E-01

Dim No.       Mean        Sigma
   1    0.873012214508188250E-01    0.374312703010019482E-01
   2   -0.173821070288136106E+02    0.253520173444518138E+01
   3    0.915842944178935081E+00    0.159016351665166006E+00
   4    0.168811947007813434E+01    0.370592538953425976E+00
   5    0.847382275040508941E-02    0.305478845350444549E-02
   6    0.179452792376126147E+01    0.354481711241536490E+00
   7   -0.169530229581483938E+01    0.447951542183181672E+00
   8    0.132089205208143156E-02    0.531724504965214034E-01
   9   -0.302809871415426946E+01    0.259479621417839867E+01
  10   -0.124560155102835635E+00    0.147579719901418133E+00
  11   -0.273095714734873582E-01    0.131371607953618019E+00
  12   -0.305235166029262650E+00    0.203424026514882783E+00
  13   -0.120991228757584515E+00    0.202985628968055609E+00
  14   -0.107327081919073253E+01    0.593837169575678753E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.124196598157802540E+00
   2   -0.154757134965007754E+02
   3    0.993366587491296915E+00
   4    0.121810873915770013E+01
   5    0.789807016311220786E-02
   6    0.167165691150562612E+01
   7   -0.163257010974759620E+01
   8    0.635064423526002231E-02
   9   -0.464705413177571014E+01
  10   -0.195461225976643505E+00
  11   -0.169140777830507072E-01
  12   -0.384613121871573427E+00
  13    0.590708831820726255E-01
  14   -0.101323115719655688E+01

MAP Parameters
Dim No.        Parameter
   1    0.124196598157802540E+00
   2   -0.154757134965007754E+02
   3    0.993366587491296915E+00
   4    0.121810873915770013E+01
   5    0.789807016311220786E-02
   6    0.167165691150562612E+01
   7   -0.163257010974759620E+01
   8    0.635064423526002231E-02
   9   -0.464705413177571014E+01
  10   -0.195461225976643505E+00
  11   -0.169140777830507072E-01
  12   -0.384613121871573427E+00
  13    0.590708831820726255E-01
  14   -0.101323115719655688E+01
