Nested Sampling Global Log-Evidence           :   -0.415413875135004460E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.415516379243044582E+02  +/-    0.557205705788890986E-02

Dim No.       Mean        Sigma
   1    0.289293474186104330E-02    0.163376867817975157E-02
   2   -0.163960893896201547E+02    0.134917148352491689E+00
   3    0.938263375294938529E+00    0.258018672160515534E-02
   4    0.150757996844111930E+01    0.630554541531972400E-02
   5    0.147694181706982276E-01    0.836051617716430478E-04
   6    0.185414338730908579E+01    0.280683416193991528E-02
   7   -0.188623649701713614E+01    0.628893112958335138E-01
   8   -0.173094650126044865E-01    0.185758705752022356E-02
   9   -0.232367259172806717E+01    0.205580070602799314E+00
  10   -0.104786965704032259E+00    0.110494995402059554E-01
  11   -0.158217752597428929E+00    0.190318160403761018E-01
  12   -0.345446072167744700E+00    0.125841230908651132E-01
  13   -0.773151518865082266E-01    0.627098773086584051E-02
  14   -0.107725034758378446E+01    0.570204720110261288E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.398347050489031643E-02
   2   -0.165190262685702685E+02
   3    0.938294039152627768E+00
   4    0.152100522636651037E+01
   5    0.147607102695444681E-01
   6    0.185726180132500129E+01
   7   -0.187689325160760512E+01
   8   -0.192188087848786590E-01
   9   -0.196312296037680922E+01
  10   -0.876631815422403704E-01
  11   -0.170704947540136154E+00
  12   -0.352191192225616734E+00
  13   -0.818769077985513627E-01
  14   -0.107647930449782514E+01

MAP Parameters
Dim No.        Parameter
   1    0.635010575647649775E-02
   2   -0.164988422290405019E+02
   3    0.936268168075148011E+00
   4    0.149147715704987149E+01
   5    0.146834012087786597E-01
   6    0.185494341619992342E+01
   7   -0.186505984389534163E+01
   8   -0.166702137420235430E-01
   9   -0.237587397346043350E+01
  10   -0.747533607368599390E-01
  11   -0.156641670540964562E+00
  12   -0.330884448762470917E+00
  13   -0.765276355599698588E-01
  14   -0.107927032151776814E+01
