Nested Sampling Global Log-Evidence           :   -0.101804662516905378E+02  +/-    0.322070741848544617E+00
Nested Importance Sampling Global Log-Evidence:   -0.152219782486029178E+02  +/-    0.443177730347319720E-01

Dim No.       Mean        Sigma
   1    0.865020292686771580E-01    0.417735005846536778E-01
   2   -0.135366520220333300E+02    0.235746473309868421E+01
   3    0.819874534112867925E+00    0.166536655435977010E+00
   4    0.113791966687785617E+01    0.212536636367962356E+00
   5    0.938575513828758534E-02    0.464441401331043384E-02
   6    0.130651152113732438E+01    0.134823644221419070E+00
   7   -0.180784310983205931E+01    0.433092517677744371E+00
   8   -0.870559464884142487E-01    0.609295082177958650E-01
   9   -0.176172812753077102E+01    0.245434428404480576E+01
  10   -0.117020111259581699E+00    0.143520618955119167E+00
  11   -0.196400079994061005E-01    0.112623900171665389E+00
  12   -0.244513504680323651E+00    0.229564327780482108E+00
  13   -0.778712164706514276E-01    0.135791131858118780E+00
  14   -0.107665325377608956E+01    0.698639692765399556E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.100522641675539148E+00
   2   -0.129042700596609592E+02
   3    0.871317637395301547E+00
   4    0.104350298532807839E+01
   5    0.957658432040010485E-02
   6    0.135372695847661206E+01
   7   -0.265309118378171371E+01
   8   -0.225747645819503184E-01
   9    0.110144490889505464E+01
  10   -0.165176931390019432E+00
  11   -0.239269946457392156E-01
  12   -0.135333573279179276E+00
  13   -0.215857313211514079E+00
  14   -0.104763466584547094E+01

MAP Parameters
Dim No.        Parameter
   1    0.100522641675539148E+00
   2   -0.129042700596609592E+02
   3    0.871317637395301547E+00
   4    0.104350298532807839E+01
   5    0.957658432040010485E-02
   6    0.135372695847661206E+01
   7   -0.265309118378171371E+01
   8   -0.225747645819503184E-01
   9    0.110144490889505464E+01
  10   -0.165176931390019432E+00
  11   -0.239269946457392156E-01
  12   -0.135333573279179276E+00
  13   -0.215857313211514079E+00
  14   -0.104763466584547094E+01
