         MJD         m       dm   uJy  duJy F  err  chi/N     RA     Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57227.607134 19.089302      NaN     6    26 o    0   1.21 42.734 -2.1351  8898.28   115.60  3.99 3.55  29.1 -0.500    19.16 20.77 02a57227o0386o  0.230769
57229.574700 19.302877      NaN    -6    23 o    0   0.98 42.734 -2.1351  7943.23  4613.19  3.66 3.34  86.8 -0.434    19.07 20.64 02a57229o0445o -0.260870
57229.590646 19.454622      NaN   -33    20 o    0   0.96 42.734 -2.1351  7946.87  4619.82  3.55 3.20 -89.4 -0.440    19.15 20.72 02a57229o0456o -1.650000
57318.355373 18.729535      NaN    -3    39 o    0   0.95 42.734 -2.1351  8010.91  4625.00  4.43 3.98  88.3 -0.455    18.51 19.87 02a57318o0250o -0.076923
57318.381763 18.675237      NaN    21    34 o    0   1.06 42.734 -2.1351  8007.88  4630.30  4.39 3.91 -87.1 -0.449    18.58 19.96 02a57318o0291o  0.617647
57318.408161 19.014394      NaN    -1    30 o    0   1.27 42.734 -2.1351  9472.85  3186.72  4.83 4.26  47.5 -0.475    18.65 20.00 02a57318o0332o -0.033333
57318.434529 18.836735      NaN    16    30 o    0   1.24 42.734 -2.1351  9467.83  3193.12  4.74 4.09  44.6 -0.486    18.70 20.08 02a57318o0373o  0.533333
57353.368574 18.079051      NaN    57    52 o    0   1.11 42.734 -2.1351  2712.61  6011.28  3.85 3.51 -69.5 -0.432    18.09 18.72 02a57353o0308o  1.096154
57353.377137 18.243872      NaN     3    60 o    0   0.98 42.734 -2.1351  2710.58  6011.53  3.83 3.53 -69.4 -0.422    18.00 18.55 02a57353o0321o  0.050000
57353.385944 18.208845      NaN   -47    63 o    0   1.06 42.734 -2.1351  2709.89  6012.45  3.76 3.42 -68.3 -0.431    17.90 18.39 02a57353o0334o -0.746032
57353.394946 17.696393      NaN    93    70 o    0   0.85 42.734 -2.1351  2710.04  6013.18  3.86 3.52 -71.4 -0.421    17.94 18.48 02a57353o0347o  1.328571
57354.382551 18.191747      NaN   -53    64 o    0   1.42 42.734 -2.1351  2708.82  6014.81  3.71 3.45 -74.9 -0.424    17.79 18.30 02a57354o0332o -0.828125
57354.390860 18.459772      NaN   -27    50 o    0   1.17 42.734 -2.1351  2709.60  6015.23  3.65 3.37 -74.7 -0.440    18.09 18.76 02a57354o0345o -0.540000
57354.399162 18.208845      NaN   -49    63 o    0   1.01 42.734 -2.1351  2709.37  6015.67  3.68 3.40 -72.7 -0.430    17.94 18.51 02a57354o0358o -0.777778
57354.407447 17.858399      NaN    -5    87 o    0   1.44 42.734 -2.1351  2709.32  6015.59  3.73 3.46 -67.5 -0.423    17.52 17.89 02a57354o0371o -0.057471
57356.390327 19.128787      NaN    12    23 o    0   1.00 42.734 -2.1351  2710.10  6015.73  3.87 3.54 -67.1 -0.413    18.97 20.39 02a57356o0259o  0.521739
57356.398573 19.142275      NaN    11    23 o    0   1.02 42.734 -2.1351  2710.37  6016.62  3.94 3.63 -66.5 -0.411    18.94 20.39 02a57356o0272o  0.478261
