Nested Sampling Global Log-Evidence           :   -0.405885807171750201E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.438709112608465723E+01  +/-    0.438956538777949754E-01

Dim No.       Mean        Sigma
   1    0.102005011325132261E+00    0.961612870160866032E-03
   2   -0.122180260521992725E+02    0.757904585888704851E-01
   3    0.855853981906568362E+00    0.307965750478047303E-02
   4    0.173064676684820173E+01    0.454309909611758447E-02
   5    0.803989377342451822E-02    0.423310503241992807E-04
   6    0.161300088218321180E+01    0.193523919532894301E-01
   7   -0.173970441396336573E+01    0.531157656674740644E-01
   8   -0.307910491444214757E-01    0.179265672542270205E-02
   9   -0.122503379174978888E+01    0.666758476337415973E-01
  10   -0.285085595484506731E-01    0.118984858188024307E-01
  11   -0.112160358018675937E+00    0.926203061620526485E-02
  12   -0.176299508139586530E+00    0.137376853371547324E-01
  13   -0.409045874269367421E-01    0.868429434047426722E-02
  14   -0.106283045647756014E+01    0.141816086190109623E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.101232182315301830E+00
   2   -0.122870693652012690E+02
   3    0.849516089972062627E+00
   4    0.173404996459417071E+01
   5    0.807506833394403337E-02
   6    0.159406012846088174E+01
   7   -0.178465295917296229E+01
   8   -0.327310069067468651E-01
   9   -0.115478773816656211E+01
  10   -0.255591368793281759E-01
  11   -0.110923938282896997E+00
  12   -0.192606281657875966E+00
  13   -0.375488308691354147E-01
  14   -0.109280361305278495E+01

MAP Parameters
Dim No.        Parameter
   1    0.104285664123533656E+00
   2   -0.123417521708483093E+02
   3    0.853608540158372286E+00
   4    0.173367877506670975E+01
   5    0.801335896987862874E-02
   6    0.163490457107146581E+01
   7   -0.172006067821950004E+01
   8   -0.340428806838900672E-01
   9   -0.120392224023029315E+01
  10   -0.183671878824889431E-02
  11   -0.118170329059136783E+00
  12   -0.180645918925869758E+00
  13   -0.258917213279144034E-01
  14   -0.106616599503872855E+01
