Nested Sampling Global Log-Evidence           :   -0.264030792956008789E+02  +/-    0.463019917005540238E+00
Nested Importance Sampling Global Log-Evidence:   -0.316243353529222517E+02  +/-    0.334462310217661790E-01

Dim No.       Mean        Sigma
   1    0.993098794869970575E-01    0.384301411212043739E-01
   2   -0.118104853625247568E+02    0.219731999634620490E+01
   3    0.851554835113305764E+00    0.711096031653217220E-01
   4    0.149703920852441441E+01    0.174667377749364056E+00
   5    0.730976690606446790E-02    0.263410821941456944E-02
   6    0.165894466224879622E+01    0.541421698347205604E-01
   7   -0.165259249896073368E+01    0.416927891742963352E+00
   8   -0.734946076678763827E-01    0.391713231305680434E-01
   9   -0.449346156320165946E+01    0.198980916354230764E+01
  10   -0.804666462843700997E-01    0.908258052425173351E-01
  11   -0.961884717734278749E-01    0.119913059527557292E+00
  12   -0.194999020765922459E+00    0.203910133346219630E+00
  13   -0.148919588461925378E+00    0.633448564539298431E-01
  14   -0.106474598014304678E+01    0.610963174489002475E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.642279008442317723E-01
   2   -0.130999861347222293E+02
   3    0.771306209300398837E+00
   4    0.172089599440682650E+01
   5    0.745138279109123537E-02
   6    0.158329074394677760E+01
   7   -0.128369940944005378E+01
   8   -0.833877720421808966E-01
   9   -0.435554052049987117E+01
  10   -0.101928077355024821E+00
  11   -0.138690524003582061E+00
  12    0.121562113709838826E-01
  13   -0.880845556950261288E-01
  14   -0.100121915435366904E+01

MAP Parameters
Dim No.        Parameter
   1    0.642279008442317723E-01
   2   -0.130999861347222293E+02
   3    0.771306209300398837E+00
   4    0.172089599440682650E+01
   5    0.745138279109123537E-02
   6    0.158329074394677760E+01
   7   -0.128369940944005378E+01
   8   -0.833877720421808966E-01
   9   -0.435554052049987117E+01
  10   -0.101928077355024821E+00
  11   -0.138690524003582061E+00
  12    0.121562113709838826E-01
  13   -0.880845556950261288E-01
  14   -0.100121915435366904E+01
