         MJD         m       dm   uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57314.385887 19.401649      NaN    21    14 c    0   1.35 10.02794 38.83175  4413.04  7863.59 4.19 3.61 -69.2 -0.462    19.53 21.56 02a57314o0277c 0xc00800
57314.410854 18.967180      NaN    46    16 c    0   1.10 10.02794 38.83175  4400.18  7866.47 4.21 3.56 -67.9 -0.460    19.54 21.56 02a57314o0312c 0xc00900
57314.441337 19.569016      NaN   -28    18 c    0   0.81 10.02794 38.83175  2959.76  9345.99 4.53 3.79 -59.6 -0.436    19.51 21.56 02a57314o0354c 0xc00900
57314.469839 19.026525      NaN     8    27 c    0   1.48 10.02794 38.83175  2955.61  9348.39 4.44 3.70 -59.6 -0.443    18.88 20.79 02a57314o0394c 0xc00800
57316.348877 19.089302      NaN     9    25 c    0   0.86 10.02794 38.83175  6274.90  2781.15 4.98 4.27  -3.1 -0.399    19.00 20.67 02a57316o0217c 0xc00800
57316.383709 19.351140      NaN     6    20 c    0   1.34 10.02794 38.83175  4396.82  7864.14 4.45 3.81 -65.8 -0.446    19.08 20.77 02a57316o0268c 0xc00800
57316.408261 19.351140      NaN    -1    22 c    0   0.94 10.02794 38.83175  2952.30  9344.62 4.87 4.00 -60.1 -0.427    19.12 20.90 02a57316o0305c 0xc00800
57316.423393 19.454622      NaN    -5    20 c    0   1.13 10.02794 38.83175  2952.64  9346.42 4.62 3.77 -62.5 -0.438    19.28 21.09 02a57316o0327c 0xc00800
57395.254799 19.241693      NaN    28    15 c    0   1.05 10.02794 38.83175  4758.27  7483.83 3.94 3.73 -87.3 -0.404    19.52 21.50 02a57395o0104c 0xc00900
57395.270093 19.183773      NaN    32    15 c    0   1.19 10.02794 38.83175  5070.89  8074.38 3.87 3.64  86.6 -0.413    19.54 21.50 02a57395o0129c 0xc00900
