Nested Sampling Global Log-Evidence           :   -0.274952879076237551E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.275042411098358315E+02  +/-    0.419995104164699873E-02

Dim No.       Mean        Sigma
   1    0.241775439442568248E-01    0.169848552346403602E-02
   2   -0.193187611649595539E+02    0.140718684504088032E+00
   3    0.100023847518339348E+01    0.247203708820663151E-02
   4    0.203837585539914734E+01    0.153966580735132572E-02
   5    0.872492027131850471E-02    0.783197874090803721E-05
   6    0.294021756663086098E+01    0.313767206780631892E-02
   7   -0.211493809253699316E+01    0.107507227424495769E+00
   8   -0.380772013324950476E+00    0.376963470485126026E-02
   9    0.979260430993790121E+00    0.120771744777244713E+00
  10   -0.117891697056131478E+00    0.153619293335608836E-01
  11    0.141252285431936020E+00    0.233945025983383183E-02
  12    0.321684586072696233E+00    0.259233284162294769E-02
  13   -0.433502761151343119E+00    0.488666683697348316E-02
  14   -0.106456014201648919E+01    0.612762909090438807E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.208640429873790598E-01
   2   -0.194231797706858025E+02
   3    0.994744526442421839E+00
   4    0.203765301476121863E+01
   5    0.873774831590081423E-02
   6    0.294526236154223264E+01
   7   -0.193244347435550123E+01
   8   -0.389853900656405239E+00
   9    0.104588399171056667E+01
  10   -0.124182778463772792E+00
  11    0.143203159165999488E+00
  12    0.317159840340201560E+00
  13   -0.424741522731706067E+00
  14   -0.106775425728883944E+01

MAP Parameters
Dim No.        Parameter
   1    0.221420702053071010E-01
   2   -0.194356753568762102E+02
   3    0.100127534551703667E+01
   4    0.203634162349041636E+01
   5    0.871871559823921352E-02
   6    0.294350190559909519E+01
   7   -0.215753744030113914E+01
   8   -0.371945529891798021E+00
   9    0.102669690755509735E+01
  10   -0.103419851867716850E+00
  11    0.139892190283584655E+00
  12    0.317913813963774161E+00
  13   -0.444766312629260752E+00
  14   -0.106453198251885306E+01
