Nested Sampling Global Log-Evidence           :   -0.114203878645199012E+03  +/-    0.631451635041841430E+00
Nested Importance Sampling Global Log-Evidence:   -0.121618473206038686E+03  +/-    0.262520694293482092E-01

Dim No.       Mean        Sigma
   1    0.202282486769095604E+00    0.115672764545388124E-01
   2   -0.322283228066524572E+02    0.182706446266264533E+01
   3    0.117846275305229309E+01    0.421348826419215908E-01
   4    0.601201241387874008E+00    0.225791417033007563E+00
   5    0.194402115956714555E-01    0.476733952879857849E-02
   6    0.190952761596704046E+01    0.309348381019159818E-01
   7   -0.175239753914613416E+01    0.463981346703276343E+00
   8   -0.402836820438261384E-01    0.198962494233373630E-01
   9   -0.553930469150823601E+01    0.235185627606014602E+01
  10   -0.110464206444073117E-01    0.596462368999702286E-01
  11   -0.824545022842810560E-01    0.164203380971680801E+00
  12   -0.315497731465154307E+00    0.231888878627849793E+00
  13   -0.181104887237868134E+00    0.355976060806656031E-01
  14   -0.106166406091985510E+01    0.523396856458176810E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.203387983487523683E+00
   2   -0.335063654000843414E+02
   3    0.108929282789688542E+01
   4    0.576932184687789729E+00
   5    0.291717001174435601E-01
   6    0.192661856841936463E+01
   7   -0.118566606608311975E+01
   8   -0.213195198384847490E-01
   9   -0.160193052890492527E+01
  10    0.427336118306592683E-01
  11    0.467266228468521880E-01
  12   -0.108436427681513861E+00
  13   -0.220937675109412035E+00
  14   -0.105021923147253649E+01

MAP Parameters
Dim No.        Parameter
   1    0.203387983487523683E+00
   2   -0.335063654000843414E+02
   3    0.108929282789688542E+01
   4    0.576932184687789729E+00
   5    0.291717001174435601E-01
   6    0.192661856841936463E+01
   7   -0.118566606608311975E+01
   8   -0.213195198384847490E-01
   9   -0.160193052890492527E+01
  10    0.427336118306592683E-01
  11    0.467266228468521880E-01
  12   -0.108436427681513861E+00
  13   -0.220937675109412035E+00
  14   -0.105021923147253649E+01
