Nested Sampling Global Log-Evidence           :   -0.286971646653070156E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.345831461545562791E+01  +/-    0.821803911165474854E-01

Dim No.       Mean        Sigma
   1    0.840622339281436315E-01    0.332536829695512020E-02
   2   -0.200973211401874856E+02    0.169658008362636697E+00
   3    0.615691011641334773E+00    0.219210927436822474E-01
   4    0.969880234672169217E+00    0.515881593699880139E-01
   5    0.110570090938369638E-01    0.660036014434820547E-03
   6    0.180680515251696860E+01    0.155197009194270805E-01
   7   -0.171085585589413136E+01    0.158415393594618370E+00
   8   -0.567098163621566481E-01    0.460372390735301878E-02
   9   -0.260257615389261465E+01    0.165181447966148809E+00
  10   -0.224622481739596813E+00    0.335313763938239820E-01
  11   -0.662523241643747929E-01    0.324708882709018876E-01
  12   -0.182175909482950565E+00    0.505770066827449793E-01
  13   -0.808364487352805222E-01    0.178746724856299194E-01
  14   -0.107791936630995488E+01    0.932532370745125030E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.856903300522808692E-01
   2   -0.199781690187790346E+02
   3    0.614210530880400563E+00
   4    0.948327140133711222E+00
   5    0.121161451272403155E-01
   6    0.180709065736788310E+01
   7   -0.182865122810589908E+01
   8   -0.494329505314224857E-01
   9   -0.235223035179715723E+01
  10   -0.246841384031652178E+00
  11   -0.992435117412505396E-01
  12   -0.250437154698322006E+00
  13   -0.924918025485943762E-01
  14   -0.105647856642069016E+01

MAP Parameters
Dim No.        Parameter
   1    0.787277280076951469E-01
   2   -0.200239911151365746E+02
   3    0.664351181660481571E+00
   4    0.926044244852845533E+00
   5    0.122133778906071862E-01
   6    0.180120135847194551E+01
   7   -0.163128265195807853E+01
   8   -0.547745802479235114E-01
   9   -0.262365937426849083E+01
  10   -0.255222865179690117E+00
  11   -0.104377044217277282E+00
  12   -0.152731226109862644E+00
  13   -0.511591522259599099E-01
  14   -0.107118171078858060E+01
