         MJD         m       dm    uJy  duJy F  err  chi/N       RA     Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57246.311425 19.569016      NaN      3    17 c    0   0.93 262.9194 0.27914  6527.15   954.03 4.19 3.82  -1.6 -0.462    19.55 21.57 02a57246o0101c 0xc00800
57246.320765 19.302877      NaN     15    18 c    0   0.87 262.9194 0.27914  6522.36   948.44 4.14 3.82  -3.3 -0.467    19.57 21.62 02a57246o0114c 0xc00800
57246.356325 19.696897      NaN     -2    16 c    0   0.81 262.9194 0.27914  5060.30  2414.56 4.13 3.85 -22.2 -0.400    19.52 21.56 02a57246o0162c 0xc00800
57246.359184 19.696897      NaN    -23    16 c    0   0.85 262.9194 0.27914  5060.87  2415.20 4.00 3.72 -16.7 -0.415    19.55 21.55 02a57246o0166c 0xc00800
57436.586764 19.401649      NaN    -14    21 c    0   1.07 262.9194 0.27914  4605.30  9597.14 4.19 4.08  67.5 -0.387    19.16 21.02 02a57436o0624c 0xc00900
57436.590880 18.776955      NaN     13    33 c    0   0.81 262.9194 0.27914  8989.32   502.12 4.81 3.96  21.1 -0.423    19.20 21.02 02a57436o0631c 0xc00800
57436.600326 19.569016      NaN    -35    18 c    0   1.03 262.9194 0.27914  4891.81 10186.89 4.05 3.91  29.2 -0.396    19.29 21.14 02a57436o0647c 0xc00800
57436.604439 19.454622      NaN     -1    20 c    0   1.20 262.9194 0.27914  7810.44  1098.49 4.46 3.88  15.0 -0.440    19.27 21.08 02a57436o0654c 0xc00800
57436.617356 19.454622      NaN    -10    20 c    0   1.11 262.9194 0.27914  7537.35   906.30 4.92 3.89   8.0 -0.422    19.23 21.13 02a57436o0676c 0xc00800
57490.582612 19.631075      NaN    -11    17 c    0   1.09 262.9194 0.27914  4563.49  9521.81 3.97 3.82   5.9 -0.431    19.45 21.35 02a57490o0738c 0xc00800
57490.599977 19.696897      NaN     -2    16 c    0   1.07 262.9194 0.27914  1664.59 10238.67 4.04 3.84  13.3 -0.396    19.48 21.34 02a57490o0768c 0xc00800
57490.602369 19.334813      NaN      7    20 c    0   0.81 262.9194 0.27914  5766.82   558.00 4.29 3.60  -0.6 -0.468    19.51 21.40 02a57490o0772c 0xc00800
57490.620441 19.569016      NaN    -34    18 c    0   0.83 262.9194 0.27914  2834.97  9645.74 3.93 3.83  23.4 -0.412    19.49 21.37 02a57490o0803c 0xc00800
57490.639577 18.120615      NaN     16    63 c    0   1.18 262.9194 0.27914  3083.78  9744.30 3.95 3.88  19.4 -0.411    18.34 19.19 02a57490o0837c 0xc00800
