Nested Sampling Global Log-Evidence           :   -0.172575291101017427E+02  +/-    0.391320684536601349E+00
Nested Importance Sampling Global Log-Evidence:   -0.220748739016703297E+02  +/-    0.445616597930110145E-01

Dim No.       Mean        Sigma
   1    0.983300628014582984E-01    0.389474150917946405E-01
   2   -0.208689184217957653E+02    0.642121353697360941E+01
   3    0.527364526305405645E+00    0.306554899903703437E+00
   4    0.114536990043372855E+01    0.229652602066022948E+00
   5    0.873032979072481570E-02    0.361403454984934262E-02
   6    0.201389763346820727E+01    0.277871508995172177E-01
   7   -0.175963678617451103E+01    0.428294542692710889E+00
   8   -0.492140019954292463E-01    0.480894680413826991E-01
   9   -0.445230607068174411E+01    0.277189069237911934E+01
  10   -0.189005992287547053E+00    0.146151689764067394E+00
  11   -0.706739056860896803E-01    0.148554638129503813E+00
  12   -0.157555348495612341E+00    0.196708279502366218E+00
  13   -0.327628683321182057E+00    0.401626275852883102E-01
  14   -0.106488470613579289E+01    0.453713543104849598E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.873794171676167686E-01
   2   -0.209198082404803607E+02
   3   -0.231800549623460972E-01
   4    0.935857081421558101E+00
   5    0.736374814879799805E-02
   6    0.201908646815590753E+01
   7   -0.178279861348420421E+01
   8   -0.227582571149191198E-01
   9   -0.522854925138456572E+01
  10   -0.240658391512963143E+00
  11    0.347771964313964496E-01
  12   -0.390238516558220283E+00
  13   -0.333863277234484834E+00
  14   -0.110011050158560497E+01

MAP Parameters
Dim No.        Parameter
   1    0.873794171676167686E-01
   2   -0.209198082404803607E+02
   3   -0.231800549623460972E-01
   4    0.935857081421558101E+00
   5    0.736374814879799805E-02
   6    0.201908646815590753E+01
   7   -0.178279861348420421E+01
   8   -0.227582571149191198E-01
   9   -0.522854925138456572E+01
  10   -0.240658391512963143E+00
  11    0.347771964313964496E-01
  12   -0.390238516558220283E+00
  13   -0.333863277234484834E+00
  14   -0.110011050158560497E+01
