Nested Sampling Global Log-Evidence           :   -0.583671877018623064E+02  +/-    0.533203504220267410E+00
Nested Importance Sampling Global Log-Evidence:   -0.634342848538494692E+02  +/-    0.294012727637556273E-01

Dim No.       Mean        Sigma
   1    0.749076073019565164E-01    0.248491802996630810E-01
   2   -0.141577861532791562E+02    0.145605157285162923E+01
   3    0.879994610106234476E+00    0.468373355601115968E-01
   4    0.129863959413369523E+01    0.301643270394216345E+00
   5    0.852451748496337730E-02    0.312265901988904122E-02
   6    0.203674758507722631E+01    0.236763511623685786E-01
   7   -0.174273618480080228E+01    0.463279907270721159E+00
   8   -0.379399712477593229E-01    0.308009740323462664E-01
   9   -0.412905306048833332E+01    0.158040287230211440E+01
  10   -0.620384449766696391E-01    0.605481516253409610E-01
  11   -0.501679950833503960E-01    0.150090931354726537E+00
  12   -0.254223518136640847E+00    0.194747065418365950E+00
  13   -0.122888310141995125E+00    0.389961311060096072E-01
  14   -0.106637926031927610E+01    0.573851227333809916E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.705697830198209752E-01
   2   -0.143778307819925040E+02
   3    0.863314750457889191E+00
   4    0.180019696425729969E+01
   5    0.777820626436022573E-02
   6    0.207534606007919065E+01
   7   -0.205023858121024460E+01
   8   -0.727764501413206838E-01
   9   -0.540421857391327887E+01
  10   -0.855344509830762434E-01
  11   -0.449689660358307097E+00
  12   -0.327228636567367337E+00
  13   -0.153514470568390599E+00
  14   -0.102783500065515865E+01

MAP Parameters
Dim No.        Parameter
   1    0.705697830198209752E-01
   2   -0.143778307819925040E+02
   3    0.863314750457889191E+00
   4    0.180019696425729969E+01
   5    0.777820626436022573E-02
   6    0.207534606007919065E+01
   7   -0.205023858121024460E+01
   8   -0.727764501413206838E-01
   9   -0.540421857391327887E+01
  10   -0.855344509830762434E-01
  11   -0.449689660358307097E+00
  12   -0.327228636567367337E+00
  13   -0.153514470568390599E+00
  14   -0.102783500065515865E+01
