    0.872870343324303605E-01   -0.188821616391994453E+02    0.671635275601098480E+00    0.235796709204970023E+01    0.112060614735443372E-01    0.717472282036593079E+00   -0.171210065757474728E+01   -0.233199425566848528E+00    0.602526152791680314E+00   -0.234685306617481881E+00    0.506079706808164262E-01   -0.213464673595190252E+00   -0.219137012043279816E+00   -0.101045942283247836E+01   -0.206679419642857138E+05   -0.391195633965034517E+01    1
    0.142718188904375376E+00   -0.164576733418564807E+02    0.905554511367049120E+00    0.206694731902376194E+01    0.122341935501914106E-01    0.169005662141726032E+01   -0.114419996137732860E+01   -0.537523056694250503E-01   -0.126145893215085891E+01   -0.266513330058912312E+00    0.222085229004182177E+00    0.124042603421878200E+00   -0.277469557982179926E+00   -0.117769008907650607E+01   -0.141586127232142862E+05   -0.393195633965034208E+01    1
    0.805406423557152029E-01   -0.171916762430091339E+02    0.814443835641400771E+00    0.222389189682033894E+01    0.117057298610644990E-01    0.197740444210512956E+01   -0.930345014282893956E+00   -0.981862653049682677E-01   -0.647513501744187714E+01   -0.437647706699227479E+00    0.144850372869283761E-01   -0.212133022588236048E+00    0.103993684313121060E+00   -0.102382795997285903E+01   -0.887204910714285688E+04   -0.395195633965034165E+01    1
    0.177185024988459006E+00   -0.256483456086898016E+02    0.449981176023479090E+00    0.115375367382004557E+01    0.147286187081676137E-01    0.153890859840299998E+01   -0.168997852127065951E+01    0.179524571139870304E+00   -0.852689440426297374E+01   -0.569779659535808114E+00   -0.125223014997054599E+00   -0.216593700081745610E+00   -0.480556810902508569E+00   -0.108906150341092478E+01   -0.603516517857142844E+04   -0.397195633965034300E+01    1
    0.159927033621585779E+00   -0.138557771410197468E+02    0.716572469404890056E+00    0.506366816657517038E+00    0.531985304556387324E-02    0.251742942773023737E+01   -0.152961624752518288E+01   -0.398658012967774630E-01   -0.619371939982736563E+01   -0.393506553145530513E+00   -0.348868859090947725E+00   -0.165814218624643406E+00    0.926799135120184026E-01   -0.101132586337270824E+01   -0.532262165178571468E+04   -0.399195633965034391E+01    1
    0.138217806919638003E+00   -0.333501660550164161E+02    0.605138770437989804E+00    0.144993758127073180E+01    0.883106148947268577E-02    0.175957265692183551E+01   -0.117483122024740316E+01    0.646274798489183122E-01   -0.634106748700734713E+01   -0.449372684974154057E+00    0.132715685728286209E+00   -0.520800033637844551E+00    0.109056294774708018E+00   -0.103809471626592131E+01   -0.401070982142857156E+04   -0.401195633965034215E+01    1
    0.184806575551505703E+00   -0.281653173874064962E+02    0.173447658979482833E+00    0.156292073071277593E+01    0.493935053810403042E-02    0.231562934263510822E+01   -0.234152816221237181E+01   -0.326826857194114917E-01    0.269872693040917433E+00   -0.594773270430841855E-01    0.197228491337387776E-01   -0.445274191010331943E-01   -0.224940446708105646E-01   -0.104203376547675908E+01   -0.353736272321428578E+04   -0.403195633965034173E+01    1
    0.650558384985795018E-01    0.502502985191057405E+00   -0.423296390993254112E-01    0.214687670774077599E+01    0.386635410218733738E-03    0.172502710765093514E+01   -0.212875094276853316E+01   -0.683708098424496424E-01    0.407063824694646215E+01   -0.555919790437040540E+00   -0.187150957561965647E-02   -0.184396999717766741E+00   -0.119456477021455842E+00   -0.102973919571468286E+01   -0.324424107142857156E+04   -0.405195633965034396E+01    1
    0.129365597521417852E+00   -0.269961127027169958E+02    0.476007108753859653E+00    0.139336144102945125E+01    0.373481500866787615E-02    0.197921403378830574E+01   -0.151596503272873573E+01    0.107906386569513346E+00    0.473351083553260388E+00   -0.339003955130930623E+00    0.110077937663217246E+00    0.127983367570998791E+00   -0.421799507903271587E+00   -0.102475168262695959E+01   -0.251291462053571422E+04   -0.407195633965034443E+01    1
    0.975558845162953908E-01   -0.337287842273612739E+02    0.339766839994023240E+00    0.143691195857494680E+01    0.132334387215318414E-01    0.131703886391240488E+01   -0.164645955475441785E+01   -0.144603262283324346E+00   -0.300296623245561722E+01   -0.296525456111312757E+00   -0.137290865329882411E+00   -0.230365232711414236E+00   -0.390220233504432301E+00   -0.104285848538569770E+01   -0.203788950892857133E+04   -0.409195633965034400E+01    1
    0.414009514038139112E-01   -0.275457514527721301E+02   -0.367775680785081827E-01    0.102041882887705970E+01    0.153279263128785620E-01    0.589101244965305915E+00   -0.258102826576271660E+01   -0.116087498988279678E+00    0.493169995642086612E+01   -0.958127001574792109E-01   -0.142335956401961033E+00   -0.486719832809654585E+00   -0.628991139708841851E-01   -0.110268068795236940E+01   -0.201007742745535711E+04   -0.411195633965034357E+01    1
    0.157957392369112576E+00   -0.849001027639484285E+01    0.120030941906844957E+01    0.223786534341081556E+01    0.961993812939659909E-02    0.523907807362462785E+00   -0.259354034040518977E+01    0.341250638578623200E-02    0.456371253587409154E+00    0.515900987691466362E-01   -0.211104355127865018E+00    0.294833806004569876E+00   -0.102181470621684478E-01   -0.124756023460219700E+01   -0.198382561383928578E+04   -0.413195633965034226E+01    1
    0.864323724290371603E-01   -0.268292555562279844E+02    0.700004323274408979E+00    0.201204661525985440E+01    0.586572641552274808E-02    0.138022846986181391E+01   -0.166755657246417455E+01    0.577355944167412816E-01   -0.853834395074921382E+01   -0.637362683069628705E-01    0.193261786180740885E+00    0.113111371142139122E+00   -0.154238023227562193E+00   -0.103068340301521211E+01   -0.193263685825892867E+04   -0.415195633965034450E+01    1
