Nested Sampling Global Log-Evidence           :   -0.878794977917008957E+01  +/-    0.325420334270996370E+00
Nested Importance Sampling Global Log-Evidence:   -0.140820734188908965E+02  +/-    0.372448120327739732E-01

Dim No.       Mean        Sigma
   1    0.702501458479464214E-01    0.324227619878034168E-01
   2   -0.126270411718026434E+02    0.171396775564060744E+01
   3    0.709525432750608420E+00    0.151173249746674371E+00
   4    0.121297178514545267E+01    0.299045817221311572E+00
   5    0.101327649365108175E-01    0.375699065403395675E-02
   6    0.163248633062591586E+01    0.967870241379523016E-01
   7   -0.174097173999939314E+01    0.424077693487263374E+00
   8   -0.544394766833569480E-01    0.632641728286413019E-01
   9   -0.147685941826955403E+01    0.214241917677016369E+01
  10   -0.104290590788367887E+00    0.156405710668092085E+00
  11   -0.567023009697328884E-01    0.158267185621389195E+00
  12   -0.233342689957557858E+00    0.210060875918028356E+00
  13   -0.182208887073419257E-01    0.136731877980303590E+00
  14   -0.106143314658284060E+01    0.535979277193147224E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.377725752182232963E-01
   2   -0.130126533805253111E+02
   3    0.675983226391211334E+00
   4    0.157994692807999049E+01
   5    0.964063649865997893E-02
   6    0.149403336030268119E+01
   7   -0.177098702690246190E+01
   8   -0.370582710023120016E-01
   9   -0.827423935393723831E+00
  10   -0.533433526208962339E-01
  11   -0.153535033651049785E-02
  12   -0.808522354196227477E-01
  13   -0.625290989669851777E-01
  14   -0.107618804428350212E+01

MAP Parameters
Dim No.        Parameter
   1    0.377725752182232963E-01
   2   -0.130126533805253111E+02
   3    0.675983226391211334E+00
   4    0.157994692807999049E+01
   5    0.964063649865997893E-02
   6    0.149403336030268119E+01
   7   -0.177098702690246190E+01
   8   -0.370582710023120016E-01
   9   -0.827423935393723831E+00
  10   -0.533433526208962339E-01
  11   -0.153535033651049785E-02
  12   -0.808522354196227477E-01
  13   -0.625290989669851777E-01
  14   -0.107618804428350212E+01
