Nested Sampling Global Log-Evidence           :   -0.221310118461651548E+02  +/-    0.852365487920972859E-01
Nested Importance Sampling Global Log-Evidence:   -0.241371891201470063E+02  +/-    0.146999579380700546E+00

Dim No.       Mean        Sigma
   1    0.806098313458885191E-01    0.451350882879378162E-01
   2   -0.213755473802151954E+02    0.793652737692787458E+01
   3    0.835008324246634848E+00    0.370342189968943913E+00
   4    0.152096218533465444E+01    0.429040237794693691E+00
   5    0.946934359941706272E-02    0.428050106719916456E-02
   6    0.153611414227032972E+01    0.402234727253981239E+00
   7   -0.173748429075601951E+01    0.496947648078027160E+00
   8   -0.848576891491548552E-01    0.962108891796114307E-01
   9   -0.340361451223522193E+01    0.438728103728097985E+01
  10   -0.178523957900533548E+00    0.176021774197822806E+00
  11   -0.635423660962662618E-01    0.156970226030404725E+00
  12   -0.245396808286182627E+00    0.235349282366714263E+00
  13   -0.143330030905276018E+00    0.249341792904683723E+00
  14   -0.105972163026732202E+01    0.510160492416316461E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.139137895972609643E+00
   2   -0.216681041256468170E+02
   3    0.143910289922689438E+01
   4    0.174221914241308018E+01
   5    0.922774868370566763E-02
   6    0.178573673837488411E+01
   7   -0.188056360624654784E+01
   8   -0.318404032011973537E-02
   9   -0.554443272675404586E+01
  10   -0.167602692138004189E+00
  11   -0.329989367065574302E+00
  12   -0.982127294851440624E-01
  13   -0.525757040124181008E+00
  14   -0.102812035405344937E+01

MAP Parameters
Dim No.        Parameter
   1    0.708537682122155343E-01
   2   -0.955880990552755527E+01
   3    0.110590866096758678E+01
   4    0.200367659441648760E+01
   5    0.107851034000715131E-02
   6    0.119646106952932874E+01
   7   -0.188601046290328722E+01
   8   -0.403800076867292870E-01
   9   -0.366254981776383826E+01
  10   -0.333131622174945075E+00
  11   -0.139217565354144091E+00
  12   -0.112550215588451658E+00
  13   -0.898145112209206842E-01
  14   -0.107468493820765976E+01
