# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59716.29,4.25,11.76,o,4
59726.15,5.12,4.49,o,8
59738.05,-1.57,3.74,o,7
59740.25,-4.25,10.11,o,4
59755.18,13.29,8.25,c,14
59756.67,-0.62,4.75,c,8
59758.55,-0.92,2.43,c,13
59760.63,-2.00,3.07,c,6
59762.82,-5.00,4.15,c,5
59764.78,3.20,2.54,c,15
59766.01,-12.25,4.89,o,4
59767.42,2.75,4.29,c,4
59777.93,-7.75,9.63,o,4
59780.43,-5.11,5.60,o,9
59782.08,10.67,9.46,o,3
59784.25,-4.38,4.14,o,8
59785.95,3.75,3.63,c,4
59788.22,-0.50,41.73,o,6
59797.06,6.88,5.33,o,8
59800.18,6.00,12.92,o,4
59804.21,0.50,13.16,o,4
59812.15,-42.33,51.34,c,3
59813.96,84.83,5.13,o,6
59816.17,91.00,41.05,c,4
59817.95,111.33,8.08,o,6
59820.14,117.12,3.54,c,8
59821.93,107.33,6.77,o,6
59824.18,113.25,3.42,c,8
59825.88,108.50,5.76,o,4
59828.07,92.25,11.68,o,4
59830.06,98.00,24.28,o,4
59832.15,62.75,14.01,o,4
59837.98,69.50,11.67,o,2
59838.01,63.50,14.87,o,2
59841.82,54.25,3.88,c,4
59844.06,72.25,6.95,o,4
59849.86,31.75,3.61,c,8
59853.00,33.33,3.40,o,15
59856.65,14.83,8.74,o,12
59860.65,23.33,17.85,o,12
59864.64,25.42,5.22,o,12
59868.03,18.50,5.26,c,4
59869.82,8.75,5.89,o,4
59872.06,10.50,5.89,c,4
59873.77,5.00,7.15,o,4
59876.02,2.00,4.76,c,4
59877.78,14.25,10.90,o,4
59880.01,4.00,6.04,c,4
59881.77,-3.38,5.35,o,8
59884.02,-7.00,11.01,o,4
59888.08,-6.50,19.42,o,2
59893.80,13.25,5.79,o,8
60012.40,-1.67,16.85,o,3
60028.34,1.33,8.31,o,3
60035.34,1.00,9.90,o,2
60040.13,-0.75,12.32,o,4
60046.82,17.20,14.37,o,5
60049.13,-4.00,6.31,o,4
60052.11,4.00,6.39,o,4
60053.30,8.50,5.01,c,4
60061.01,19.33,13.70,o,3
60064.05,16.33,6.98,o,3
60067.02,-7.00,8.51,o,4
60070.86,-14.17,175.95,o,6
60072.99,-27.00,18.12,o,2
60077.29,-3.12,6.63,o,8
60083.38,-4.25,17.46,o,4
60085.12,3.00,3.88,c,4
60088.09,5.67,5.48,c,3
60090.98,3.00,8.00,c,1
60105.97,4.00,6.00,o,4
60107.21,-11.50,5.01,c,4
60117.95,1.40,4.31,o,5
60118.01,-3.00,5.79,o,3
60125.24,-6.25,7.93,o,4
60126.95,12.50,8.84,o,8
60131.33,0.67,44.87,o,3
60136.04,-1.14,3.90,o,7
60139.03,-7.00,4.02,c,4
60141.98,6.00,4.02,c,4
60148.04,-1.25,4.77,c,4
60149.28,-28.00,13.00,o,1
60155.19,6.00,17.80,o,2
60159.96,-5.33,513.84,o,3
60161.23,9.33,9.85,o,3
60163.02,4.50,6.66,o,4
60166.04,6.75,6.77,o,4
60167.18,1.00,4.63,c,4
60171.93,7.67,11.30,o,3
60179.16,-3.75,4.10,o,8
60180.93,-7.50,10.63,o,2
60186.91,72.83,55.34,o,6
60191.15,-8.67,8.34,o,6
60201.87,1.00,5.01,c,4
60203.12,-12.25,5.64,o,4
60204.87,2.25,4.00,c,4
60209.06,-5.14,8.68,o,7
60213.85,11.00,27.00,o,1
60215.10,3.25,16.43,o,4
60216.83,9.67,54.06,o,3
60219.84,-2.00,5.89,o,4
60221.08,8.50,4.91,c,4
60227.07,2.75,5.07,o,8
60234.79,0.33,6.55,o,3
60237.77,5.67,8.28,o,3
60240.80,-13.00,9.29,o,7
60243.78,0.67,12.81,o,3
60245.03,-13.75,11.65,o,4
60246.78,13.00,10.54,o,4
60249.78,-3.00,9.54,o,4
60251.08,-0.75,9.25,c,4
60255.81,-0.50,7.81,c,2
60257.07,-8.50,9.55,o,2
60258.85,1.38,4.08,c,8
60269.09,-8.33,12.95,o,3
