# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60235.63,-18.25,9.40,c,4
60241.64,-4.75,12.30,c,4
60245.60,-9.62,12.26,o,8
60247.63,-2.75,10.63,o,8
60249.59,-11.88,8.16,o,8
60253.63,-19.00,10.03,o,4
60257.61,1.00,5.37,c,8
60259.61,7.25,6.01,c,4
60261.59,-6.00,9.92,c,2
60265.63,2.00,6.06,c,4
60267.29,-6.92,5.83,c,12
60269.64,-8.50,6.77,c,4
60273.61,0.25,8.31,o,4
60283.59,0.50,7.14,o,4
60285.01,0.12,3.34,o,17
60287.11,3.62,4.12,o,8
60287.56,-1.00,7.43,c,2
60288.63,13.50,5.63,o,4
60289.59,0.50,5.13,c,4
60290.59,3.00,6.74,c,3
60291.65,0.00,15.34,o,3
60292.60,-7.33,6.05,o,3
60293.61,-5.00,5.97,c,3
60294.57,3.00,5.01,c,4
60295.54,8.50,5.27,o,4
60302.51,13.75,8.88,o,4
60305.49,-25.25,23.41,o,4
60306.51,1.25,10.57,o,4
60311.52,105.50,8.61,o,4
60312.73,224.60,19.45,o,5
60315.04,484.12,4.96,o,8
60316.90,665.54,22.99,o,13
60320.54,991.50,8.26,o,4
60323.55,1273.50,7.13,o,4
60324.49,1324.29,5.90,o,7
60327.46,1483.00,7.75,o,4
60328.99,1587.81,4.61,o,16
60330.95,1646.38,7.16,o,8
60332.94,1703.75,9.87,o,8
60339.44,1848.25,11.13,o,4
60340.98,1909.12,7.08,o,8
60343.49,1951.25,9.00,o,4
60344.45,1939.75,8.26,o,4
60345.46,1767.67,9.81,c,3
60346.54,1786.00,7.48,c,7
60349.46,1759.75,8.51,c,4
60353.42,1702.00,8.75,c,4
60354.43,1706.00,8.88,c,4
60357.66,1602.00,20.48,c,4
60358.42,2015.25,10.63,o,4
60361.39,1970.75,16.02,o,4
60366.49,1829.50,19.21,o,2
60368.49,1922.50,10.52,o,4
60371.04,1948.00,10.41,o,7
60375.44,1915.67,8.41,o,9
60384.43,1970.50,8.76,o,4
60386.98,1991.71,7.62,o,7
60388.70,1964.33,9.67,o,6
60394.42,1965.50,40.62,o,4
60396.92,1988.75,7.76,o,12
60398.88,1915.25,7.19,o,8
60400.39,1890.75,8.38,o,4
60401.39,1390.00,7.88,c,4
60404.40,1906.00,6.74,o,3
60407.30,1875.67,6.16,o,3
60410.33,1865.00,11.00,o,1
60417.32,1763.71,18.99,o,7
60421.36,1760.25,13.64,o,4
60422.37,1760.25,16.27,o,4
60425.42,1725.00,20.37,o,7
60426.37,1731.50,12.38,o,4
60429.25,1689.00,10.90,o,8
60430.84,1668.88,16.30,o,8
60433.34,1669.00,9.27,o,4
60434.35,1688.00,9.76,o,4
60437.31,1652.75,8.88,o,4
60438.32,1637.75,8.88,o,4
60445.28,1597.50,11.27,o,4
60447.34,1543.00,10.57,o,6
60450.85,1544.67,84.61,o,6
60452.80,1531.00,15.71,o,4
60454.80,1519.25,41.92,o,8
60456.96,1504.00,9.28,o,6
60458.73,1507.57,10.99,o,7
60460.87,1495.43,7.57,o,7
60462.80,1466.40,6.29,o,10
60464.80,1447.50,6.91,o,8
60467.32,1408.86,7.59,o,7
60468.30,1410.00,9.25,o,4
60470.77,1426.50,6.51,o,8
60472.76,1415.88,8.08,o,8
60474.94,1397.92,6.78,o,12
60476.71,1378.14,8.27,o,7
60480.78,1369.38,8.85,o,8
60484.72,1331.00,9.80,o,7
60486.78,1346.62,7.11,o,8
60489.27,1376.75,20.42,o,4
60492.26,1306.33,15.75,o,3
60494.78,1326.75,7.70,o,8
60496.71,1328.86,10.27,o,7
