# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60032.56,-4.88,3.66,c,8
60033.33,1.00,5.92,o,4
60034.75,-18.53,12.79,o,15
60036.97,-10.43,9.29,o,7
60038.18,100.00,39.15,o,4
60044.72,-2.43,7.18,o,7
60048.82,-5.50,5.12,o,6
60050.01,-5.00,8.14,o,2
60051.23,-16.75,4.76,c,4
60053.02,-11.50,10.00,o,2
60054.18,-2.75,5.51,c,4
60057.27,-18.50,6.39,c,4
60063.17,-17.00,8.04,o,4
60064.88,-11.50,9.40,o,4
60066.10,9.33,21.71,o,3
60070.96,-9.00,14.81,o,4
60073.05,1.88,7.46,o,8
60075.17,-10.25,11.15,o,4
60078.27,-8.75,9.32,o,4
60082.90,-0.75,4.13,c,4
60085.14,-7.60,26.33,o,5
60088.88,-2.50,4.88,c,4
60091.86,-7.25,7.40,o,4
60108.10,0.67,5.40,c,3
60111.08,2.75,5.38,c,4
60118.83,-19.25,7.88,o,4
60122.64,-21.14,10.48,o,7
60127.08,14.00,10.38,o,7
60129.08,65.00,15.99,o,4
60130.82,161.00,9.15,o,4
60132.08,110.75,37.54,o,4
60134.04,232.75,17.44,o,4
60136.74,349.75,5.13,c,4
60138.11,363.67,21.52,o,3
60141.02,500.75,8.81,o,4
60142.77,431.50,5.76,c,4
60144.02,160.67,79.98,o,3
60146.05,349.50,74.20,o,2
60149.99,334.00,18.95,o,3
60150.01,356.00,24.00,o,1
60153.03,310.00,13.76,o,4
60156.91,257.88,11.16,o,8
60160.76,224.75,7.76,o,4
60162.03,195.75,6.39,c,4
60163.73,204.25,7.40,o,4
60166.72,184.00,13.98,o,4
60169.72,109.25,16.80,o,4
60170.98,108.25,7.15,c,4
60182.02,54.00,24.04,o,2
60185.35,79.25,18.18,o,8
60296.65,-4.00,11.58,c,3
60305.12,-4.38,8.93,o,8
60306.61,7.50,10.13,o,4
60308.65,-24.00,9.51,o,4
60310.92,15.17,9.15,o,6
60314.63,8.75,7.65,o,4
60322.64,-0.25,5.01,o,4
60327.61,-20.25,4.78,o,4
60329.62,1.75,4.78,o,4
60331.13,-1.15,6.08,o,13
60332.61,-20.25,7.75,o,4
60334.56,-3.50,16.76,o,4
60336.78,2.71,9.14,o,7
60339.30,0.75,22.20,o,4
60340.82,-12.25,9.25,o,8
60342.85,2.71,9.64,o,7
60344.56,-8.75,5.88,o,4
60346.99,0.38,5.11,o,8
60348.55,-7.25,5.14,c,4
60349.11,-4.25,6.04,o,4
60350.94,-2.38,3.77,o,8
60352.55,-8.50,4.89,c,4
60353.12,-18.25,7.01,o,4
60355.31,4.00,10.59,o,3
60357.11,-24.00,6.01,o,4
60360.77,-5.88,5.50,o,8
60362.88,-7.00,11.77,o,8
60364.51,-7.33,60.60,o,3
60372.77,6.00,152.62,o,7
60377.14,3.25,7.03,c,4
60379.28,-18.00,8.49,o,3
60381.03,-8.75,4.76,c,4
60383.29,-13.67,7.04,o,3
60384.44,-56.00,37.00,o,1
60385.04,-9.67,6.01,c,3
60387.18,-7.25,9.02,o,4
60388.75,-14.25,6.61,o,8
60390.90,-4.25,6.54,o,8
60392.43,5.50,19.64,o,4
60397.53,5.25,12.40,o,4
60398.89,-11.75,7.14,o,8
60400.57,-11.60,6.12,o,5
60409.48,-6.75,3.76,o,4
60416.76,-3.86,5.70,o,7
60420.65,-20.88,7.89,o,8
60427.20,-28.00,28.53,o,4
60428.74,-11.38,6.24,o,8
60432.44,-21.25,7.06,o,4
60432.96,-7.00,88.64,c,4
60435.21,-21.33,47.26,o,3
60436.44,-17.25,7.01,o,4
60436.94,10.33,6.37,c,3
60439.17,-3.00,8.05,o,4
60444.87,7.67,12.83,o,3
60447.10,10.00,13.11,o,3
60448.75,-1.40,11.42,o,5
60454.42,-4.50,11.55,o,4
60456.65,-6.25,5.91,o,8
60458.90,5.67,36.26,o,6
60460.39,-0.67,6.55,o,3
60462.37,-12.50,5.92,o,4
60463.12,-2.00,5.00,c,4
60464.36,-4.50,5.70,o,4
60466.36,-2.50,5.64,o,4
60468.85,-0.88,3.93,o,8
60470.36,-8.75,4.53,o,4
60472.41,-18.33,6.55,o,3
60474.34,-8.00,4.29,o,8
60476.57,-6.12,7.85,o,8
60480.34,0.50,11.54,o,4
60482.40,-13.50,13.15,o,4
60484.59,-13.00,10.82,o,8
60486.74,-5.38,5.91,o,8
60488.30,-9.50,5.52,o,4
60488.83,-0.50,5.17,c,4
60491.07,2.75,7.44,o,4
60492.80,-8.00,6.20,c,3
60494.56,-16.33,6.08,o,6
60496.30,-15.75,5.92,o,4
60496.78,-1.00,4.89,c,4
60498.67,1.62,3.60,o,8
60500.28,-0.75,6.13,o,4
60502.65,-13.88,5.18,o,8
60506.66,-10.50,7.92,o,8
60508.30,-30.50,13.80,o,4
60510.31,6.75,10.42,o,4
60512.83,1.67,24.88,o,3
60514.66,-12.75,7.94,o,8
60516.79,-8.00,8.93,o,3
60518.33,5.50,7.81,o,2
60519.02,-6.00,5.51,c,4
60520.27,-17.25,7.51,o,4
60524.50,-10.00,6.28,o,8
60528.26,-13.75,7.63,o,4
60536.72,-10.75,21.17,o,4
60538.97,126.00,664.00,o,1
60540.46,-32.57,11.91,o,7
60542.25,-3.75,14.38,o,4
60544.72,2.00,21.46,o,4
60554.80,-14.75,20.97,o,4
