# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58990.60,133.00,7.52,o,3
58992.60,77.75,19.54,c,4
58998.60,124.50,16.35,o,4
59006.56,122.75,12.79,o,4
59014.60,128.50,8.90,o,4
59020.60,90.67,6.16,c,3
59028.60,83.25,5.06,c,4
59030.61,116.75,8.09,o,4
59032.58,116.25,5.51,o,4
59034.60,130.00,7.59,o,4
59036.60,115.75,8.82,o,4
59038.54,117.00,8.05,o,4
59042.60,83.50,71.77,o,2
59046.55,58.50,210.69,o,2
59048.58,81.00,4.26,c,4
59050.60,103.50,6.24,o,4
59054.60,107.25,5.66,o,4
59058.57,99.00,5.01,o,3
59060.55,74.50,4.51,c,4
59062.55,97.50,6.01,o,4
59064.53,83.75,15.28,o,4
59068.53,110.50,8.39,o,4
59070.49,83.50,6.77,o,4
59072.52,94.25,6.30,o,4
59074.55,89.80,5.17,o,5
59076.62,82.50,8.88,o,4
59078.52,78.60,6.44,o,5
59080.50,50.75,5.00,c,4
59082.51,88.25,5.43,o,4
59084.50,62.75,3.88,c,4
59086.47,82.50,4.13,o,4
59088.46,48.25,4.39,c,4
59090.51,73.80,5.53,o,5
59092.49,65.25,8.91,o,4
59094.96,67.00,7.87,o,8
59097.01,87.38,11.80,o,8
59098.53,65.33,14.46,o,3
59100.99,76.12,4.19,o,8
59102.45,81.25,4.88,o,4
59104.52,70.75,5.39,o,4
59106.51,70.25,3.52,o,4
59108.51,47.75,4.38,c,4
59110.38,77.67,65.37,o,3
59114.44,68.50,5.28,o,4
59118.91,59.75,6.17,o,8
59120.98,58.25,5.45,o,8
59122.96,67.00,6.74,o,8
59125.46,47.00,9.73,o,4
59126.94,60.00,7.04,o,8
59129.55,55.75,6.91,o,4
59130.97,61.88,4.26,o,8
59132.44,57.00,5.51,o,4
59134.46,48.50,4.77,o,4
59136.41,40.25,4.26,c,4
59138.44,39.00,34.00,o,1
59140.41,34.50,4.26,c,4
59142.34,53.50,10.97,o,4
59144.40,33.67,4.43,c,3
59146.91,64.88,3.86,o,8
59148.38,48.50,7.91,o,4
59153.41,64.50,10.91,o,4
59154.63,20.20,17.17,o,5
59156.92,49.75,5.11,o,8
59159.37,5.00,164.00,o,1
59160.38,45.67,22.19,o,3
59162.39,50.25,4.13,o,4
59170.36,46.75,5.28,o,4
59176.34,60.00,37.68,o,4
59178.77,48.71,15.29,o,7
59180.84,32.75,8.47,o,8
59182.67,36.50,10.15,o,6
59184.78,37.71,7.71,o,7
59186.89,39.00,5.64,o,8
59189.28,31.00,4.27,o,4
59190.30,30.00,4.02,o,4
59192.28,23.00,3.76,c,4
59194.33,25.50,4.00,c,4
59200.28,37.50,4.63,c,4
59206.27,30.33,7.33,o,3
59208.82,37.83,9.87,o,6
59210.36,24.00,13.82,o,4
59212.33,16.50,10.69,o,4
59214.26,27.00,7.32,o,4
59216.79,40.38,3.90,o,8
59218.28,26.25,3.63,c,4
59220.26,26.00,3.88,c,4
59222.24,10.25,3.52,c,4
59226.26,14.25,3.26,c,4
59230.22,14.75,5.27,c,4
59238.42,24.40,72.61,o,5
59242.28,24.50,26.58,o,4
59244.25,21.25,9.80,o,4
59252.26,14.50,5.14,c,4
59258.23,15.50,7.07,c,2
59268.24,32.00,11.26,o,4
59344.60,22.00,13.60,c,2
59368.60,7.00,10.23,o,3
59378.60,10.00,4.73,c,4
59384.59,4.50,7.78,o,2
59388.60,-11.25,10.19,o,4
59390.59,-26.75,14.08,o,4
59392.59,-0.75,10.80,o,4
59398.60,9.50,5.58,o,4
59402.61,17.67,6.82,o,3
59404.60,2.75,5.02,c,4
59406.59,14.00,9.62,o,2
59408.54,-0.75,4.50,c,4
59410.59,4.00,4.53,o,4
59412.60,5.75,4.27,c,4
59414.56,2.75,4.91,o,4
59416.54,23.00,19.91,o,2
59418.56,1.50,10.46,o,4
59420.57,-3.80,9.74,o,5
59422.56,19.00,6.39,o,4
59424.53,21.75,11.61,o,4
59426.53,9.25,4.41,o,4
59428.58,14.00,4.78,o,4
59430.55,9.50,3.88,o,4
59432.56,6.25,4.53,o,4
59434.54,3.25,3.65,c,4
59436.52,3.75,4.89,o,4
59438.47,-2.50,3.02,c,4
59440.46,-2.75,5.04,o,4
59442.54,3.00,3.13,c,4
59444.52,3.50,5.78,o,4
59446.52,6.00,7.15,o,4
59448.50,0.25,11.03,o,4
59450.62,4.50,9.50,o,4
59452.50,-0.25,8.02,o,4
59454.92,3.29,5.00,o,7
59456.48,1.50,5.39,o,4
59458.53,4.50,9.30,o,2
59462.40,2.75,3.88,o,4
59464.39,0.67,6.18,c,3
59466.46,3.00,8.10,o,3
59468.40,-1.25,4.27,c,4
59470.42,-1.75,4.76,o,4
59472.51,-6.00,3.88,c,4
59476.61,16.25,10.06,o,4
59478.44,5.75,29.04,o,4
59481.53,1.33,16.19,o,3
59482.54,2.50,21.97,o,4
59484.46,1.75,6.01,o,4
59486.97,-1.00,4.34,o,8
59488.61,-1.75,6.88,o,4
59490.44,5.75,7.52,o,4
