# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58644.61,27.25,19.80,o,4
58646.59,19.75,7.62,o,4
58652.57,20.50,29.60,o,2
58654.57,-1.50,11.18,o,4
58656.62,66.67,34.22,o,3
58660.55,108.00,12.53,o,4
58666.60,191.75,6.03,c,4
58670.61,175.25,8.54,o,4
58676.51,192.25,10.95,o,4
58678.75,159.60,9.05,o,5
58680.57,139.75,13.30,o,4
58682.57,176.20,60.59,o,5
58684.55,147.40,24.73,o,5
58688.57,139.50,8.51,o,4
58690.52,141.25,6.64,o,4
58692.51,123.00,6.80,o,4
58694.46,111.25,5.91,c,4
58696.52,139.75,10.26,o,4
58700.48,110.50,7.51,o,4
58702.48,109.75,5.39,c,4
58704.52,125.25,7.64,o,4
58708.45,96.67,17.00,o,3
58718.52,104.00,11.85,o,4
58724.56,92.00,5.64,o,4
58726.51,68.50,5.28,c,4
58730.47,58.50,4.63,c,4
58735.02,81.67,12.81,o,6
58736.94,81.00,6.62,o,8
58738.42,93.67,55.49,o,3
58750.57,50.50,6.13,c,4
58752.48,60.00,4.88,o,4
58756.41,52.25,5.88,o,4
58762.91,59.00,5.31,o,7
58764.86,43.29,5.37,o,7
58772.46,8.75,8.92,o,4
58774.76,17.50,13.52,o,6
58778.41,10.00,5.39,c,4
58779.40,4.67,7.13,o,3
58780.40,8.50,5.01,o,4
58782.44,-22.00,27.46,c,2
58784.38,-5.00,5.13,o,4
58787.40,7.00,4.68,o,4
58788.37,4.00,40.00,o,1
58790.34,9.67,7.32,o,3
58792.39,-5.50,7.52,o,4
58794.27,-13.50,10.72,o,4
58799.37,-7.00,16.17,o,3
58800.43,24.25,11.40,o,4
58802.40,14.50,41.08,o,2
58808.37,5.00,5.26,o,4
58812.31,4.25,5.30,o,4
58814.34,4.75,9.23,c,4
58816.35,6.50,5.27,o,4
58817.32,2.25,4.76,c,4
58820.29,40.00,396.00,o,1
58826.85,-0.88,8.48,o,8
58828.31,16.25,10.60,o,4
58830.31,0.00,11.61,o,3
58832.34,4.75,10.94,o,4
58836.29,2.00,4.88,o,4
58844.27,9.25,5.64,o,4
58846.27,-2.25,4.39,c,4
58850.27,1.67,10.59,o,3
58852.26,12.50,8.02,o,4
58866.31,-6.75,5.63,c,4
58868.23,-19.50,7.25,o,4
58870.24,4.50,5.15,c,4
58872.27,7.75,7.15,o,4
58873.25,-8.50,5.14,c,4
58874.27,0.25,6.03,c,4
58876.22,8.00,6.25,o,4
58880.24,5.00,21.01,o,3
58882.26,6.00,13.67,o,4
58888.23,28.00,24.61,o,4
59004.60,-21.33,20.38,o,3
59020.60,-14.25,9.70,o,4
59022.60,-45.50,30.05,c,2
59024.60,-12.75,6.69,o,4
59028.60,-3.00,5.42,o,4
59030.60,-31.50,5.80,c,4
59031.60,-26.50,6.47,o,4
59033.10,-25.12,5.73,o,8
59034.59,23.00,28.00,o,1
59036.57,-22.25,9.97,o,4
59038.99,-36.86,9.02,o,7
59040.60,-23.50,8.52,o,4
59044.60,-13.50,17.89,o,2
59048.59,-23.75,6.29,o,4
59050.59,-35.25,4.51,c,4
59052.61,-20.33,5.48,o,3
59058.54,-39.00,5.14,c,4
59059.54,-17.75,4.27,o,4
59061.04,-23.00,3.63,o,8
59062.85,-16.67,16.41,o,6
59064.58,-35.75,10.93,o,4
59072.60,-26.60,7.36,o,5
59074.58,-20.50,5.53,o,4
59076.55,-12.75,5.76,o,4
59078.54,-44.50,4.66,c,4
59080.56,-8.00,11.79,o,3
59082.54,-41.00,4.02,c,4
59084.52,-23.75,5.01,o,4
59086.51,-44.00,4.54,c,4
59088.51,-13.75,4.39,o,4
59090.83,-6.00,7.18,o,6
59092.95,-12.38,10.69,o,8
59101.00,-23.12,4.23,o,8
59102.48,-21.75,6.15,o,4
59104.54,-9.00,5.03,o,3
59106.48,-43.25,5.43,c,4
59107.42,-18.75,5.14,o,4
59108.45,-21.00,4.64,o,4
59110.46,-41.50,5.38,c,4
59112.46,-13.50,5.01,o,4
59113.44,-39.75,10.80,c,4
59114.45,-34.00,4.64,c,4
59115.46,-14.50,5.13,o,4
59117.51,-41.50,4.88,c,4
59119.32,-16.00,11.85,o,4
59120.83,-16.43,8.17,o,7
59129.00,-8.12,5.80,o,8
59130.46,-13.00,6.15,o,4
59132.47,-9.00,6.07,o,4
59133.44,-40.75,5.38,c,4
59134.51,-26.00,6.88,o,4
59136.44,-14.75,5.55,o,4
59138.44,-40.25,11.44,c,4
59140.37,-19.00,4.76,o,4
59142.44,-41.00,4.77,c,4
59144.86,-24.38,4.51,o,8
59146.88,-9.38,4.90,o,8
59154.46,-35.00,35.42,o,2
59156.94,-27.50,6.47,o,8
59158.39,-5.50,15.69,o,2
59160.40,-23.25,5.93,o,4
59161.39,-35.50,6.40,c,2
