# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58991.60,-4.50,6.91,o,4
58999.59,-9.00,6.05,o,4
59005.60,-4.00,14.54,o,4
59007.58,4.50,10.51,o,4
59009.57,18.67,14.43,o,3
59015.60,-11.25,9.52,o,4
59017.58,-3.50,4.63,c,4
59019.59,0.33,57.69,o,6
59021.59,0.86,4.99,c,7
59023.55,-3.83,8.13,o,6
59027.58,-1.00,4.78,o,4
59029.60,0.50,6.51,c,4
59031.54,4.25,7.78,o,4
59033.52,13.25,11.52,o,4
59035.55,22.75,14.62,o,4
59041.54,138.00,8.91,o,4
59043.56,162.00,5.89,o,4
59047.55,196.25,7.16,o,4
59049.53,224.00,5.40,c,4
59051.54,228.00,5.38,o,4
59053.55,242.00,4.77,c,4
59055.52,235.75,6.39,o,4
59059.52,264.25,5.26,o,4
59061.48,272.50,8.26,o,4
59063.43,316.00,126.00,o,1
59069.53,255.00,10.19,o,4
59071.48,233.75,6.01,o,4
59073.48,228.25,5.63,o,4
59075.48,223.75,6.15,o,4
59077.45,173.25,5.26,c,4
59079.52,211.00,5.27,o,4
59083.53,209.33,6.62,o,3
59091.40,209.25,17.19,o,4
59097.50,196.75,14.84,o,4
59099.50,190.00,7.45,o,4
59101.44,196.50,7.54,o,4
59103.43,176.50,5.51,o,4
59105.42,115.50,4.91,c,4
59107.46,164.50,5.13,o,4
59109.43,120.25,4.77,c,4
59111.46,141.33,20.16,o,3
59113.40,84.33,40.90,c,3
59115.41,157.62,4.30,o,8
59117.37,147.00,9.03,o,4
59118.96,142.50,6.70,o,10
59125.46,154.62,11.56,o,8
59127.42,128.25,10.60,o,4
59129.39,137.00,5.65,o,8
59131.40,140.50,5.28,o,4
59133.38,92.00,5.22,c,3
59135.38,134.50,7.43,o,2
59137.34,91.50,4.63,c,4
59139.36,129.00,7.41,o,3
59141.41,86.00,19.00,c,1
59145.30,126.25,7.79,o,4
59154.39,94.25,13.66,o,4
59157.33,88.25,8.28,o,4
59161.33,64.67,6.57,c,3
59163.31,94.25,5.51,o,4
59169.30,73.50,5.26,c,4
59173.27,92.75,6.51,o,4
59179.29,90.50,24.83,o,4
59180.78,86.75,10.59,o,8
59183.25,69.75,12.44,o,4
59185.28,81.50,13.55,o,4
59187.27,87.50,5.88,o,4
59189.26,50.75,5.13,c,4
59191.25,82.00,5.39,o,4
59193.26,48.75,5.15,c,4
59195.26,49.00,4.88,c,4
59197.25,61.00,5.13,c,4
59203.25,76.75,8.30,o,4
59205.27,65.50,9.40,o,4
59207.22,64.25,7.76,o,4
59209.23,74.50,9.76,o,4
59211.25,76.25,10.78,o,4
59213.24,40.75,39.29,o,4
59215.21,55.50,5.64,o,4
59217.23,61.67,7.92,o,3
59219.22,44.62,4.14,c,8
59221.22,50.88,6.99,c,8
59227.23,40.00,29.00,c,1
59359.59,26.25,12.75,o,4
59361.60,59.50,54.63,o,2
59365.60,20.25,12.99,o,4
59371.60,33.50,7.40,c,4
59373.60,30.50,10.44,o,4
59377.60,21.00,6.93,o,3
59383.57,28.00,4.48,c,3
59387.58,9.25,10.12,o,4
59389.56,4.75,14.60,o,4
59391.49,41.50,22.30,o,2
59395.57,31.00,9.72,o,3
59399.56,25.75,5.38,o,4
59403.57,26.67,4.84,o,3
59411.50,22.00,5.06,o,4
59413.56,18.00,5.59,c,3
59415.49,19.25,8.04,o,4
59417.46,82.00,38.00,o,1
59423.51,6.00,11.77,o,4
59425.51,22.25,5.19,o,8
59427.51,22.20,5.55,o,5
59429.51,22.67,6.24,o,3
59431.51,17.80,4.57,c,5
59433.46,21.25,5.88,o,4
59435.50,18.25,4.53,c,4
59437.50,22.25,6.42,o,4
59439.40,10.00,4.38,c,4
59441.48,23.25,5.28,o,4
59443.54,15.00,4.64,c,3
59445.43,8.75,10.03,o,4
59451.54,8.00,9.15,o,4
59453.45,15.00,7.39,o,4
59455.44,12.00,4.83,o,4
59457.40,15.50,4.39,c,4
59461.47,15.50,4.64,c,4
59463.47,-0.50,5.80,o,4
59465.49,10.00,4.39,c,4
59467.40,11.25,7.00,o,4
59471.39,-0.75,7.57,o,4
59479.45,16.67,19.45,o,3
59480.97,-2.12,12.41,o,8
59483.43,20.00,9.29,o,4
59485.39,6.75,6.39,o,4
59487.41,7.50,6.88,o,4
59489.41,14.50,5.01,o,4
59491.40,11.75,7.52,o,4
59493.37,14.75,5.63,o,4
59495.39,11.75,11.57,o,4
59501.32,0.25,8.17,o,4
59509.36,16.25,11.51,o,4
59511.35,17.50,14.87,o,2
59513.34,14.50,8.85,o,2
59515.35,11.50,5.30,o,8
59517.39,10.00,4.64,c,4
59519.33,9.88,5.63,o,8
59523.32,12.67,8.08,o,3
59527.29,20.00,8.52,o,4
59529.29,-6.38,6.26,o,8
59534.89,-8.57,19.73,o,7
59537.28,-8.00,15.86,o,5
59539.32,22.75,15.81,o,4
59541.30,9.67,10.40,o,3
