# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59117.37,0.50,5.40,o,4
59118.86,-9.50,5.70,o,8
59120.44,7.75,8.45,o,4
59125.41,13.50,7.77,o,4
59126.83,0.00,13.04,o,7
59129.42,-2.25,5.01,o,4
59131.45,-2.50,5.77,o,4
59133.38,4.75,4.91,o,4
59135.43,8.00,7.00,c,1
59137.38,2.25,4.70,o,4
59139.36,9.67,5.03,c,3
59141.36,0.75,4.15,o,4
59143.34,13.00,8.06,c,2
59145.37,1.00,6.39,o,5
59147.35,-12.00,6.98,o,3
59148.37,-6.00,11.84,o,3
59153.41,6.25,11.63,o,4
59154.84,33.43,17.87,o,7
59157.34,33.75,12.95,o,4
59159.29,-2.00,28.71,c,3
59161.36,0.00,3.56,o,8
59163.37,9.33,6.37,c,3
59165.32,4.14,3.59,o,7
59169.30,3.50,5.14,o,4
59179.36,18.50,11.13,o,6
59180.72,1.29,8.54,o,7
59182.55,-0.27,7.31,o,11
59185.30,-14.25,7.15,o,4
59187.32,5.50,7.15,o,4
59189.25,0.50,4.68,o,4
59191.23,8.75,4.29,c,4
59193.29,12.86,5.47,o,7
59195.28,23.00,4.13,c,4
59199.21,30.25,7.12,c,4
59205.23,47.25,6.38,o,4
59207.22,56.00,6.27,o,4
59209.27,26.00,9.14,o,4
59211.26,37.00,11.56,o,4
59217.26,60.25,5.78,o,4
59219.26,62.50,5.01,c,4
59227.24,65.00,5.89,c,4
59235.23,49.33,130.44,o,3
59243.22,117.50,37.31,o,2
59343.60,86.67,8.34,c,3
59349.59,124.25,5.56,o,4
59353.60,126.25,6.08,o,4
59359.57,97.25,15.26,o,4
59367.58,123.75,7.53,o,4
59377.58,66.75,4.38,c,4
59381.57,84.00,4.51,c,4
59383.55,98.50,7.50,o,8
59387.58,106.00,5.13,o,4
59389.03,103.38,5.39,o,8
59391.56,99.00,10.63,o,4
59393.58,88.33,6.95,o,6
59397.18,90.60,3.93,o,10
59401.56,92.00,7.81,o,4
59403.56,44.75,4.76,c,4
59405.53,91.00,4.13,o,4
59407.53,47.00,42.60,c,3
59409.52,82.25,12.37,o,4
59413.50,59.33,16.90,o,3
59415.54,62.00,4.38,c,4
59417.54,84.00,13.35,o,4
59419.51,99.00,28.18,o,2
59420.47,86.75,9.21,o,4
59425.56,84.25,5.71,o,4
59429.54,82.25,4.26,o,4
59431.61,83.00,6.27,o,4
59433.54,51.00,3.63,c,4
59435.57,79.50,5.39,o,4
59437.54,52.00,3.63,c,4
59441.45,50.33,4.53,c,3
59443.52,78.75,5.26,o,4
59445.44,79.67,6.63,o,3
59446.95,75.88,7.23,o,8
59452.99,68.62,4.77,o,8
59455.43,59.25,5.28,o,4
59457.41,66.25,4.26,o,4
59461.41,66.33,5.61,o,3
59465.39,64.50,4.38,o,4
59467.41,46.62,3.05,c,8
59469.40,68.75,6.69,o,4
59475.44,60.50,21.16,o,4
59480.98,59.50,9.89,o,6
59485.39,50.00,6.13,o,4
59487.42,62.00,5.52,o,4
59489.54,34.25,97.98,o,4
59491.39,59.00,5.64,o,4
59493.41,56.67,10.95,o,3
59497.46,54.67,8.87,o,3
59501.41,65.00,9.27,o,3
59507.41,22.00,15.65,o,4
59508.93,43.71,9.74,o,7
59510.85,45.38,5.63,o,8
59513.36,45.25,6.64,o,4
59515.35,29.25,4.13,c,4
59517.34,30.50,5.51,o,4
59519.34,28.50,4.00,c,4
59521.37,38.75,6.52,o,4
59523.39,22.50,7.02,c,4
59525.29,43.25,6.55,o,4
59527.29,42.50,7.48,o,4
59529.36,49.00,9.10,o,3
59531.33,90.33,85.11,o,3
59534.58,58.00,37.03,o,4
59538.86,58.12,9.32,o,8
59541.26,45.25,7.50,o,4
59543.26,49.50,5.41,o,4
59545.32,43.75,6.69,o,4
59551.23,40.00,5.77,o,4
59557.24,34.50,9.52,o,4
59561.32,46.00,13.17,o,7
59565.26,33.14,10.08,o,7
59573.23,27.75,7.32,o,4
59587.23,26.25,8.34,o,4
59593.23,36.33,11.01,o,6
59601.22,26.33,16.12,o,3
59695.61,45.00,15.72,o,3
59708.61,13.75,10.97,o,4
59710.58,18.00,9.90,c,2
59711.60,16.67,11.18,o,3
