# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
57687.59,14.87,5.26,c,15
57691.60,78.60,7.88,c,5
57699.60,229.43,9.17,c,7
57703.57,271.20,10.26,o,5
57707.56,283.40,25.39,o,5
57711.54,400.15,12.87,o,13
57735.48,515.00,57.80,o,4
57743.51,476.33,14.44,o,3
57747.45,413.00,8.15,c,5
57755.44,350.00,7.44,c,5
57758.30,394.00,23.00,c,1
57763.41,404.50,31.87,o,4
57767.41,368.00,23.31,o,5
57771.41,356.00,13.62,o,4
57779.38,262.10,6.42,c,10
57783.38,250.00,8.24,c,5
57787.33,223.80,10.21,c,5
57799.34,256.00,10.26,o,5
57800.30,326.11,13.15,o,9
57803.35,179.50,8.63,c,4
57804.26,325.25,19.36,o,4
57806.26,303.50,66.30,o,2
57807.35,173.89,6.57,c,9
57808.28,335.00,35.00,o,1
57811.34,169.20,8.07,c,5
57816.25,219.50,38.47,o,2
57818.46,254.40,27.80,o,5
57823.31,237.25,22.33,o,8
57827.30,197.50,24.15,o,4
57831.30,214.75,13.81,o,4
57835.29,154.75,12.24,c,4
57839.26,138.75,12.26,c,4
57843.26,121.10,8.99,c,10
57847.27,92.00,42.90,c,2
58001.63,-0.50,20.12,o,2
58002.57,70.50,62.44,o,4
58007.64,-46.50,57.55,o,4
58011.63,33.00,18.42,o,3
58013.63,45.00,12.61,c,6
58015.61,24.25,10.69,o,4
58017.64,55.00,38.70,c,4
58019.62,32.33,13.54,o,3
58023.60,32.00,5.71,o,8
58027.57,7.00,8.47,o,3
58031.54,7.67,30.17,o,3
58037.58,16.00,9.42,o,4
58039.57,12.00,10.60,o,3
58043.57,31.50,10.69,o,4
58047.56,-2.17,102.93,o,6
58049.55,26.00,19.00,c,1
58053.50,49.75,62.26,o,4
58055.53,45.83,6.22,o,6
58059.52,24.25,12.38,o,4
58063.53,10.25,14.45,o,4
58065.52,6.25,9.67,o,4
58067.52,18.86,7.68,o,7
58071.51,8.57,52.04,o,7
58073.52,19.00,6.18,c,3
58075.50,13.00,8.67,o,3
58079.49,5.43,6.29,o,7
58081.47,13.50,4.77,c,6
58091.45,-11.00,19.88,o,4
58095.47,-4.33,8.72,o,6
58097.45,5.67,6.42,o,3
58099.45,-0.33,12.79,o,3
58103.45,4.67,8.49,o,3
58109.43,22.00,14.00,c,1
58111.44,7.33,7.90,o,3
58115.42,17.00,33.89,o,3
58117.44,28.20,25.88,o,5
58119.41,16.67,29.83,o,3
58121.40,-21.50,15.28,o,4
58123.42,2.12,10.02,o,8
58127.41,-3.33,9.46,o,3
58129.40,-4.00,44.69,o,4
58131.41,-3.50,12.75,o,2
58135.40,-7.00,9.15,o,4
58139.40,38.00,19.00,o,1
58141.38,-7.67,9.32,o,3
58145.38,-19.00,12.88,o,6
58147.40,-66.00,37.00,o,1
58151.37,0.38,12.94,o,8
58153.38,-6.33,11.42,o,3
58157.35,-8.75,8.38,o,4
58158.84,-12.62,6.02,o,8
58161.36,10.00,3.97,c,6
58167.33,1.00,8.31,o,4
58183.29,-36.00,9.03,o,4
