# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59126.58,-17.25,8.02,o,4
59130.61,-6.75,6.65,o,4
59132.62,13.00,6.88,o,4
59134.62,13.50,22.77,o,2
59136.61,-2.25,4.27,c,4
59138.60,-11.50,6.37,o,4
59140.61,-5.00,7.78,c,2
59142.54,-14.00,7.80,o,4
59144.57,-4.25,3.93,c,4
59146.60,5.50,4.02,o,4
59148.62,95.00,94.00,c,1
59154.58,9.50,8.78,o,4
59156.58,-8.00,12.73,o,4
59162.56,9.00,5.27,o,4
59168.63,-3.40,4.96,c,5
59170.62,3.00,9.00,o,1
59176.62,-9.25,7.50,c,4
59178.58,1.75,3.76,o,4
59180.54,14.40,8.54,o,5
59182.47,10.50,9.35,o,4
59184.42,-10.50,10.98,o,6
59186.57,-14.33,13.11,o,3
59190.49,1.25,4.76,o,4
59192.45,2.00,4.13,c,4
59194.49,3.50,3.90,c,4
59200.46,1.33,3.70,c,9
59202.65,-4.50,3.90,c,4
59204.65,-0.75,6.20,c,4
59206.45,-4.00,5.64,o,4
59208.51,0.60,7.49,o,5
59214.42,7.25,14.29,o,4
59216.44,14.75,10.15,o,4
59218.52,45.80,8.81,o,5
59220.49,68.75,5.39,o,4
59222.41,91.00,4.13,c,4
59226.44,123.80,4.17,c,5
59228.49,150.75,4.76,c,4
59230.36,145.00,5.89,c,5
59238.32,155.33,80.99,o,3
59242.46,240.25,13.91,o,4
59244.45,252.75,11.65,o,4
59246.40,239.67,7.55,o,3
59250.37,244.00,4.63,c,4
59252.44,231.75,5.00,c,4
59254.39,230.50,4.51,c,4
59256.43,226.50,4.89,c,4
59258.40,197.25,4.38,c,4
59266.49,217.00,8.77,o,3
59266.51,185.00,21.00,c,1
59270.36,192.50,10.40,o,4
59278.33,132.12,13.13,c,8
59284.35,117.75,5.64,c,4
59288.32,118.50,4.88,c,4
59292.31,117.00,5.28,o,4
59298.33,102.67,32.63,o,3
59300.34,101.25,16.89,o,4
59304.28,102.25,6.39,o,4
59310.27,80.75,3.88,c,4
59314.27,68.25,7.87,c,4
59318.26,67.00,4.00,c,4
59320.25,84.00,5.83,o,6
59322.25,96.00,5.76,o,4
59324.28,90.75,9.49,o,4
59328.24,69.50,12.30,o,4
59470.62,58.50,12.59,o,4
59478.61,42.29,14.12,o,7
59490.62,60.25,5.98,o,8
59492.63,43.50,6.31,o,4
59494.61,59.22,4.20,o,9
59498.63,65.00,7.15,o,4
59500.62,56.50,5.81,o,4
59502.58,47.75,12.66,o,4
59504.57,55.75,9.05,o,4
59506.60,41.75,13.79,o,4
59508.60,54.67,12.73,o,3
59510.54,78.33,17.14,o,3
59514.60,56.25,8.88,o,4
59516.59,54.43,70.15,o,7
59518.59,53.75,6.88,o,4
59522.58,35.67,8.31,o,3
59524.56,30.25,5.53,c,4
59526.52,55.50,6.64,o,4
59528.52,23.40,8.95,c,5
59530.55,41.50,13.44,o,4
59534.49,45.00,96.99,o,3
59536.49,43.75,10.91,o,4
59538.48,41.50,15.90,o,4
59540.55,54.75,13.50,o,4
59542.46,41.25,11.51,o,4
59544.49,41.50,6.89,o,4
59546.49,41.50,6.89,o,4
59550.57,44.00,7.13,o,3
59558.58,50.67,25.31,o,3
59562.49,54.50,8.14,o,4
59564.48,8.00,33.00,o,1
59566.41,59.00,30.99,o,3
59574.46,48.50,8.14,o,4
59588.48,23.25,4.77,c,4
59590.35,37.00,8.01,o,4
59592.41,51.50,14.16,o,2
59594.45,37.75,16.79,o,4
59598.44,38.00,17.17,o,3
59602.45,36.00,8.26,o,4
59604.89,37.56,3.87,o,9
59609.02,35.92,3.76,o,13
59613.34,35.14,4.44,o,7
59615.36,29.25,4.51,c,4
59617.43,34.33,9.24,o,3
59619.41,34.75,6.04,o,4
59621.30,51.50,11.19,o,4
59623.33,53.50,13.04,o,4
59625.46,49.80,19.72,o,5
59626.95,41.75,10.57,o,8
59629.35,41.40,8.86,o,5
59631.35,35.25,5.78,o,4
59633.39,40.50,6.51,o,4
59635.37,32.67,5.77,c,3
59637.33,50.00,6.65,o,4
59639.31,30.50,4.02,c,4
59641.39,31.00,6.14,o,4
59643.37,31.00,7.32,c,3
59645.30,52.50,7.89,o,4
59647.36,66.50,11.27,o,4
59649.36,52.75,10.90,o,4
59655.30,44.50,29.39,o,4
59657.35,39.00,12.50,o,4
59659.34,51.25,7.26,o,4
59661.28,36.00,12.00,o,1
59663.28,34.00,6.18,c,3
59665.33,44.00,7.54,o,4
59671.30,33.75,5.89,c,4
59673.39,17.00,38.19,o,2
59677.28,45.50,8.33,o,8
59679.27,12.67,17.60,c,3
59681.32,33.00,16.27,o,4
59683.32,46.67,15.29,o,3
59685.26,32.00,37.48,o,2
59687.25,41.75,8.15,o,4
59689.32,17.56,6.74,o,9
59691.28,20.00,1529.00,c,1
59693.24,22.75,9.27,o,8
59695.25,8.75,9.68,c,4
59699.24,-38.00,140.00,c,1
59713.26,-0.25,18.02,o,4
59715.28,32.86,16.72,o,7
