# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60009.53,57.00,495.00,o,1
60015.37,5.80,10.55,o,5
60019.62,8.00,11.96,o,4
60021.61,3.50,5.01,o,4
60022.51,11.00,5.41,o,4
60025.38,-11.33,11.17,o,3
60027.60,0.40,8.89,o,5
60029.36,5.00,9.40,o,4
60031.55,3.25,7.02,o,4
60033.45,7.00,6.50,o,6
60034.58,5.00,5.90,o,4
60038.72,23.83,19.94,o,6
60041.53,3.75,10.38,o,4
60043.56,2.50,7.89,o,4
60044.33,-2.00,15.89,o,4
60050.92,3.62,5.42,c,8
60052.48,-1.00,8.42,c,4
60055.49,0.00,3.58,c,8
60057.11,-0.11,5.13,c,9
60059.51,0.50,5.27,c,4
60062.30,2.33,9.06,c,3
60067.06,-10.71,7.78,o,7
60068.99,0.30,13.12,o,10
60071.49,-6.50,9.82,o,4
60074.31,39.00,22.67,o,2
60077.45,1.50,4.76,c,4
60078.92,-1.56,3.46,c,9
60085.47,7.00,5.14,o,4
60087.59,-3.33,8.49,o,3
60088.93,-5.86,6.51,o,7
60091.51,8.25,6.27,o,4
60093.50,17.75,5.91,o,4
60095.42,36.25,7.64,o,4
60096.41,33.25,12.04,o,4
60099.50,23.67,103.01,o,3
60101.47,130.25,85.18,o,4
60102.99,44.50,5.27,o,8
60105.43,58.75,5.15,c,4
60106.96,50.90,3.65,c,10
60109.46,98.00,24.00,c,1
60110.80,66.75,6.26,c,8
60112.92,77.88,3.37,c,8
60114.42,61.25,4.51,c,4
60117.46,74.00,5.01,c,4
60123.41,90.75,7.26,o,4
60124.82,92.57,5.87,o,7
60128.86,89.00,16.22,o,7
60131.40,94.50,7.01,o,4
60133.41,103.00,7.06,o,4
60134.10,109.33,33.13,o,3
60137.43,90.25,4.88,c,4
60138.87,92.17,5.78,c,6
60140.11,109.75,7.44,o,4
60141.38,92.00,6.01,c,4
60147.33,72.00,6.37,c,3
60148.37,73.50,7.07,c,2
60149.37,93.50,5.89,o,4
60151.36,108.67,6.94,o,3
60153.38,96.25,6.95,o,4
60155.37,87.25,6.35,o,8
60157.01,70.50,10.06,o,8
60159.33,76.67,10.70,o,6
60161.36,73.67,8.31,o,3
60162.84,72.00,3.33,c,8
60170.82,66.50,3.63,c,8
60173.36,53.00,5.78,c,4
60174.85,58.25,3.77,c,8
60177.41,58.75,6.57,c,4
60178.82,82.00,4.83,o,8
60180.30,72.00,6.42,o,4
60182.35,61.00,9.28,o,4
60184.92,69.29,9.36,o,7
60187.32,50.00,20.82,o,4
60191.30,55.00,5.88,c,4
60193.29,44.25,13.21,c,4
60194.37,31.67,14.82,c,3
60196.28,56.67,6.55,c,3
60198.25,47.50,5.01,c,4
60200.77,49.88,3.94,c,8
60202.98,45.50,4.65,c,6
60205.29,38.88,4.02,c,8
60206.33,33.50,7.97,c,6
60207.29,46.50,5.37,o,6
60209.29,63.33,161.39,o,6
60211.28,60.00,9.67,o,4
60212.25,59.50,7.51,o,4
60214.26,52.00,12.36,o,3
60217.29,65.25,37.03,o,4
60218.26,41.75,12.15,o,4
60221.29,25.75,7.14,c,4
60223.23,31.75,5.63,c,4
60224.74,26.75,4.18,c,8
60227.24,11.67,24.93,c,3
60228.25,42.00,39.00,c,1
60230.23,43.25,7.06,c,4
60232.22,22.50,8.82,c,4
60237.25,50.50,9.32,o,4
60241.22,50.75,11.39,o,4
60245.21,39.75,16.49,o,4
60248.21,47.75,13.64,o,4
60251.21,31.50,10.63,c,2
60255.20,41.00,22.37,c,3
60325.65,36.75,9.08,o,4
60327.63,30.00,6.01,o,4
60329.62,21.50,6.39,o,4
60331.64,29.25,5.77,o,4
60333.12,31.12,9.28,o,8
60335.65,36.00,10.87,o,4
60337.61,31.33,13.17,o,3
60341.11,25.38,5.31,o,8
60343.65,28.25,7.58,o,4
60345.66,5.50,11.72,o,2
60347.62,16.25,5.77,c,4
60355.20,18.21,3.80,c,14
60359.16,13.54,11.21,c,13
60361.55,38.25,9.98,o,4
60363.08,47.00,7.14,o,8
60365.57,41.33,16.44,o,3
60366.61,37.00,10.04,o,4
60371.28,31.67,4.39,o,12
60384.57,31.00,4.77,o,4
60387.30,28.64,4.49,o,11
60389.03,25.00,19.22,o,8
60390.99,24.62,6.77,o,8
60392.48,12.50,11.89,o,4
