# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58612.57,16.00,25.00,o,1
58614.60,4.00,12.00,o,1
58618.60,4.00,5.14,o,4
58620.53,-5.00,39.97,o,2
58624.58,5.00,12.51,o,4
58626.58,3.80,8.73,o,5
58630.54,0.25,6.93,o,4
58632.57,16.00,8.27,o,4
58634.55,-2.25,4.26,c,4
58636.52,-3.75,7.90,o,4
58642.54,-3.25,4.51,c,4
58644.48,24.75,7.50,o,4
58646.48,10.00,8.91,o,4
58648.52,18.50,10.63,o,4
58650.88,12.91,10.12,o,11
58652.47,-5.00,19.01,o,4
58660.55,95.50,6.53,o,4
58664.60,110.60,21.74,o,5
58666.52,128.75,4.51,c,4
58668.58,131.20,7.58,o,5
58670.52,131.50,6.64,o,4
58673.57,145.60,6.56,o,5
58676.41,184.00,11.43,o,4
58678.98,139.88,9.79,o,8
58680.48,157.50,22.16,o,4
58686.58,97.50,16.20,o,4
58688.51,110.25,7.25,o,4
58690.51,91.25,5.01,o,4
58692.50,88.75,6.39,o,4
58694.56,86.25,4.39,c,4
58696.57,74.00,8.70,o,4
58700.48,45.25,6.01,o,4
58702.42,39.50,4.23,c,8
58704.46,30.00,7.02,o,4
58718.45,29.75,5.51,o,4
58720.56,18.50,5.68,o,4
58724.46,22.25,4.88,o,4
58726.42,-2.00,5.81,c,4
58730.45,13.75,4.89,c,4
58735.33,29.00,37.23,o,2
58746.40,21.67,50.83,o,3
58750.36,10.50,4.39,c,4
58751.35,7.67,5.20,o,3
58752.40,1.75,4.19,o,4
58756.34,1.50,5.38,o,4
58760.43,14.00,6.01,o,4
58762.78,-0.12,5.65,o,8
58769.36,-11.00,25.46,o,2
58770.42,5.00,18.52,o,3
58772.36,-0.75,8.21,o,4
58774.36,18.50,7.51,o,4
58778.31,2.50,5.02,c,4
58780.30,10.00,5.56,o,4
58782.31,-2.00,42.00,c,1
58784.26,6.00,5.14,o,4
58788.30,-4.00,4.97,o,4
58790.25,12.50,6.39,o,4
58795.34,20.88,8.66,o,8
58796.28,13.25,8.70,o,8
58799.27,5.00,9.72,o,4
58800.31,3.50,9.31,o,4
58802.29,-4.75,7.44,o,4
58806.28,3.67,5.79,c,3
58808.29,2.00,5.82,o,4
58812.23,-3.00,5.27,o,4
58814.26,1.50,7.43,c,2
58816.26,12.75,5.27,o,4
58818.26,-68.00,85.46,c,3
58822.25,-2.00,26.00,o,2
58824.24,-0.75,8.95,o,4
58826.25,6.00,13.15,o,4
58828.20,1.75,10.25,o,4
58830.21,14.00,16.00,o,4
58832.23,23.50,10.97,o,2
58836.20,-4.33,10.23,o,3
58850.21,2.00,14.10,o,5
58949.62,-16.67,21.72,o,6
58966.61,-55.00,9.83,c,3
58972.61,-18.67,8.55,o,3
58974.60,-17.00,10.30,o,3
58982.60,-10.00,12.76,o,3
58988.60,-15.75,7.20,o,4
58990.58,-47.50,4.50,c,4
58992.59,-20.80,6.32,o,5
58994.60,-54.25,5.69,c,4
58996.60,-56.00,169.59,o,5
58998.56,-53.00,5.01,c,4
59000.59,-9.50,4.77,o,4
59002.60,-50.50,4.78,c,4
59005.05,-11.12,9.45,o,8
59007.06,0.75,9.15,o,8
59008.55,-5.50,12.10,o,2
59016.57,-7.50,6.73,o,2
59020.55,-5.00,5.26,o,4
59022.54,-52.33,5.28,c,3
59024.53,-1.00,5.30,o,4
59026.55,-43.00,4.43,c,3
59028.43,-3.50,6.17,o,4
59030.51,-51.75,3.88,c,4
59032.92,-8.86,6.08,o,7
59035.08,-6.14,9.56,o,7
59040.86,-14.00,6.07,o,6
59042.60,-15.00,7.83,o,4
59044.58,18.00,9.67,o,3
59048.49,4.75,6.25,o,4
59050.48,-48.50,5.74,c,4
59052.55,1.25,4.78,o,4
59058.45,-44.25,4.64,c,4
59059.42,-4.75,5.90,o,4
59060.62,-8.05,3.00,o,21
59062.75,-7.67,16.15,o,6
59069.04,-3.00,6.85,o,8
59070.49,-21.25,7.75,o,4
59072.51,1.50,7.04,o,4
59074.53,-6.80,8.07,o,5
59076.47,-4.50,5.13,o,4
59078.40,-49.00,4.39,c,4
59080.49,-6.50,5.14,o,4
59082.48,-40.25,4.51,c,4
59084.38,-8.75,4.13,o,4
59088.46,1.00,6.34,o,4
59090.43,-11.25,10.14,o,4
59096.47,-31.25,9.01,o,4
59098.46,-3.62,6.25,o,8
59100.91,-6.88,4.17,o,8
59102.39,-46.33,4.43,c,3
59102.42,-14.40,5.67,o,5
59104.40,-4.00,4.39,o,4
59105.35,-47.00,3.56,c,8
59106.40,-46.00,5.05,c,4
59107.40,-7.00,10.00,o,1
59108.41,-6.75,4.63,o,4
59109.42,-50.50,4.16,c,4
59110.41,-62.50,4.39,c,4
59111.39,-9.33,5.22,o,3
59112.38,-13.75,5.28,o,4
59113.39,-65.25,15.36,c,4
59114.37,-52.25,4.39,c,4
59118.31,-4.75,10.76,o,4
59123.45,-6.25,13.98,o,4
59125.45,19.25,20.20,o,4
59126.37,-5.50,9.63,o,4
59128.90,0.12,5.28,o,8
59130.37,-6.75,5.88,o,4
59132.33,-13.50,19.10,o,4
59136.36,-15.50,4.89,o,4
59138.35,-43.00,5.40,c,3
59140.32,-8.50,6.19,o,4
59142.30,-53.00,5.22,c,3
59144.30,-14.57,5.73,o,7
59146.36,7.25,8.52,o,4
59151.31,12.50,14.57,o,4
59154.33,24.00,9.80,o,4
59156.29,-12.50,6.40,o,4
59158.28,-9.00,6.13,o,4
59160.31,6.00,11.06,o,3
