# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59501.63,-10.00,10.87,o,4
59509.59,37.00,12.64,o,4
59511.59,-35.25,58.12,o,4
59515.62,52.60,46.04,o,5
59519.62,7.00,7.19,o,3
59521.64,14.50,8.08,o,4
59523.63,9.75,4.88,c,4
59525.58,-8.75,8.16,o,4
59527.57,9.50,7.97,c,4
59529.60,-10.25,6.51,o,4
59535.54,11.00,441.95,o,2
59539.59,-25.00,60.10,o,3
59541.53,10.25,19.52,o,4
59545.58,0.50,9.88,o,4
59557.56,25.00,12.32,o,4
59561.55,60.75,6.80,o,4
59565.46,135.50,13.48,o,4
59566.07,208.75,21.52,o,4
59573.60,368.50,9.38,o,4
59581.02,490.25,9.96,o,4
59585.01,521.67,31.92,o,3
59587.57,553.00,6.51,c,4
59589.46,535.50,7.63,o,4
59591.43,557.75,8.78,o,4
59593.45,537.75,11.31,o,4
59601.52,543.75,10.65,o,4
59603.22,540.60,9.30,o,5
59606.78,517.43,6.42,o,7
59609.41,517.75,7.14,o,4
59610.48,480.25,7.26,o,4
59612.42,475.75,8.01,o,4
59613.48,459.25,6.53,c,4
59614.42,459.50,6.13,c,4
59615.44,462.25,7.63,o,4
59616.97,452.00,5.32,o,7
59618.46,423.00,5.63,c,4
59619.46,429.25,7.64,o,4
59620.89,413.88,6.11,o,8
59622.84,417.12,10.69,o,8
59628.47,323.33,38.75,o,3
59630.94,355.75,6.20,o,8
59632.44,345.50,7.51,o,4
59633.36,306.00,5.90,c,4
59635.00,319.12,5.07,o,8
59636.37,316.00,6.63,o,4
59637.44,284.75,5.41,c,4
59638.38,279.75,5.28,c,4
59639.40,297.75,6.77,o,4
59640.43,280.00,7.25,o,4
59642.58,253.25,15.81,c,4
59643.40,271.75,6.25,o,4
59644.41,261.50,7.01,o,4
59646.89,241.62,17.71,o,8
59649.31,222.75,7.64,o,4
59657.37,189.00,10.27,o,4
59658.88,159.75,6.24,o,8
59660.35,151.50,7.77,o,4
59661.38,111.25,8.43,c,4
59662.39,-32.00,96.00,c,1
59663.34,141.50,6.75,o,4
59664.37,141.00,7.27,o,4
59665.34,88.25,5.66,c,4
59666.35,92.00,5.39,c,4
59667.36,130.00,21.27,o,4
59669.34,71.75,5.01,c,4
59670.34,83.25,6.25,c,4
59671.32,95.25,7.26,o,4
59672.32,96.00,8.10,o,3
59673.32,71.50,36.78,c,2
59677.29,59.25,9.15,c,4
59678.24,44.50,11.18,c,4
59683.34,32.75,14.88,o,4
59684.31,27.75,14.00,o,4
59689.30,16.25,6.79,o,4
59690.33,14.25,6.07,c,4
59691.37,4.50,29.97,o,2
59692.28,35.67,11.24,o,3
59693.31,28.50,23.58,c,2
59694.28,12.50,6.26,c,4
59695.28,32.50,8.14,o,4
59696.31,17.25,10.12,o,4
59697.27,-0.67,17.57,c,3
59698.35,14.50,6.42,c,4
59699.33,-9.33,36.39,o,3
59705.25,-1.00,226.00,o,1
59710.84,7.43,8.27,o,7
59712.66,11.25,12.52,o,8
59714.74,11.29,15.35,o,7
59716.79,7.62,6.89,o,8
59720.33,24.25,8.03,o,4
59721.26,7.00,6.98,c,4
59722.29,16.25,6.25,c,4
59723.30,9.75,7.76,o,4
59724.29,16.25,7.75,o,4
59725.29,14.25,6.40,c,4
59726.29,13.75,6.75,c,4
59730.27,-12.00,35.00,c,1
59739.27,16.00,12.72,o,4
59741.27,10.75,15.47,o,4
59744.26,46.50,22.15,o,4
59746.69,19.86,13.77,o,7
59749.26,17.67,24.03,c,3
59752.27,33.00,25.16,o,2
59753.26,-3.50,28.96,c,4
59754.26,-19.25,23.69,c,4
59846.62,23.00,10.87,o,4
59847.61,63.00,137.00,c,1
59849.63,15.75,15.99,o,4
59854.62,6.75,9.96,o,4
59855.61,3.33,8.86,c,3
59860.59,-7.00,77.00,o,1
59863.09,-9.50,13.21,o,8
59868.59,12.50,9.26,o,4
59876.57,6.00,7.01,o,4
59880.63,3.67,6.40,o,3
59881.62,4.00,6.57,c,3
59883.63,-1.80,6.81,o,5
59884.59,-2.33,20.23,o,3
59885.63,4.00,8.10,c,3
59887.60,-0.50,7.91,o,2
59889.63,-4.60,6.55,o,5
59890.63,1.40,7.35,o,5
59893.40,15.80,8.35,o,5
59895.56,4.67,11.38,o,3
59896.60,-1.50,9.15,o,4
59902.59,1.67,6.58,o,3
59903.59,-8.40,4.65,c,5
59904.60,-7.75,4.02,c,4
59906.60,-1.00,6.57,o,3
59907.60,-6.33,5.22,c,3
59908.57,8.00,5.32,c,2
59909.58,-0.25,5.78,o,4
59913.54,-3.50,7.43,o,2
59914.57,-4.67,6.25,o,3
59957.55,-1.25,6.51,o,4
59958.46,-14.50,7.19,o,4
59966.44,1.50,5.66,o,4
59969.55,15.00,6.51,o,4
59970.57,8.50,8.85,o,2
59985.22,-5.00,14.13,o,4
59987.97,36.67,10.43,o,3
59988.01,-8.00,19.00,o,1
59993.16,8.67,6.76,c,3
59997.14,6.00,6.01,c,4
59998.35,8.75,5.39,c,4
60001.30,-5.50,4.36,c,8
60003.98,27.00,13.00,o,1
60005.12,3.25,16.29,o,4
60011.94,9.33,23.19,o,3
60013.19,0.75,13.41,o,4
60015.39,-7.00,6.47,o,6
60017.28,2.88,4.65,o,8
60018.39,3.00,5.64,o,4
60019.93,-5.33,8.59,c,3
60021.28,-0.50,4.57,o,8
60022.27,2.71,6.11,o,7
60025.12,1.67,8.88,o,3
60026.38,-16.50,9.22,o,2
60029.22,-1.25,5.32,o,8
60030.33,0.50,6.51,o,4
60033.18,4.00,17.87,o,6
60039.11,22.56,32.85,o,9
60041.33,-8.33,13.10,o,3
60043.33,-24.25,9.36,o,4
60044.08,-8.25,10.63,o,4
60045.35,29.50,40.89,c,2
60047.38,28.00,12.93,c,3
60049.32,-8.50,5.28,c,4
60050.70,7.88,4.88,c,8
60055.33,-1.50,5.51,c,4
60056.67,7.75,4.75,c,8
60059.27,-1.50,6.64,o,4
60061.25,51.00,88.00,o,1
