# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58684.53,2.00,24.00,o,1
58690.58,9.75,5.04,o,4
58692.59,7.75,6.01,o,4
58694.52,10.00,4.26,c,4
58696.53,-22.75,12.00,o,4
58700.45,-2.75,7.90,o,4
58702.51,14.25,3.63,c,4
58704.50,4.75,7.26,o,4
58706.53,13.00,6.27,c,4
58708.46,4.75,15.42,o,4
58718.61,-2.25,7.04,o,4
58724.56,27.14,4.01,o,7
58726.49,10.00,4.27,c,4
58730.48,-3.00,5.01,c,3
58734.61,12.67,7.32,o,3
58736.48,-5.00,6.41,o,4
58738.45,-66.67,74.64,o,3
58750.57,-2.00,5.02,c,4
58752.48,-1.25,4.51,o,4
58756.45,5.67,5.22,o,3
58760.49,27.00,22.00,o,1
58762.33,-0.43,4.98,o,7
58765.09,6.25,4.37,o,12
58772.45,21.25,8.02,o,4
58774.42,-9.50,7.04,o,4
58778.40,12.00,5.04,c,4
58780.45,28.75,4.42,o,4
58782.40,19.00,112.00,c,1
58784.38,161.75,4.51,o,4
58788.38,262.25,27.95,o,4
58790.34,268.50,6.26,o,4
58792.39,262.00,6.63,o,4
58794.29,225.50,10.18,o,4
58800.43,117.50,10.76,o,4
58802.40,107.33,9.85,o,3
58808.38,62.00,5.51,o,4
58812.32,37.75,4.53,o,4
58814.32,35.00,9.10,c,4
58816.34,15.00,7.81,o,2
58820.28,58.00,76.34,o,3
58822.27,12.75,16.10,o,4
58826.35,-15.00,13.33,o,4
58828.29,-3.00,13.51,o,2
58830.29,-9.83,8.69,o,6
58832.33,14.75,17.48,o,4
58836.29,8.75,5.28,o,4
58844.27,16.75,6.14,o,4
58846.27,17.00,3.90,c,4
58850.27,15.25,9.38,o,4
58866.31,-5.25,5.64,c,4
58868.22,1.50,6.62,o,4
58870.22,19.00,6.76,c,3
58872.26,21.33,7.19,o,3
58874.26,-3.00,4.88,c,4
58876.21,12.75,14.48,o,4
58880.26,81.00,77.00,o,1
58882.26,10.75,11.40,o,4
58888.23,0.50,21.40,o,4
59004.60,-9.25,21.08,o,4
59020.60,1.75,6.39,o,4
59022.58,10.00,23.00,c,1
59024.60,-2.50,5.95,o,4
59028.58,-2.00,4.29,o,4
59030.59,-2.57,4.06,c,7
59032.60,-2.00,7.59,o,4
59036.56,7.00,11.36,o,3
59038.56,-3.33,10.61,o,3
59040.60,-4.00,8.39,o,4
59044.59,-2.75,13.91,o,4
59048.59,-1.50,5.45,o,4
59050.59,0.50,4.63,c,4
59052.59,-3.00,6.40,o,2
59058.53,7.00,5.14,c,4
59060.89,-3.45,3.13,o,11
59063.01,-17.88,42.03,o,8
59064.56,-11.00,10.28,o,4
59074.57,-8.33,5.99,o,3
59076.52,-4.00,4.71,o,4
59078.51,-4.00,4.54,c,4
59080.52,-16.00,7.78,o,2
59082.52,-7.75,4.00,c,4
59084.50,-1.50,4.64,o,4
59086.50,-16.75,4.26,c,4
59088.51,-4.25,5.20,o,4
59090.71,-1.80,7.35,o,5
59092.45,-11.00,14.49,o,3
59100.48,6.75,6.77,o,4
59102.46,-6.00,5.63,o,4
59104.47,-9.50,4.76,o,4
59106.47,-15.00,4.82,c,3
59108.42,4.00,4.26,o,4
59110.46,6.75,4.63,c,4
59112.44,1.50,5.41,o,4
59114.45,2.25,4.53,c,4
59117.51,7.25,5.00,c,4
59120.68,-1.64,6.40,o,11
59128.52,-19.40,9.13,o,5
59130.46,-13.33,8.10,o,3
59132.39,-12.50,5.10,o,6
59133.43,-7.75,4.64,c,4
59134.55,-15.00,6.90,o,4
59136.43,-2.50,5.68,o,4
59138.44,-24.50,10.60,c,4
59140.37,-3.00,4.11,o,4
59142.38,-7.50,4.00,c,4
59144.38,2.00,8.09,o,3
59146.42,-8.00,6.04,o,4
59148.36,-14.67,10.88,o,3
59154.49,-14.75,25.79,o,4
59156.39,-13.00,6.76,o,4
59158.41,-29.00,10.98,o,2
59160.39,-5.00,5.79,o,3
59170.34,-0.75,4.16,c,4
59173.33,-7.00,5.64,o,4
59182.34,-13.33,11.17,o,3
59184.40,1.00,10.52,o,3
59186.36,-2.00,6.94,o,4
59188.30,-6.00,60.47,o,3
59190.30,-6.75,4.15,c,4
59192.34,-14.75,4.57,o,4
59194.31,4.00,4.88,c,4
59198.28,-7.50,4.77,c,4
59200.30,-10.00,10.70,c,2
59204.23,-1.25,5.76,o,4
59208.70,-3.57,6.86,o,7
59212.26,0.50,8.28,o,4
59216.29,15.25,6.14,o,4
59218.34,-7.75,5.56,c,4
59220.25,-4.75,3.88,c,4
59222.28,-14.50,4.89,c,4
59224.27,-1.67,5.22,c,3
59226.28,-5.62,3.85,c,8
59230.23,-3.38,3.53,c,8
59242.25,43.00,46.00,o,1
59244.22,4.00,12.20,o,4
59248.25,14.00,6.14,c,4
59252.24,-6.25,5.27,c,4
59254.24,-14.25,7.40,c,4
59256.23,-21.20,6.89,c,5
59264.22,48.67,29.76,o,3
