# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59471.62,179.67,20.60,o,3
59479.63,177.50,21.33,o,4
59487.63,231.75,12.02,o,4
59489.63,262.50,10.98,o,4
59491.62,243.25,11.14,o,4
59493.62,276.00,8.14,o,4
59495.60,265.00,18.40,o,2
59501.62,255.25,7.49,o,8
59503.57,220.00,8.75,o,4
59505.59,264.00,54.62,o,7
59509.60,255.50,19.76,o,4
59511.62,275.67,23.49,o,3
59513.59,219.75,10.89,o,4
59515.60,199.00,16.28,o,2
59517.61,230.00,5.08,o,8
59519.57,190.75,8.88,o,4
59523.58,189.75,9.03,o,4
59525.58,152.25,6.26,c,4
59527.56,187.00,25.51,o,4
59529.54,144.75,6.39,c,4
59531.55,181.25,22.44,o,4
59535.56,150.00,150.00,o,1
59537.55,187.25,13.88,o,4
59539.54,169.25,35.87,o,4
59541.54,171.00,11.17,o,4
59543.54,198.00,15.25,o,3
59545.53,180.50,8.63,o,4
59547.59,132.75,13.55,o,4
59551.51,158.75,10.79,o,4
59559.49,117.50,9.13,o,4
59563.48,105.75,12.01,o,4
59569.54,56.50,86.09,o,4
59579.99,16.00,13.00,o,1
59585.52,10.25,6.39,c,4
59591.56,4.00,10.16,o,4
59592.02,9.00,8.49,o,3
59595.45,0.62,16.33,o,8
59599.50,-3.62,13.06,o,8
59601.42,1.00,10.43,o,4
59603.69,10.00,5.81,o,8
59606.95,7.75,5.15,c,4
59615.90,12.75,5.78,c,4
59619.41,0.38,5.05,o,8
59623.86,-9.25,14.00,o,4
59626.96,14.50,8.55,o,12
59629.12,17.25,10.81,o,4
59630.14,-7.00,8.91,o,4
59633.21,-2.75,7.67,o,4
59634.12,14.33,5.59,c,3
59637.10,20.50,7.92,o,4
59643.17,6.00,5.06,o,6
59645.07,12.75,4.88,c,4
59647.34,3.38,4.03,o,8
59653.08,0.00,12.06,o,4
59654.93,2.92,6.28,o,12
59657.13,29.50,14.02,o,4
59658.07,3.75,10.80,o,4
59661.06,22.25,7.51,o,4
59662.07,-0.50,7.31,o,4
59663.80,-2.00,4.39,c,4
59665.08,-6.75,7.42,o,4
59666.02,7.75,8.29,o,4
59666.79,-3.50,4.38,c,4
59669.03,-4.50,7.39,o,4
59670.07,1.25,7.06,o,4
59670.87,5.25,5.80,c,4
59673.06,-6.00,7.39,o,4
59674.01,45.00,20.00,o,1
59677.02,-39.00,33.12,o,3
59678.47,3.75,6.06,o,8
59681.08,-2.00,10.39,o,4
59682.60,8.50,10.94,o,4
59685.40,10.12,9.92,o,8
59686.89,2.73,7.71,o,11
59689.26,16.20,9.05,o,5
59690.94,12.25,5.58,o,8
59692.74,0.75,8.72,o,4
59697.04,-7.00,7.89,o,4
59699.33,-7.29,5.42,o,7
59700.97,-21.00,11.98,o,4
59703.02,1.87,5.51,o,15
59707.97,-22.25,22.19,o,4
