# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58446.64,6.67,23.47,o,6
58486.66,6.00,16.62,o,2
58494.64,7.00,4.89,o,4
58496.68,-16.00,34.00,o,1
58498.64,18.75,5.51,o,4
58500.64,20.67,5.79,o,3
58502.61,49.25,10.89,o,4
58506.63,33.88,9.54,o,8
58508.63,30.75,6.86,o,4
58510.61,37.33,7.13,o,3
58514.61,42.00,7.33,o,3
58518.59,58.00,8.43,o,4
58520.64,66.00,4.00,c,4
58522.63,71.50,5.88,o,4
58530.59,64.67,6.32,o,6
58538.58,60.25,7.03,o,4
58542.59,65.75,6.89,o,4
58546.58,52.50,6.15,o,4
58550.55,63.00,5.88,o,4
58554.52,73.75,6.51,o,4
58558.55,65.75,6.53,o,4
58562.48,16.50,24.08,o,2
58566.51,8.50,55.68,o,2
58568.51,43.57,5.80,o,7
58570.53,44.50,6.51,o,4
58572.49,45.00,4.63,o,4
58576.53,44.00,4.26,c,4
58578.51,36.25,6.66,o,4
58580.51,37.25,3.27,c,8
58582.48,33.50,4.56,o,8
58588.50,30.33,11.00,o,3
58590.49,22.00,21.86,o,3
58594.45,33.00,15.62,o,3
58596.45,27.25,7.27,o,4
58598.47,22.25,3.88,o,16
58600.47,34.00,9.50,o,4
58604.45,32.00,6.18,c,3
58606.47,18.29,6.97,o,7
58610.44,18.50,6.51,o,4
58612.37,11.75,4.02,c,4
58614.36,15.75,6.64,o,4
58616.38,8.00,12.00,o,1
58618.38,13.50,14.87,o,2
58620.33,22.67,14.25,o,3
58622.36,-2.50,12.66,o,4
58626.35,-17.75,6.51,o,4
58630.34,-4.33,6.76,o,3
58634.34,-12.50,5.77,o,4
58636.34,-1.75,3.63,c,4
58642.25,-0.67,19.27,o,3
58644.32,-5.50,5.51,o,4
58646.30,-9.25,9.88,o,4
58648.30,-4.25,7.22,o,4
58650.33,18.75,12.25,o,4
58654.29,-15.00,6.75,o,4
58656.28,-5.25,5.64,o,4
58658.29,-14.00,7.53,o,4
58660.27,-10.50,16.48,o,6
58664.27,0.14,4.14,c,7
58668.33,-6.25,4.13,c,4
58672.28,-8.25,6.77,o,4
58675.30,31.25,9.63,o,4
58676.28,-16.75,9.31,o,4
58682.31,-13.75,13.98,o,4
58692.26,-5.00,5.54,c,4
58700.28,-28.00,22.61,c,4
58708.28,-8.00,22.89,c,3
58724.24,-8.33,29.10,c,3
58800.62,-12.33,16.36,o,3
58814.60,-9.50,6.56,o,4
58816.59,-12.00,5.39,c,4
58822.59,3.50,88.76,o,4
58828.64,-12.25,10.15,o,4
58832.64,-10.50,10.53,o,4
58836.65,-14.50,6.76,o,4
58846.59,-9.00,4.77,o,4
58850.60,-6.75,4.00,o,4
58864.61,-1.00,65.00,o,1
58866.58,-5.00,5.17,o,4
58868.63,-6.25,5.27,o,4
58870.55,-7.50,4.78,o,4
58872.56,-5.00,4.15,c,4
58874.60,-3.25,4.02,o,4
58876.64,2.75,4.42,c,4
58878.56,6.50,5.66,o,2
58882.60,-1.00,4.63,o,4
58884.59,5.00,3.88,c,4
58894.54,-5.33,5.03,o,3
58900.56,-3.25,4.42,c,4
58902.47,8.00,4.54,o,4
58906.54,-5.00,4.03,o,5
58910.49,4.00,4.19,o,4
58914.52,0.75,6.17,o,4
58916.59,-19.67,19.75,o,3
58918.51,-23.50,12.18,o,4
58932.48,-2.00,4.39,c,4
58934.45,-20.33,21.03,o,3
58938.54,-15.25,7.04,o,4
58942.46,-16.50,28.41,o,4
58946.42,-3.67,17.35,o,3
58950.42,7.00,7.39,o,4
58954.59,18.86,35.87,o,7
58956.45,0.00,5.13,c,4
58958.41,-2.75,3.77,o,8
58960.38,-6.67,5.22,c,3
58962.53,3.50,6.33,o,4
58964.41,-0.67,5.85,c,3
58966.39,-4.00,4.88,o,4
58968.37,-3.25,4.50,o,4
58970.38,-2.67,7.92,o,3
58972.41,-0.25,8.26,o,4
58974.37,-8.25,9.27,o,4
58976.36,-14.00,16.58,o,3
58978.39,-2.75,8.02,o,4
58980.39,5.25,6.43,o,4
58982.36,-1.50,4.77,o,4
58984.37,1.00,4.29,c,4
58986.40,-2.25,4.15,o,4
58988.38,-10.75,4.13,c,4
58990.34,3.00,4.42,o,4
58992.33,-2.25,3.77,c,4
58994.35,-1.25,4.26,o,4
58998.33,12.00,13.46,o,2
59000.33,-4.00,7.06,o,4
59002.36,10.25,6.39,o,4
59004.39,-15.75,10.52,o,4
59006.31,1.25,8.17,o,4
59008.34,-7.00,26.73,o,3
59010.31,4.25,4.39,o,4
59011.33,-13.00,5.66,c,2
59014.30,5.75,4.51,o,4
59015.30,-4.00,3.63,c,4
59018.32,14.00,8.15,o,4
59020.28,-23.00,21.00,c,1
