# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
57767.67,10.00,30.11,o,2
57771.67,56.50,114.63,o,2
57779.65,-9.33,8.74,c,6
57783.65,20.12,8.90,c,8
57787.63,18.25,8.27,c,4
57799.61,49.00,32.56,o,3
57803.63,35.57,10.18,c,7
57806.66,-64.50,73.71,o,4
57807.62,30.00,8.39,c,4
57808.65,-105.67,215.90,o,3
57816.64,200.00,15.59,o,4
57819.05,235.57,51.52,o,7
57820.61,316.00,19.60,o,8
57823.56,399.20,63.82,o,5
57828.60,406.50,41.05,o,4
57831.04,486.18,11.63,o,11
57832.91,452.25,10.26,o,12
57834.57,417.25,15.54,o,4
57835.56,417.30,8.55,c,10
57837.56,399.25,15.13,o,4
57838.58,353.40,15.10,o,5
57839.55,344.50,6.72,c,10
57842.56,328.33,17.92,o,3
57843.51,258.50,48.54,c,2
57845.55,264.00,15.49,o,4
57846.56,178.00,20.46,o,3
57847.52,225.80,10.20,c,5
57849.51,231.88,14.67,o,8
57851.52,263.00,20.69,o,5
57857.51,166.33,272.96,o,3
57859.05,190.44,41.04,o,9
57862.54,83.00,44.00,o,1
57863.51,155.50,11.54,c,4
57865.53,27.00,44.20,o,2
57866.52,1.00,255.61,o,2
57869.51,186.00,32.00,o,1
57871.46,129.50,5.92,c,4
57879.46,103.29,17.82,o,7
57886.83,150.86,13.45,o,7
57891.45,130.50,11.51,o,4
57893.39,-24.12,8.67,o,8
57895.42,88.40,6.64,c,5
57897.37,112.50,10.02,o,4
57898.37,93.25,7.39,o,4
57899.40,70.50,7.52,c,4
57901.36,101.00,10.12,o,3
57902.36,95.57,7.74,o,7
57903.40,67.00,5.63,c,4
57907.04,69.00,23.60,o,3
57909.33,105.50,26.61,o,4
57911.01,120.45,49.24,o,11
57913.33,130.50,112.70,o,4
57914.35,94.75,15.08,o,4
57917.32,73.00,7.64,o,4
57918.31,63.50,6.89,o,4
57922.77,68.17,6.23,o,18
57926.32,57.00,6.76,o,4
57930.32,25.75,8.41,o,4
57934.30,27.50,11.05,o,4
57938.30,2.50,34.70,o,2
57940.32,-3.67,29.81,o,3
57942.33,2.00,35.00,o,1
57944.31,27.00,11.94,o,7
57948.28,15.00,8.00,o,4
57950.28,20.25,8.27,o,4
57954.27,10.33,7.09,o,6
57960.26,9.00,6.72,o,7
57966.26,25.50,12.91,o,4
57971.26,28.00,38.00,o,1
58095.65,21.50,28.39,o,4
58097.65,-4.00,10.16,o,4
58099.65,-45.67,23.05,o,3
58103.65,7.75,10.02,o,4
58109.62,-5.75,7.88,c,4
58111.62,-10.75,7.76,o,4
58115.63,-11.25,8.01,o,4
58117.65,-12.50,4.94,o,4
58119.62,-34.00,25.69,o,4
58121.63,-29.00,10.51,o,4
58123.64,-14.00,11.89,o,4
58127.63,-16.67,11.76,o,3
58129.63,-9.75,5.89,o,4
58131.63,2.50,9.92,o,2
58135.66,-6.00,11.44,o,4
58147.63,-14.75,9.18,o,4
58149.52,-24.00,52.00,o,1
58151.62,-20.00,14.64,o,3
58159.08,-13.88,5.41,o,8
58161.60,0.00,4.26,c,4
58167.60,-24.00,116.00,o,1
58173.52,-81.50,121.76,o,2
58183.50,-18.50,24.97,o,4
58193.49,-3.75,3.54,c,4
58223.43,-25.00,107.43,o,4
58225.43,-5.00,10.00,c,2
58229.42,-50.33,26.11,o,3
58233.42,-17.25,8.43,o,4
58245.39,-13.25,7.07,o,4
58247.39,-27.25,16.71,o,4
58250.39,-4.75,4.53,c,4
58251.35,-20.33,7.79,o,3
58255.36,-145.00,230.00,o,1
58257.38,3.33,5.79,c,3
58259.37,-11.00,9.29,o,3
58261.35,-17.00,8.67,o,3
58269.30,-3.50,9.89,o,4
58271.39,-38.25,9.98,o,4
58273.34,-10.75,17.77,o,4
58275.33,-4.50,6.63,o,4
58279.33,-6.50,6.41,o,4
58281.33,-9.25,4.38,c,4
58283.33,-37.33,8.28,o,3
58285.33,-7.25,4.89,c,4
58287.32,-16.00,8.65,o,4
58291.31,-6.75,19.43,o,4
58293.34,-23.00,16.01,o,4
58295.35,-17.00,26.32,o,2
58299.35,-12.75,21.47,o,4
58309.29,5.75,4.88,c,4
58311.28,-28.33,9.53,o,3
58317.26,-1.00,25.00,c,1
58319.26,-45.00,375.03,o,2
