# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59535.63,15.50,87.46,o,2
59541.64,-16.25,13.07,o,4
59543.61,-1.75,10.79,o,4
59557.63,-7.75,9.45,o,4
59561.65,-5.25,8.16,o,4
59565.56,-11.75,12.76,o,4
59571.63,-2.00,22.33,o,2
59581.07,-60.33,30.77,o,3
59587.57,1.00,5.01,c,4
59589.54,-17.50,7.01,o,4
59590.08,-16.62,4.88,o,8
59591.54,17.50,5.30,c,4
59593.58,-4.50,8.55,o,4
59595.05,-19.00,15.10,o,3
59597.51,1.00,17.95,o,3
59598.27,-31.60,11.88,o,10
59603.62,-15.00,9.06,o,3
59605.32,-24.67,18.12,o,3
59606.73,-9.92,4.32,o,12
59608.54,-7.25,5.64,o,4
59609.09,-0.75,4.78,c,4
59610.57,-1.50,5.27,o,4
59613.08,4.83,3.62,c,6
59614.53,9.25,4.63,c,4
59614.61,-14.75,5.39,o,4
59617.05,5.75,2.92,c,12
59618.52,-14.25,5.51,o,4
59620.53,-1.50,4.67,c,4
59621.54,-8.33,6.01,o,3
59622.80,-13.75,4.86,o,12
59624.81,-3.17,5.43,o,12
59626.57,-2.50,23.01,o,2
59631.42,32.12,7.76,o,8
59632.58,53.25,6.88,o,4
59634.89,75.75,4.76,o,8
59636.54,90.00,5.01,c,4
59638.44,94.50,7.39,o,4
59640.44,110.50,4.64,c,4
59642.55,103.25,5.51,o,4
59643.29,165.00,49.86,c,2
59644.55,153.25,10.28,c,4
59646.43,137.75,46.02,o,4
59648.51,167.25,5.64,c,4
59650.88,140.29,5.55,o,7
59651.27,173.75,5.51,c,4
59653.42,164.00,14.20,o,4
59659.17,155.08,25.13,o,13
59660.45,153.38,6.63,o,8
59662.92,154.89,5.20,o,9
59666.82,141.88,4.98,o,8
59668.49,185.00,19.01,c,3
59670.40,144.00,6.14,o,4
59672.37,126.25,7.82,o,4
59672.90,171.75,4.76,c,4
59675.16,160.00,7.39,o,4
59676.91,148.75,4.10,c,8
59678.35,159.25,7.51,c,4
59679.26,126.33,10.76,o,6
59680.38,148.50,19.45,o,4
59680.83,131.00,10.44,c,8
59687.22,111.00,16.64,o,4
59688.90,118.12,6.28,o,8
59690.80,101.12,5.53,o,8
59692.42,94.33,39.85,o,3
59692.84,119.29,31.05,c,7
59694.39,105.75,6.75,c,4
59695.27,94.12,4.70,o,8
59696.45,95.67,8.31,o,3
59696.84,100.00,4.61,c,7
59698.40,99.25,6.03,c,4
59699.34,102.67,11.03,o,6
59700.87,85.75,5.66,o,4
59703.18,91.50,6.77,o,4
59705.36,39.00,46.27,o,2
59708.38,55.33,9.43,o,3
59715.03,48.18,9.25,o,11
59716.71,60.50,6.58,o,12
59719.36,44.75,8.02,o,4
59721.32,57.75,5.14,c,4
59722.33,50.50,7.63,o,4
59722.34,62.00,6.51,c,4
59724.33,49.50,6.26,c,4
59724.81,52.25,5.78,o,4
59726.65,30.00,10.14,o,7
59728.88,32.00,6.88,o,4
59730.37,47.00,6.67,c,4
59730.82,36.50,5.11,o,8
59732.30,31.25,6.63,o,4
59733.31,37.50,5.76,c,4
59734.31,22.75,6.27,o,4
59737.04,30.88,6.14,o,8
59740.33,13.75,11.81,o,4
59742.92,38.67,8.49,o,12
59744.32,12.00,14.69,o,6
59747.32,24.75,6.45,o,4
59748.28,7.50,6.89,o,4
59750.27,19.75,5.53,c,4
59751.27,23.50,6.80,o,4
59753.32,17.25,5.88,c,4
59754.64,6.25,12.61,o,8
59756.28,21.75,5.65,c,4
59765.27,-11.50,8.74,o,4
59766.26,6.00,12.89,o,4
59769.04,16.57,10.34,o,7
59772.52,17.75,11.18,o,8
59776.29,-12.00,7.70,o,3
59778.29,10.00,5.39,c,4
59779.29,-4.50,11.01,o,2
59781.28,5.25,6.14,c,4
59782.30,0.75,6.16,c,4
59783.08,-17.33,15.11,o,3
59784.70,-11.00,34.00,c,1
59797.25,51.50,31.95,o,2
59805.25,3.75,28.97,o,4
59892.62,-23.50,21.57,o,2
59895.63,-7.00,11.36,o,4
59897.64,-17.00,13.44,o,2
59908.62,11.75,5.13,c,4
59928.65,10.00,13.44,o,2
59945.07,-27.25,7.88,o,4
59953.05,-33.50,14.24,o,4
59955.31,-9.25,20.21,o,4
59959.35,-15.75,10.64,o,4
59966.54,-5.75,6.13,o,4
59969.10,6.67,8.20,c,3
59969.60,-0.50,8.20,o,2
59971.36,-17.50,7.77,o,4
59975.34,3.75,7.03,o,4
59979.30,-7.33,19.62,o,3
59986.36,8.50,39.94,o,2
59988.78,-13.92,4.63,o,12
59990.27,-22.25,8.14,o,4
59993.25,5.75,5.26,c,4
59997.23,11.50,7.30,c,4
59998.53,1.00,5.00,c,4
60001.42,2.25,4.04,c,8
60002.26,7.25,4.76,c,4
60004.71,-19.91,9.76,o,11
60007.10,-19.00,13.89,o,8
60009.24,-26.50,17.89,o,6
60014.39,-14.25,15.27,o,4
60016.94,-10.60,7.05,o,15
60018.32,-28.00,11.72,o,5
60020.96,12.00,7.85,c,3
60021.20,-2.00,4.87,o,9
60022.30,-13.12,4.44,o,8
60024.97,-8.00,4.22,o,7
60026.48,3.00,15.95,o,2
60029.32,-8.46,3.60,o,13
60030.39,-17.20,5.91,o,5
60032.00,17.00,9.01,c,2
60032.66,8.83,4.30,c,6
60033.31,-7.14,6.79,o,7
60034.71,-12.33,52.03,o,6
60036.18,-20.75,12.59,o,4
60041.44,-14.00,13.94,o,4
60043.14,-25.57,10.30,o,7
60045.19,-6.00,9.77,o,4
60047.45,6.00,148.00,c,1
60048.76,6.62,3.46,c,8
60050.80,9.88,4.09,c,8
60052.90,-21.00,12.00,o,1
60055.41,-1.00,3.90,c,7
60057.15,-12.50,7.18,c,4
60062.13,-15.75,7.70,o,4
60069.30,0.33,26.65,o,6
60070.91,-4.25,13.29,o,4
60072.13,-33.25,11.01,o,4
60074.12,-20.25,9.26,o,4
60082.83,4.75,5.39,c,4
60085.32,-3.50,5.32,o,4
60088.84,-1.25,7.39,c,4
60091.30,-11.67,8.49,o,3
60096.08,227.00,256.00,o,1
60099.07,22.00,68.24,o,2
60101.36,-29.75,137.79,o,4
60105.33,6.25,6.38,c,4
60108.67,5.12,3.94,c,8
60111.02,3.50,7.81,c,2
60113.32,-1.00,5.40,c,4
60115.28,0.00,7.43,c,2
60117.27,-4.00,6.98,c,3
60118.77,-20.75,12.06,o,4
60122.77,-8.00,10.27,o,7
60125.30,4.50,8.45,o,4
60126.04,-20.25,13.85,o,4
60128.52,6.75,14.72,o,8
60130.75,-26.25,6.97,o,4
60133.59,-11.80,53.75,o,5
