# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58991.58,-1.00,5.40,o,4
58992.60,8.25,8.10,o,4
58996.59,19.00,145.00,o,1
59000.60,2.00,5.64,o,4
59001.59,-4.75,5.78,c,4
59005.09,-1.88,10.81,o,8
59007.58,5.75,10.55,o,4
59009.24,-5.67,74.36,o,6
59016.55,13.33,9.85,o,3
59017.54,6.33,6.16,c,3
59021.59,12.67,6.01,c,3
59023.51,1.25,6.01,o,4
59024.59,5.25,5.77,o,4
59027.51,5.25,4.76,o,4
59028.59,7.00,3.76,o,4
59029.58,2.25,4.27,c,4
59031.53,6.75,6.15,o,4
59033.49,14.00,10.88,o,4
59035.53,2.00,14.08,o,4
59041.55,7.67,9.32,o,3
59043.54,-2.25,4.77,o,4
59047.53,7.75,4.77,o,4
59049.48,-4.00,4.39,c,4
59050.51,3.83,3.62,c,6
59051.45,3.25,4.27,o,4
59054.60,-3.70,4.84,c,10
59055.45,12.50,7.08,o,4
59059.50,10.00,4.13,o,4
59060.98,15.75,4.91,o,8
59062.67,22.60,7.41,o,5
59069.52,28.00,9.77,o,4
59071.47,34.00,6.06,o,3
59073.10,33.29,4.56,o,7
59075.50,49.50,4.65,o,6
59076.51,45.75,4.29,o,4
59077.54,44.00,4.38,c,4
59079.51,45.33,6.05,o,3
59082.43,49.00,5.00,c,4
59083.54,52.50,5.15,o,4
59088.43,58.57,6.18,o,7
59091.38,42.57,12.86,o,7
59097.47,27.25,20.04,o,4
59098.97,69.25,5.75,o,8
59100.89,60.43,4.44,o,7
59102.88,63.43,4.67,o,7
59104.42,59.25,4.41,o,4
59105.39,51.75,4.81,c,4
59107.44,68.60,4.52,o,5
59108.37,71.75,5.56,o,4
59109.43,55.33,5.22,c,3
59111.39,59.00,5.09,o,4
59113.36,68.00,18.10,c,3
59114.41,64.67,5.79,c,3
59115.41,76.00,4.78,o,4
59117.42,66.00,6.69,o,4
59118.36,61.75,9.14,o,4
59125.47,69.50,23.39,o,4
59126.88,67.00,7.00,o,8
59129.39,57.00,14.00,o,1
59130.72,53.67,4.52,o,6
59133.39,57.75,4.38,c,4
59135.33,67.50,12.04,o,2
59137.34,54.00,4.13,c,4
59139.36,69.50,13.68,o,4
59143.31,68.75,12.91,o,4
59144.60,62.82,5.88,o,11
59151.33,121.00,24.40,o,2
59154.37,50.50,11.30,o,4
59156.82,58.12,5.14,o,8
59161.31,40.75,5.01,c,4
59163.30,45.75,5.52,o,4
59169.30,10.00,22.00,c,1
59173.25,38.75,6.51,o,4
59179.29,60.67,24.26,o,3
59180.77,63.50,8.98,o,8
59182.62,52.91,6.94,o,11
59185.25,51.75,11.52,o,4
59187.27,54.25,5.88,o,4
59189.25,36.50,5.28,c,4
59191.24,67.50,4.54,o,4
59192.27,55.75,6.40,o,4
59193.25,31.25,5.63,c,4
59197.24,31.00,3.92,c,7
59205.24,43.00,9.55,o,4
59207.21,54.00,7.59,o,4
59209.21,48.75,11.46,o,4
59211.24,61.00,10.73,o,4
59213.22,29.33,26.09,o,3
59214.71,59.75,12.34,o,8
59219.22,34.00,6.96,c,4
59221.21,26.75,12.21,c,4
59348.60,22.00,6.54,o,6
59359.17,39.57,8.12,o,7
59361.03,46.00,11.96,o,7
59362.60,26.50,16.12,o,4
59364.58,20.50,11.57,o,4
59372.60,8.33,4.84,c,3
59373.60,33.75,9.02,o,4
59375.57,9.75,4.39,c,4
59377.58,27.00,5.14,o,4
59379.57,9.00,5.06,c,3
59380.60,6.00,11.00,c,1
59382.56,14.50,6.53,o,4
59383.55,6.00,9.60,c,2
59385.49,35.33,10.66,o,3
59386.78,17.40,5.13,o,5
59389.56,37.50,12.48,o,4
59391.12,5.71,11.24,o,7
59396.59,29.40,10.51,o,5
59400.59,16.60,4.30,o,5
59402.60,2.67,5.63,c,3
59403.55,18.75,4.82,o,4
59405.60,3.50,10.31,c,2
59409.52,2.00,29.00,c,1
59411.49,27.75,6.01,o,4
59412.54,14.25,5.91,o,4
59413.49,0.43,4.26,c,7
59414.49,14.50,5.38,c,4
59415.48,30.75,7.76,o,4
59423.50,6.00,8.06,o,4
59425.05,16.62,13.95,o,8
59427.56,25.25,5.02,o,4
59429.55,24.00,6.89,o,4
59431.49,15.25,3.76,c,4
59433.50,14.25,5.81,o,4
59435.49,13.00,4.00,c,4
59437.47,27.75,6.39,o,4
59439.47,17.75,4.15,c,4
59441.45,16.00,4.93,o,4
59443.56,11.50,4.54,c,4
59445.39,15.75,9.25,o,4
59451.49,12.75,9.42,o,4
59452.48,21.25,7.03,o,4
59454.81,26.83,4.09,o,12
59456.43,14.50,4.76,o,4
59460.39,18.50,4.63,o,4
59461.43,0.50,4.63,c,4
59463.39,12.20,5.46,o,5
59465.44,6.75,4.39,c,4
59467.39,21.00,6.76,o,4
59471.38,22.00,7.25,o,4
59479.43,14.83,12.22,o,6
59481.01,14.86,9.40,o,7
59483.40,20.00,10.28,o,4
59485.38,18.00,5.00,o,4
