# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59008.38,-26.67,57.04,o,3
59010.36,4.75,5.15,o,4
59011.33,-4.25,4.00,c,4
59014.35,-18.50,4.76,o,4
59015.35,2.00,4.00,c,4
59018.36,-16.00,6.51,o,4
59020.34,19.40,6.22,c,5
59026.34,-7.00,5.64,o,4
59028.34,12.25,6.25,o,4
59030.33,-20.50,6.13,o,4
59032.32,-0.50,6.77,o,4
59034.33,13.00,9.63,o,4
59036.33,14.00,7.52,o,4
59038.31,0.75,4.91,o,4
59040.31,-5.33,5.01,c,3
59042.30,16.67,8.02,o,3
59044.34,-10.33,5.61,c,3
59046.31,9.00,34.00,o,1
59048.32,10.25,4.38,c,4
59050.29,-1.25,4.63,o,4
59054.28,-11.50,4.27,o,4
59058.29,0.00,8.90,o,2
59060.27,6.50,8.13,o,4
59062.28,-9.75,7.14,o,4
59064.26,9.00,11.95,o,3
59070.25,-19.33,9.55,o,3
59072.25,-4.00,10.99,c,4
59076.26,7.75,6.83,c,4
59078.25,-12.00,8.88,o,3
59082.28,-17.50,8.14,o,2
59084.25,-10.33,8.88,o,3
59092.25,-8.50,14.50,o,2
59100.23,34.25,10.75,c,4
59108.23,1685.75,11.91,c,4
59182.64,1750.75,14.90,o,4
59184.65,1778.75,16.41,o,4
59190.65,1585.00,14.87,o,4
59206.64,824.75,9.95,c,4
59214.60,981.00,11.51,o,4
59216.60,948.50,13.19,o,4
59222.66,756.00,8.96,o,4
59226.65,310.50,5.73,c,4
59228.65,179.25,5.60,c,4
59230.63,94.50,4.51,c,4
59238.61,33.25,3.52,c,4
59242.63,78.50,8.13,o,4
59244.62,70.00,18.06,o,4
59246.61,69.50,7.40,o,4
59250.65,63.50,5.80,o,4
59252.65,60.25,5.77,o,4
59254.62,35.25,4.54,c,4
59256.56,29.50,4.92,c,4
59258.59,23.50,4.26,c,4
59262.51,29.25,4.39,c,4
59270.51,47.00,25.00,o,1
59276.64,34.25,7.75,o,4
59278.56,92.75,41.50,o,4
59286.48,85.00,31.89,o,2
59288.53,18.25,4.39,c,4
59292.49,27.80,7.33,c,5
59294.59,35.25,4.51,o,4
59299.00,42.00,19.54,o,6
59300.48,43.67,29.31,o,3
59304.43,38.50,9.73,o,4
59306.58,48.75,6.17,o,4
59308.63,50.33,18.47,o,3
59310.46,18.50,3.40,c,4
59314.46,24.43,4.14,c,7
59318.44,17.50,3.92,c,6
59320.44,33.25,5.89,o,4
59322.44,4.50,3.90,c,4
59324.45,22.00,5.75,o,5
59326.44,28.75,8.36,o,4
59328.37,9.50,11.80,o,4
59330.46,40.00,48.00,o,1
59332.46,17.00,25.00,o,1
59334.42,22.00,5.39,o,4
59342.48,8.50,7.81,o,2
59344.36,-4.25,4.92,c,4
59346.39,23.50,5.14,o,4
59350.48,15.50,5.13,o,4
59354.42,9.50,6.13,o,4
59356.41,10.50,9.15,o,4
59358.41,4.00,8.64,o,4
59360.38,45.00,18.92,o,4
59362.42,5.00,8.09,o,4
59364.38,10.75,6.09,o,4
59368.37,0.75,5.67,o,4
59370.35,10.00,4.43,c,3
59372.40,12.25,5.27,o,4
59374.36,-4.00,3.88,c,4
59378.36,14.00,3.90,c,4
59382.35,0.25,7.47,o,4
59384.34,-3.75,9.23,o,4
59386.43,11.00,9.76,o,4
59388.36,29.00,11.26,o,4
59390.33,38.50,16.51,o,2
59392.33,7.75,6.51,o,4
59394.33,5.50,4.38,o,4
59398.33,0.75,4.42,o,4
59402.33,8.25,4.63,o,4
59404.31,9.75,4.64,c,4
59406.30,12.00,4.13,o,4
59408.30,7.50,4.51,c,4
59410.29,-3.00,4.53,o,4
59412.33,6.00,6.65,o,4
59414.29,2.00,7.27,o,4
59416.29,8.00,18.64,o,4
59418.31,-5.67,12.52,o,3
59420.27,-2.67,9.93,o,6
59422.31,8.67,11.43,o,3
59424.27,-5.14,5.86,o,7
59426.27,9.25,3.88,c,4
59430.27,4.75,3.88,c,4
59432.29,-5.50,5.77,o,4
59434.28,6.75,3.90,c,4
59436.28,-5.25,6.53,o,4
59440.25,7.33,11.59,o,3
59444.28,12.00,9.63,o,4
59452.24,-17.75,7.93,o,4
59544.65,-22.75,18.33,o,4
59558.65,35.50,26.87,o,2
59566.61,-13.50,17.44,o,4
59574.64,11.50,10.21,o,4
59588.66,-0.25,5.94,c,4
59590.60,-10.00,6.53,o,4
59592.60,-9.50,8.14,c,2
59594.65,-40.33,7.95,o,3
59598.58,-24.50,16.28,o,2
59602.63,-7.50,8.25,o,4
59605.14,-5.12,4.40,o,8
