# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59676.53,-4.50,5.39,c,4
59679.22,-28.25,6.14,o,4
59680.42,-12.00,9.88,c,4
59682.80,-14.75,9.27,o,8
59688.47,-43.00,15.05,o,4
59690.98,-29.83,7.20,o,6
59692.46,55.43,9.47,c,7
59694.86,15.75,5.81,o,8
59696.42,5.43,5.89,c,7
59699.21,-13.50,29.24,o,4
59700.49,-8.50,6.79,c,4
59700.94,-25.25,5.17,o,4
59703.24,38.00,52.62,o,4
59710.75,-17.38,18.43,o,8
59716.50,-0.25,15.66,o,4
59719.19,1.50,7.01,o,4
59720.42,11.75,4.77,c,4
59722.39,-84.43,5.24,o,7
59724.38,-5.33,5.97,c,3
59724.88,-47.00,4.78,o,4
59726.47,-57.11,34.77,o,9
59728.94,-26.00,5.94,o,4
59730.37,-23.00,8.08,o,4
59732.37,-7.75,5.00,c,4
59734.36,-2.25,5.64,o,4
59736.58,-15.71,4.07,o,7
59738.36,-27.75,7.88,o,4
59743.16,-8.75,21.88,o,4
59744.37,30.62,11.23,o,8
59746.74,-9.12,9.57,o,8
59750.68,-33.14,30.40,o,7
59754.32,-0.67,6.55,o,3
59756.33,-6.33,5.40,c,3
59758.31,-14.00,7.43,o,2
59760.30,-6.25,5.63,c,4
59764.80,-14.50,6.38,o,4
59766.67,-22.83,7.29,o,6
59770.31,102.00,19.59,o,4
59772.55,85.14,10.45,o,7
59774.31,113.25,13.14,o,4
59776.58,194.14,5.20,o,7
59778.33,181.00,9.92,o,2
59780.29,238.75,5.51,c,4
59783.02,301.25,7.13,o,4
59784.52,360.25,3.99,c,8
59786.60,466.33,6.29,o,9
59788.75,510.00,5.63,c,4
59791.00,568.00,7.64,c,4
59792.74,475.00,64.00,c,1
59796.77,653.00,17.47,o,4
59799.00,660.75,16.43,o,4
59800.62,666.00,7.75,o,11
59802.63,564.33,60.04,o,6
59804.80,368.00,91.23,o,2
59807.02,643.00,9.63,o,4
59810.25,596.75,8.85,o,4
59814.25,555.50,17.96,o,4
59830.99,525.25,38.28,o,4
59955.33,15.67,18.73,o,3
59977.08,-32.50,5.53,o,4
59983.33,-27.50,17.81,o,4
59985.03,-49.50,17.04,o,4
59988.85,-34.50,6.03,o,12
59990.36,-18.00,8.52,o,3
59993.38,-5.00,8.59,c,4
59994.36,23.75,5.30,c,4
59997.06,-13.00,6.77,o,4
59998.35,12.25,5.39,c,4
60000.64,5.75,6.01,c,4
60002.34,9.75,5.39,c,4
60004.66,-16.94,3.68,o,16
60006.30,-10.75,5.64,o,4
60008.91,-26.08,8.48,o,12
60010.22,-10.67,24.87,o,3
60017.04,-38.25,8.72,o,4
60018.24,-33.50,8.27,o,4
60020.91,-48.33,10.88,o,6
60022.29,-25.00,8.90,o,2
60024.60,-29.00,7.41,o,4
60025.00,-14.00,4.76,c,4
60026.17,-30.67,8.75,o,3
60028.72,-35.45,4.82,o,11
60030.27,-23.00,6.94,o,3
60032.46,10.86,4.94,c,7
60033.27,-44.50,7.06,o,4
60034.65,-44.00,7.17,o,8
60036.99,-8.71,7.97,o,7
60038.75,-4.57,24.48,o,7
60044.40,-1.10,9.28,o,10
60048.25,-41.00,7.77,o,4
60050.06,-21.75,6.39,o,4
60051.26,13.00,5.15,c,4
60053.01,-17.00,12.00,o,1
60054.18,-4.50,4.77,c,4
60057.22,-19.75,4.43,c,8
60063.17,2.25,9.24,o,4
60064.99,-25.00,29.19,o,3
60066.12,-7.00,12.28,o,4
60070.99,-28.00,21.28,o,3
60073.06,-37.38,8.18,o,8
60075.17,-46.50,11.37,o,4
60078.28,-5.20,9.29,o,5
60082.86,-3.75,4.15,c,4
60084.17,-53.33,67.79,o,3
60088.90,13.25,4.89,c,4
60091.90,-34.80,6.58,o,5
60105.13,-18.00,12.00,c,1
60108.10,-3.75,4.63,c,4
60111.09,2.25,6.14,c,4
60118.83,-36.00,7.32,o,4
60126.68,-22.83,14.39,o,6
60129.09,-22.00,16.99,o,5
60130.83,2.00,8.03,o,4
60132.09,-52.00,101.00,o,1
60136.76,-9.25,4.64,c,4
60138.06,2.00,28.00,o,1
60141.04,7.25,5.89,o,4
60142.77,20.33,5.22,c,3
60144.03,-65.50,67.83,o,4
60145.78,-50.67,5.63,c,3
60150.00,-11.00,20.00,o,1
60150.01,-11.33,11.56,o,3
60153.05,-22.67,16.36,o,3
60156.62,-26.08,8.23,o,12
60160.77,-32.50,6.01,o,4
60162.03,15.25,6.89,c,4
60163.76,-48.00,6.64,o,4
60166.72,-48.00,10.38,o,4
60168.99,-15.50,5.64,c,4
60169.72,-43.25,12.01,o,4
60170.99,22.75,5.15,c,4
60185.14,-29.00,14.84,o,6
