Nested Sampling Global Log-Evidence           :   -0.592554684698599132E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.594099275756723344E+01  +/-    0.369912554177275659E-02

Dim No.       Mean        Sigma
   1    0.436780047076924388E-01    0.185859304633338891E-02
   2   -0.206993057163215433E+02    0.112539475488546065E+00
   3    0.685453299474944489E+00    0.115677796160641583E-01
   4    0.202042356604751250E+01    0.789327711453372549E-01
   5    0.745422439586709059E-02    0.107020471433506777E-03
   6    0.178391590591945670E+01    0.168594224520049740E+00
   7   -0.192079095032825586E+01    0.137457518577697529E+00
   8   -0.628516068170367759E-01    0.234792189679948748E-01
   9   -0.201973097856175388E+01    0.256690173292372137E+01
  10   -0.221567647807092205E+00    0.350886060302128613E-01
  11    0.109214264861182374E-01    0.379021067740261536E-01
  12   -0.552510624270504125E-01    0.106460414969741457E+00
  13   -0.654216115191391112E-01    0.611737458579013488E-01
  14   -0.106338757661450800E+01    0.211479147882353731E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.411151249492760495E-01
   2   -0.206396185353214925E+02
   3    0.663808709849637468E+00
   4    0.203467338899967221E+01
   5    0.717263458908102072E-02
   6    0.162334103290462561E+01
   7   -0.190093572071006323E+01
   8   -0.613746453522168306E-01
   9   -0.558650765084418754E+01
  10   -0.252985546300019348E+00
  11    0.585324705356153191E-01
  12    0.442641891435868740E-02
  13   -0.157607516279881621E+00
  14   -0.104041236179700403E+01

MAP Parameters
Dim No.        Parameter
   1    0.455452420124237145E-01
   2   -0.209501713878764697E+02
   3    0.682641166063836735E+00
   4    0.209904939396429224E+01
   5    0.755149761209935200E-02
   6    0.196535083749351958E+01
   7   -0.189326904967799781E+01
   8   -0.781538424427036527E-01
   9   -0.301222043774468062E+01
  10   -0.246710830260596953E+00
  11    0.440727295135113287E-01
  12   -0.146565335400599378E+00
  13   -0.115876725677737463E+00
  14   -0.109110926662809637E+01
