Nested Sampling Global Log-Evidence           :   -0.233963671652460725E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.289945990277077215E+01  +/-    0.764415562214570271E-01

Dim No.       Mean        Sigma
   1    0.545121753262348477E-01    0.230232640049341311E-02
   2   -0.237442905758716769E+02    0.566494217582857007E+00
   3    0.837638960905070729E+00    0.115014307526481851E-01
   4    0.103784612401985221E+01    0.627172071085631277E-01
   5    0.108791663069390931E-01    0.355877494775911263E-03
   6    0.202222664250329665E+01    0.361871060046200805E-02
   7   -0.175272582607455929E+01    0.792246684788532329E-01
   8   -0.147392329576324255E+00    0.943455051398869871E-02
   9   -0.622549848036422482E+01    0.955731039961443374E+00
  10   -0.263097710725793632E+00    0.537814274939991468E-01
  11   -0.244572290201106081E-01    0.349674775495213142E-01
  12   -0.149553568983879670E+00    0.766673104908974778E-01
  13   -0.453933574387386171E-01    0.907847927989186357E-02
  14   -0.107191801577499657E+01    0.615034354252519486E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.541522405689298589E-01
   2   -0.235989682182949565E+02
   3    0.846554446409453543E+00
   4    0.993464009837777273E+00
   5    0.109851660523089898E-01
   6    0.202299285023687281E+01
   7   -0.170737810767100817E+01
   8   -0.134808391229241736E+00
   9   -0.779323624866552311E+01
  10   -0.257816630657076828E+00
  11   -0.309158416995619981E-02
  12   -0.397119320088361732E-01
  13   -0.378736283949544644E-01
  14   -0.106944615619011985E+01

MAP Parameters
Dim No.        Parameter
   1    0.559373464503810577E-01
   2   -0.238120938466022913E+02
   3    0.841644087763305904E+00
   4    0.108455489707670116E+01
   5    0.103594704276620229E-01
   6    0.202643707884812807E+01
   7   -0.180223241580407900E+01
   8   -0.144740880829341029E+00
   9   -0.572619296897134689E+01
  10   -0.387795140395730098E+00
  11   -0.244507646895972576E-01
  12   -0.297844004121003647E+00
  13   -0.275965444315881200E-01
  14   -0.107873232391305618E+01
