Nested Sampling Global Log-Evidence           :   -0.391244540189275292E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.923028590659920489E+00  +/-    0.800439912361537442E-01

Dim No.       Mean        Sigma
   1    0.107160007342168045E+00    0.195049679662393730E-02
   2   -0.307948456444476122E+02    0.345082389297780512E+00
   3    0.106410258699919491E+01    0.993321272451124990E-02
   4    0.148875537865177465E+01    0.359353287981535527E-01
   5    0.751598469865239621E-02    0.340171254413286072E-03
   6    0.200460819777110855E+01    0.561943471857187168E-02
   7   -0.158086765130369433E+01    0.418076907986479410E-01
   8   -0.516256213966588343E-01    0.411524784548804399E-02
   9   -0.690476260327792790E+01    0.209331664770871034E+00
  10   -0.101863127827950359E+00    0.757080151286266406E-02
  11   -0.997370185194065423E-01    0.312318072218734401E-01
  12   -0.302195139863497497E+00    0.173045837300507960E-01
  13    0.408652807861539097E-01    0.240344976744106750E-01
  14   -0.107357240156179157E+01    0.696999369077135229E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.107002344836409427E+00
   2   -0.312359506192302092E+02
   3    0.104940078884007093E+01
   4    0.146298586697951349E+01
   5    0.776734234992294045E-02
   6    0.201029427135134808E+01
   7   -0.160015939450744193E+01
   8   -0.490875767999625900E-01
   9   -0.659973083454141030E+01
  10   -0.974372831572767328E-01
  11   -0.136297704363215977E+00
  12   -0.286518034771077068E+00
  13    0.290840634131817530E-01
  14   -0.106497010641291001E+01

MAP Parameters
Dim No.        Parameter
   1    0.105363977446536333E+00
   2   -0.312359611214495345E+02
   3    0.107469838128062567E+01
   4    0.144359954778036603E+01
   5    0.815185425768072923E-02
   6    0.200257677165661763E+01
   7   -0.153865742586106147E+01
   8   -0.603757687850297042E-01
   9   -0.717920647789999755E+01
  10   -0.953025593104784852E-01
  11   -0.150850266929525523E+00
  12   -0.279236053589487998E+00
  13    0.671462963740093455E-01
  14   -0.107339427619297156E+01
