         MJD         m       dm      uJy    duJy   F  err  chi/N       RA       Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57303.471510 18.990530      NaN      2.0    30.0   o  0.0   0.90 58.61997 -34.66868  9273.45  9552.72  5.07 3.80 -82.8 -0.440    18.99 20.70 02a57303o0284o 0xc00800
57303.472153 18.796518      NaN     23.0    29.0   o  0.0   0.86 58.61997 -34.66868  9273.14  9552.83  5.02 3.74 -84.4 -0.448    19.01 20.71 02a57303o0285o 0xc00800
57303.505234 19.302877      NaN    -28.0    23.0   o  0.0   1.30 58.61997 -34.66868  1237.05  8101.21  4.49 3.50 -65.8 -0.459    19.01 20.69 02a57303o0332o 0xc00800
57321.455061 18.243872      NaN   -156.0    61.0   o  0.0   1.30 58.61997 -34.66868  9288.30  9582.43  5.18 4.01  88.8 -0.463    17.87 18.71 02a57321o0394o 0xc00900
57321.479393 18.158337      NaN   -143.0    66.0   o  0.0   1.04 58.61997 -34.66868  9280.31  9589.98  4.87 3.75  88.5 -0.477    17.94 18.70 02a57321o0428o 0xc00900
57321.512445 17.555452      NaN    108.0    79.0   o  0.0   1.26 58.61997 -34.66868  1243.93  8138.55  4.94 3.24 -66.7 -0.447    17.98 18.70 02a57321o0476o 0xc00900
57321.542927 18.068904      NaN     14.0    67.0   o  0.0   1.10 58.61997 -34.66868  9392.68  2515.63  4.86 4.11  28.2 -0.502    17.93 18.67 02a57321o0520o 0xc00800
57329.462669 18.944322      NaN    -20.0    32.0   o  0.0   1.13 58.61997 -34.66868  9328.50  9612.36  4.89 3.81  83.2 -0.453    18.67 20.25 02a57329o0408o 0xc00800
57329.490946 18.336727      NaN   -115.0    56.0   o  0.0   1.03 58.61997 -34.66868  1413.38  1074.91  7.64 4.89 -26.0 -0.446    18.61 20.07 02a57329o0449o 0xc00900
57329.536615 18.459772      NaN    -11.0    50.0   o  0.0   1.04 58.61997 -34.66868  9440.57  2533.55  5.28 4.37  20.3 -0.441    18.15 19.54 02a57329o0515o 0xc00800
57368.355480 18.944322      NaN     -6.0    32.0   o  0.0   0.71 58.61997 -34.66868  9061.32  9908.74  4.24 3.79  82.7 -0.428    18.88 20.45 02a57368o0288o 0xc00800
57368.365884 18.816441      NaN    -26.0    36.0   o  0.0   1.18 58.61997 -34.66868  2847.08   153.94  5.70 3.89 -17.5 -0.491    18.82 20.38 02a57368o0303o 0xc00800
57368.373408 18.489118      NaN     29.0    39.0   o  0.0   0.87 58.61997 -34.66868  2166.45  1148.75  5.81 4.11 -23.4 -0.476    18.92 20.54 02a57368o0314o 0xc00800
57368.401900 19.212347      NaN    -12.0    25.0   o  0.0   0.63 58.61997 -34.66868  7482.61  9718.53  3.71 3.46  89.0 -0.457    19.11 20.76 02a57368o0355o 0xc00800
57368.409148 18.900000      NaN     22.0    26.0   o  0.0   1.18 58.61997 -34.66868  1040.57  1705.01  5.87 3.85 -34.1 -0.458    19.18 20.89 02a57368o0365o 0xc00800
57368.425621 18.816441      NaN   -121.0    36.0   o  0.0   1.13 58.61997 -34.66868 10493.41  1678.10  4.54 3.90  29.5 -0.475    19.13 20.87 02a57368o0388o 0xc00900
57369.405693 19.128787      NaN    -29.0    27.0   o  0.0   0.87 58.61997 -34.66868  7480.39  9719.73  3.72 3.51  79.8 -0.455    18.87 20.31 02a57369o0172o 0xc00800
57369.412723 18.410251      NaN     67.0    30.0   o  0.0   1.55 58.61997 -34.66868  1036.82  1706.03  5.69 3.69 -33.4 -0.482    18.93 20.37 02a57369o0182o 0xc00900
57369.435329 18.729535      NaN   -149.0    39.0   o  0.0   1.15 58.61997 -34.66868 10491.42  1681.23  4.26 3.66  32.1 -0.521    18.96 20.45 02a57369o0216o 0xc00900
57380.333537 17.774377      NaN    -26.0    94.0   o  0.0   1.00 58.61997 -34.66868  1691.77   788.85  5.93 3.74 -22.2 -0.487    18.09 18.83 02a57380o0194o 0xc00800
57380.338291 17.935984      NaN   -112.0    81.0   o  0.0   1.25 58.61997 -34.66868  2807.42   164.97  5.76 3.67 -15.0 -0.488    17.97 18.78 02a57380o0201o 0xc00900
57380.350387 17.990970      NaN     -1.0    77.0   o  0.0   0.99 58.61997 -34.66868  1988.78  1383.53  5.87 4.01 -27.9 -0.517    18.08 18.84 02a57380o0219o 0xc00800
57380.368448 17.392139      NaN    143.0    86.0   o  0.0   1.27 58.61997 -34.66868  1131.89   177.83  6.89 3.76 -26.7 -0.404    18.12 18.82 02a57380o0245o 0xc00800
57380.374000 18.019544      NaN      3.0    74.0   o  0.0   1.40 58.61997 -34.66868  7290.50  9958.61  3.73 3.51  89.0 -0.465    18.07 18.73 02a57380o0253o 0xc00800
57380.386590 17.976960      NaN   -170.0    78.0   o  0.0   1.09 58.61997 -34.66868   850.19  1931.08  6.19 3.84 -35.6 -0.464    18.09 18.78 02a57380o0271o 0xc00800
57380.399774 17.883650      NaN     54.0    67.0   o  0.0   1.15 58.61997 -34.66868 10297.40  1918.77  4.46 3.70  28.8 -0.522    18.09 18.77 02a57380o0290o 0xc00800
57381.329156 17.821591      NaN    -70.0    90.0   o  0.0   1.00 58.61997 -34.66868  1689.91   787.29  6.22 4.30 -28.2 -0.500    17.90 18.69 02a57381o0160o 0xc00800
57381.346289 17.833722      NaN     18.0    83.0   o  0.0   1.19 58.61997 -34.66868  1984.90  1383.19  6.08 4.55 -28.6 -0.435    17.85 18.67 02a57381o0186o 0xc00800
57381.363672 17.600430      NaN     43.0    96.0   o  0.0   1.07 58.61997 -34.66868  1130.66   177.00  6.98 4.56 -28.9 -0.456    17.86 18.68 02a57381o0211o 0xc00800
57381.374669 17.675104      NaN     21.0    96.0   o  0.0   1.44 58.61997 -34.66868  7290.79  9959.10  4.53 4.32 -89.5 -0.379    17.74 18.55 02a57381o0227o 0xc00800
57381.381686 17.762888      NaN    -46.0    95.0   o  0.0   1.11 58.61997 -34.66868   848.59  1931.45  6.33 4.50 -35.0 -0.394    17.71 18.47 02a57381o0237o 0xc00800
57404.298198 18.489118      NaN     17.0    43.0   o  0.0   1.06 58.61997 -34.66868  1688.72   777.65  5.29 3.53 -25.1 -0.533    18.72 19.99 02a57404o0182o 0xc00800
57404.314531 18.623526      NaN      6.0    41.0   o  0.0   1.07 58.61997 -34.66868  1980.28  1377.95  4.96 3.54 -25.3 -0.534    18.71 19.97 02a57404o0209o 0xc00800
57404.330864 17.918258      NaN    103.0    48.0   o  0.0   1.42 58.61997 -34.66868  1124.83   171.03  6.17 3.66 -27.8 -0.452    18.69 19.95 02a57404o0236o 0xc00900
57404.340566 18.910912      NaN      6.0    31.0   o  0.0   1.20 58.61997 -34.66868  7290.40  9951.67  3.72 3.55  70.7 -0.454    18.61 19.83 02a57404o0252o 0xc00800
57404.347851 18.104842      NaN     82.0    42.0   o  0.0   0.99 58.61997 -34.66868   844.62  1924.24  5.31 3.58 -35.0 -0.508    18.63 19.83 02a57404o0264o 0xc00a00
