Nested Sampling Global Log-Evidence           :   -0.265015747366380623E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.264975279797899894E+02  +/-    0.633921585586316640E-02

Dim No.       Mean        Sigma
   1    0.843391689814211726E-01    0.136575921204564713E-02
   2   -0.145492277957823610E+02    0.116736894933002211E+00
   3    0.909926769400457802E+00    0.422939412809987623E-02
   4    0.116000044071537989E+01    0.289101624993632206E-01
   5    0.938931150746205243E-02    0.423828056088174966E-03
   6    0.178493597503793189E+01    0.343587532750219303E-02
   7   -0.173004239963036666E+01    0.134105859807336469E+00
   8   -0.144539489677924265E+00    0.350664169574145881E-02
   9   -0.185614636588590920E+01    0.236399532805782825E+00
  10    0.384855409197227280E-02    0.269054380016542048E-01
  11   -0.186654893378805989E-01    0.495912632387309274E-01
  12   -0.186766091535462586E+00    0.728972729470803993E-01
  13   -0.797606055022664767E-01    0.845862116102508513E-02
  14   -0.107242588110747650E+01    0.114314972764528074E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.845967949453425017E-01
   2   -0.145655811106345805E+02
   3    0.901614011432170903E+00
   4    0.119960499104560681E+01
   5    0.936747101835557448E-02
   6    0.177902078662012042E+01
   7   -0.155283108244929946E+01
   8   -0.146456924905250363E+00
   9   -0.173633015784122091E+01
  10    0.619578229204006785E-02
  11   -0.478921944844493061E-01
  12   -0.178436593169290419E+00
  13   -0.648289630650491916E-01
  14   -0.105295963164242679E+01

MAP Parameters
Dim No.        Parameter
   1    0.823371489086397179E-01
   2   -0.146523287938836990E+02
   3    0.911940997129075837E+00
   4    0.123410567303054286E+01
   5    0.911417801315920172E-02
   6    0.178607490403953784E+01
   7   -0.161516877698653283E+01
   8   -0.143228595474340553E+00
   9   -0.232045170151929758E+01
  10    0.359281485714426849E-01
  11   -0.641178210620136496E-01
  12   -0.189079302961242257E+00
  13   -0.882703896392408593E-01
  14   -0.108828591770303706E+01
