Nested Sampling Global Log-Evidence           :   -0.176836990451720695E+02  +/-    0.447995495646379749E+00
Nested Importance Sampling Global Log-Evidence:   -0.223259286527331007E+02  +/-    0.815967283311629238E-01

Dim No.       Mean        Sigma
   1    0.602837296165930903E-01    0.243025277247708275E-01
   2   -0.158035560183440182E+02    0.109276862893139137E+01
   3    0.677718900542493397E+00    0.840691769118345755E-01
   4    0.106817629164509809E+01    0.292739219561511665E+00
   5    0.106130574802441435E-01    0.371721888716216925E-02
   6    0.194266358024250052E+01    0.346134545517860492E-01
   7   -0.168576468897779486E+01    0.452382429841868827E+00
   8   -0.642819207685598332E-01    0.328702078942366763E-01
   9   -0.322004620303963485E+01    0.241559088006935596E+01
  10   -0.263769722837021214E+00    0.128505020700005579E+00
  11   -0.539577375931880807E-01    0.132209240109502940E+00
  12   -0.161753481502562468E+00    0.227436518291286333E+00
  13   -0.676246021596210167E-01    0.493740503129210251E-01
  14   -0.105589868744053073E+01    0.492598864270562334E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.574991484133482375E-01
   2   -0.162475086638413231E+02
   3    0.645331685826128876E+00
   4    0.977459483596860856E+00
   5    0.106764085989847039E-01
   6    0.195060381398316518E+01
   7   -0.104293487890329972E+01
   8   -0.103927906902051892E+00
   9   -0.886349678927735418E+00
  10   -0.326427643360209352E+00
  11    0.120510567928133278E+00
  12   -0.473071235453476291E+00
  13   -0.857022265657718385E-01
  14   -0.103226091904147044E+01

MAP Parameters
Dim No.        Parameter
   1    0.574991484133482375E-01
   2   -0.162475086638413231E+02
   3    0.645331685826128876E+00
   4    0.977459483596860856E+00
   5    0.106764085989847039E-01
   6    0.195060381398316518E+01
   7   -0.104293487890329972E+01
   8   -0.103927906902051892E+00
   9   -0.886349678927735418E+00
  10   -0.326427643360209352E+00
  11    0.120510567928133278E+00
  12   -0.473071235453476291E+00
  13   -0.857022265657718385E-01
  14   -0.103226091904147044E+01
