Nested Sampling Global Log-Evidence           :   -0.252760222235086707E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.698011991149726341E+00  +/-    0.614646540569864716E-01

Dim No.       Mean        Sigma
   1    0.641650307145222171E-01    0.370594701750174031E-02
   2   -0.123654274995465414E+02    0.591696177785255739E+00
   3    0.721591639317657685E+00    0.243902332690317837E-01
   4    0.127419751899784162E+01    0.196368197650566463E-01
   5    0.113635571454249636E-01    0.577835269264757151E-03
   6    0.137728475658223926E+01    0.153067477040813825E-01
   7   -0.196833143363293739E+01    0.841999651812324057E-01
   8    0.130516969700205220E-01    0.788605866927766588E-02
   9   -0.161046720310732017E+01    0.541834630138600115E+00
  10   -0.148017678504908184E+00    0.274426524796350726E-01
  11   -0.606166881041638392E-01    0.210766347571606193E-01
  12   -0.277269529278505178E+00    0.309988215319782698E-01
  13   -0.109592802599990255E+00    0.192715157622473376E-01
  14   -0.109901196592896655E+01    0.150831463617633298E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.658654908204892864E-01
   2   -0.114780703526960615E+02
   3    0.713611683831173127E+00
   4    0.123941716729868912E+01
   5    0.105194390543042540E-01
   6    0.135954993555720338E+01
   7   -0.190649149583600530E+01
   8    0.200444542531948780E-01
   9   -0.241281632336127494E+01
  10   -0.127623322268977352E+00
  11   -0.408381891794113577E-01
  12   -0.196182137031125692E+00
  13   -0.982573219023537281E-01
  14   -0.111765355101689368E+01

MAP Parameters
Dim No.        Parameter
   1    0.611319207404035364E-01
   2   -0.108648675753658033E+02
   3    0.716508425734340260E+00
   4    0.128897066540481098E+01
   5    0.104247306881329795E-01
   6    0.138760550679382821E+01
   7   -0.208228386688961686E+01
   8    0.218429494596166784E-01
   9   -0.175204389692585227E+01
  10   -0.103197288899014500E+00
  11   -0.777416339210624391E-01
  12   -0.285250059096813502E+00
  13   -0.118087963014955860E+00
  14   -0.110924294353600472E+01
