Nested Sampling Global Log-Evidence           :   -0.429090450235284351E+02  +/-    0.540708421876649359E+00
Nested Importance Sampling Global Log-Evidence:   -0.478387088673207188E+02  +/-    0.507583620660198576E-01

Dim No.       Mean        Sigma
   1    0.521569917388290463E-01    0.172905452952541797E-01
   2   -0.838425800193314430E+01    0.499447174076572964E+00
   3    0.541311597792545229E+00    0.558805344435752277E-01
   4    0.152765586155355848E+01    0.123279801783616860E+00
   5    0.120954226549117114E-01    0.157299773142109320E-02
   6    0.140676424567774716E+01    0.165480684863596711E+00
   7   -0.168944871024510590E+01    0.452961379182937829E+00
   8   -0.162453330112571681E+00    0.243796590393810450E-01
   9   -0.161787760124140889E+01    0.882019624242121103E+00
  10   -0.642789148595652449E-01    0.796337844039948090E-01
  11   -0.137880195703722619E+00    0.997576447073885569E-01
  12   -0.167097251630953902E+00    0.168678180225451446E+00
  13   -0.108236264203874083E+00    0.151120298188582664E+00
  14   -0.105803531208379975E+01    0.533337328061948834E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.621520398137548127E-01
   2   -0.831707505034510142E+01
   3    0.580589521866886504E+00
   4    0.158912965830294617E+01
   5    0.125298155304297276E-01
   6    0.116274388534459172E+01
   7   -0.218182788060708566E+01
   8   -0.155337810593038278E+00
   9   -0.144431122867078443E+01
  10   -0.104995121275399228E+00
  11   -0.131784123411037679E+00
  12   -0.445372033267975309E-01
  13    0.167756788866759821E+00
  14   -0.103006118013464021E+01

MAP Parameters
Dim No.        Parameter
   1    0.621520398137548127E-01
   2   -0.831707505034510142E+01
   3    0.580589521866886504E+00
   4    0.158912965830294617E+01
   5    0.125298155304297276E-01
   6    0.116274388534459172E+01
   7   -0.218182788060708566E+01
   8   -0.155337810593038278E+00
   9   -0.144431122867078443E+01
  10   -0.104995121275399228E+00
  11   -0.131784123411037679E+00
  12   -0.445372033267975309E-01
  13    0.167756788866759821E+00
  14   -0.103006118013464021E+01
