Nested Sampling Global Log-Evidence           :   -0.452357127732732422E+01  +/-    0.237568099320852044E+00
Nested Importance Sampling Global Log-Evidence:   -0.923897304249368112E+01  +/-    0.433522846682712279E-01

Dim No.       Mean        Sigma
   1    0.839481523867678797E-01    0.431675646265702456E-01
   2   -0.149037059663252140E+02    0.309861754124737399E+01
   3    0.596732118445811643E+00    0.204597168935131885E+00
   4    0.142088259724826371E+01    0.255744321909856243E+00
   5    0.878036371020941321E-02    0.425191386586571980E-02
   6    0.120950692142825744E+01    0.324434820976624627E+00
   7   -0.181312159613539525E+01    0.409857933118234374E+00
   8   -0.367370850211740374E-01    0.522548419912682235E-01
   9   -0.279981572715192462E+01    0.304776427020546770E+01
  10   -0.168271393333455949E+00    0.151946630732349375E+00
  11   -0.301014233522792565E-01    0.142315002902678206E+00
  12   -0.287204539273198278E+00    0.194852191399572772E+00
  13   -0.192599361801271740E+00    0.219749592601788946E+00
  14   -0.106307158249412703E+01    0.489140029367027204E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.353645960325590786E-01
   2   -0.148641555186709891E+02
   3    0.697847264218829033E+00
   4    0.128912453526005155E+01
   5    0.475164341123221652E-02
   6    0.969544750240296294E+00
   7   -0.219975939668456455E+01
   8    0.837958611848260704E-01
   9    0.223187706929710794E+01
  10   -0.130706123258149981E+00
  11   -0.685299481792239207E-01
  12   -0.248710894758754852E+00
  13   -0.596681158684071233E+00
  14   -0.105902013938559580E+01

MAP Parameters
Dim No.        Parameter
   1    0.353645960325590786E-01
   2   -0.148641555186709891E+02
   3    0.697847264218829033E+00
   4    0.128912453526005155E+01
   5    0.475164341123221652E-02
   6    0.969544750240296294E+00
   7   -0.219975939668456455E+01
   8    0.837958611848260704E-01
   9    0.223187706929710794E+01
  10   -0.130706123258149981E+00
  11   -0.685299481792239207E-01
  12   -0.248710894758754852E+00
  13   -0.596681158684071233E+00
  14   -0.105902013938559580E+01
