Nested Sampling Global Log-Evidence           :   -0.863204567556183133E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.128077292145986821E+01  +/-    0.585022734212683818E-01

Dim No.       Mean        Sigma
   1    0.658110542629296302E-01    0.388708750508904568E-02
   2   -0.125842029882075277E+02    0.270095662198607256E+00
   3    0.504338818387256804E+00    0.220644083313750947E-01
   4    0.232451905015386817E+01    0.613648998829083442E-01
   5    0.130975956197395896E-01    0.121804875001583953E-03
   6    0.133844425021864932E+01    0.707579323646150837E-01
   7   -0.178150318935546470E+01    0.230264272186412239E+00
   8   -0.793158688539148532E-01    0.232811066162166465E-01
   9   -0.368055394928671964E+01    0.159692915968331395E+01
  10   -0.133620234544510302E+00    0.655187465879942255E-01
  11   -0.398541935157525895E-02    0.407709848779259226E-01
  12   -0.296836565081403103E+00    0.375565690781011485E-01
  13    0.672586563460764869E-01    0.135184580280741651E+00
  14   -0.110346016120928936E+01    0.830644181919877600E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.676870355561210862E-01
   2   -0.124473642300227425E+02
   3    0.487807273002364095E+00
   4    0.229546959699073350E+01
   5    0.130627301843448760E-01
   6    0.135906601088851242E+01
   7   -0.180198986356208835E+01
   8   -0.836859554605381695E-01
   9   -0.222980395575150148E+01
  10   -0.210276828013200912E+00
  11    0.354405634689282309E-01
  12   -0.341972205935831663E+00
  13    0.159922762655480916E+00
  14   -0.111288282088362034E+01

MAP Parameters
Dim No.        Parameter
   1    0.627791187592304512E-01
   2   -0.126306044498468246E+02
   3    0.551664851264667244E+00
   4    0.233136817832731236E+01
   5    0.134324263447181871E-01
   6    0.144481954232462284E+01
   7   -0.150196527505956201E+01
   8   -0.111812090064761810E+00
   9   -0.973127395500167580E+00
  10   -0.148947113363019523E+00
  11    0.104392871329815236E-01
  12   -0.349080641965370475E+00
  13    0.644829803338862889E-01
  14   -0.109905569155620486E+01
