Nested Sampling Global Log-Evidence           :   -0.121804116390826085E+02  +/-    0.402801684774520052E+00
Nested Importance Sampling Global Log-Evidence:   -0.172132361455759693E+02  +/-    0.405688036046060879E-01

Dim No.       Mean        Sigma
   1    0.967976419536205474E-01    0.360559737419552176E-01
   2   -0.195805829404982390E+02    0.585990544504529876E+01
   3    0.557976146599458711E+00    0.283371084326201228E+00
   4    0.158497575577055061E+01    0.759747568093748216E-01
   5    0.982030748562290855E-02    0.251017456369759251E-02
   6    0.126988741692567064E+01    0.853778503619974094E-01
   7   -0.177545869770246445E+01    0.444449017141423430E+00
   8   -0.282868830409679119E-01    0.409114835401752641E-01
   9   -0.270425720134934400E+01    0.302663293452654125E+01
  10   -0.168758463856834656E+00    0.174404826791380002E+00
  11   -0.931482986771401539E-02    0.582933727209948432E-01
  12   -0.257397888781214002E+00    0.168901918307798993E+00
  13   -0.111521354761190516E+00    0.123298496506879698E+00
  14   -0.105969446576975401E+01    0.527972971621078271E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.773833497138582682E-01
   2   -0.251935904674175433E+02
   3    0.977709283410207464E+00
   4    0.161380723080843191E+01
   5    0.645334089880137199E-02
   6    0.128598792923980754E+01
   7   -0.180840080345042153E+01
   8    0.403608443422927288E-02
   9   -0.507620478426989230E+01
  10   -0.192649647988837658E+00
  11    0.149872103433504322E-01
  12   -0.193112123670522690E+00
  13   -0.600145716029653192E-01
  14   -0.104240738795880539E+01

MAP Parameters
Dim No.        Parameter
   1    0.773833497138582682E-01
   2   -0.251935904674175433E+02
   3    0.977709283410207464E+00
   4    0.161380723080843191E+01
   5    0.645334089880137199E-02
   6    0.128598792923980754E+01
   7   -0.180840080345042153E+01
   8    0.403608443422927288E-02
   9   -0.507620478426989230E+01
  10   -0.192649647988837658E+00
  11    0.149872103433504322E-01
  12   -0.193112123670522690E+00
  13   -0.600145716029653192E-01
  14   -0.104240738795880539E+01
